ID,Healthcare_Name,Street_Address,City,Zipcode,State,Associated_Health_System,Non-Profit_Status,CHNA_Year,Service_Area_Type,Service_Area_Counties,Service_Area_Zip,Service_Area_Places,Health_Needs,Health_Priorities,CHNA_URL,Implementation_URL,Contact
6629045,Manning Regional Healthcare Center,1550 6th Street,Manning,51455-1093,IA,MercyOne,Non-Profit,2022,"Combination of counties, zip codes, and places",Carroll  ,"50058, 51401, 51430, 51436, 51440, 51443, 51444, 51451, 51452, 51455, 51459, 51463 ","Coon Rapids, Carroll, Arcadia, Breda, Dedham, Glidden, Halbur, Lanesboro, Lidderdale, Manning, Ralston, Templeton","Mental Health / Suicide Services (Diagnosis, Treatment, Aftercare, Providers), Ambulance Staffing, Lack of Rural Healthcare Reimbursement, Obesity (Nutrition / Exercise), Senior Care (Staffing / Reimbursement), Chronic Disease Management, Drug / Substance Abuse","Mental Health / Suicide Services (Diagnosis, Treatment, Aftercare, Providers), Ambulance Staffing, Lack of Rural Healthcare Reimbursement, Obesity (Nutrition / Exercise), Senior Care (Staffing / Reimbursement), Chronic Disease Management, Drug / Substance Abuse",https://www.mrhcia.com/wp-content/uploads/2022/06/CHNA2022_Report_MRHC_CarrollCoIA_FINAL_VVV.pdf,https://www.mrhcia.com/wp-content/uploads/2022/06/CHNA2022_Report_MRHC_CarrollCoIA_FINAL_VVV.pdf,"Cassandra Kahl, BHS MHA
Director, Project Management
CJK@VandehaarMarketing.com"
6620055,Mary Greeley Medical Center,1111 Duff Avenue,Ames,50010-5745,IA,,Non-Profit,N/A unable to find,,,,,,,,,
6620740,Mental Health Institute,2277 Iowa Avenue,Independence,50644-9106,IA,,Public,N/A unable to find,,,,,,,,,
6620220,Mental Health Institute,1251 West Cedar Loop,Cherokee,51012-1599,IA,,Public,N/A unable to find,, , , , , , , , 
6620170,Mercy Medical Center - Cedar Rapids,701 Tenth Street SE,Cedar Rapids,52403-1292,IA,,Non-Profit,2021,List of Counties,"Linn, Benton, Buchanan, Cedar, Delaware,  Iowa, Johnson, Jones, Tama",N/A,N/A,"Chronic Disease, Sexually Transmitted Infections, Unintentional Injuries, Substance Use, Mental Health, Suicide, Violence and Intentional Injury","Chronic Disease, Sexually Transmitted Infections, Unintentional Injuries, Substance Abuse, Mental Health, Suicide, Violence and Intentional Injury",https://www.mercycare.org/app/files/public/2c7b3aac-061a-4089-a7b8-1f14f175549c/2021%20Community%20Health%20Needs%20Assessment%20Hospitals_revision%204.25.2022.pdf,N/A, N/A
6620003,Mercy Medical Center-Des Moines,1111 6th Avenue,Des Moines,50314-2611,IA,CommonSpirit Health,Non-Profit,2022,List of Counties,"Polk, Warren, Dallas",N/A,N/A,"Access to Healthcare Services, Cancer, Mental Health,Heart Disease and Stroke, Infant Health and Family Planning, Injury and Violence, Mental Health, Nutrition, Physical Activity & Weight, Potentially Disabling Condititions, Respiratory Disease, Sexual Health, Substance Abuse","Mental Health, Respiratory Disease (COVID-19), Nutrition Physical Activity & Weight, Substance Abuse, Heart Disease & Stroke, Access to Healthcare Services, Infant Health & Family Planning, Disability & Chronic Pain,  Sexual Health, Cancer",https://author.kindredhospitals.com/docs/librariesprovider11/default-document-library/fy22-chna_mercyone-des-moines-clive-behavioral-health-mercyone-clive-rehabada.pdf,https://www.mercyone.org/assets/documents/about-us/community-health/des-moines/fy23-25-is_mercyone-des-moines-clive-behavioal-health-mercyone-clive-rehab-signed.pdf,N/A
6620495,Mercy Medical Center-Dubuque,250 Mercy Drive,Dubuque,52001-7360,IA,Trinity Health,Non-Profit,2021,Combination of counties and zip codes,"Dubuque, Jo Daviess, Grant, Jackson, Lafayette, Clayton, Delaware","52001, 52003, 52032, 52033, 52039, 52045, 52053, 52065,52066, 52073,  52078",N/A,"Access to health care, Jobs and healthy economy, Access to nutritional foods, healthy diets, Access to brain health, Obesity, physical inactivity, Aging, Cancer, Heart disease/stroke, Preventive services (vaccinations, screenings, health promotion, health education)","Brain Health, Obesity, Access to Healthcare",https://www.mercyone.org/assets/documents/about-us/community-health/dubuque/2022_chna.pdf,https://www.mercyone.org/dubuque/_assets/documents/mercyonedubuquedyersvillechnahip_fy22-24_rev111521.pdf,"Office of the President MercyOne Dubuque Medical Center 250 Mercy Drive
Dubuque, Iowa 52001
Phone: 563-589-8037 "
6620527,Mercy Medical Center-Dyersville,1111 Third Street SW,Dyersville,52040-1725,IA,Trinity Health,Non-Profit,2021,Combination of counties and zip codes,"Dubuque, Jackson, Clayton, Delaware, Buchanan","52001, 52003, 52032, 52033, 52039, 52045, 52053, 52065,52066, 52073,  52078",N/A,"Access to health care, Jobs and healthy economy, Access to nutritional foods, healthy diets, Access to brain health, Obesity, physical inactivity, Aging, Cancer, Heart disease/stroke, Preventive services (vaccinations, screenings, health promotion, health education)","Brain Health, Obesity, Access to Healthcare",https://www.mercyone.org/assets/documents/about-us/community-health/dubuque/2022_chna.pdf,https://www.mercyone.org/dubuque/_assets/documents/mercyonedubuquedyersvillechnahip_fy22-24_rev111521.pdf,"Office of the President MercyOne Dubuque Medical Center 250 Mercy Drive
Dubuque, Iowa 52001
Phone: 563-589-8037 "
6620160,MercyOne Cedar Falls Medical Center,515 College Street,Cedar Falls,50613-2500,IA,Trinity Health,Non-Profit,2020,Combination of counties and zip codes,"Black hawk, Bremer, Buchanan, Bulter, Fayette, Grundy, Tama","50613, 50626, 50647, 50651, 50648, 50667, 50682, 50701, 50604, 50702, 50619, 50703, 50665, 50704, 50602, 50707, 50662, 50634, 52142, 50643, 52147, 50622, 52175, 50666, 50638, 50668, 50612, 50674, 50635, 50676",N/A,"Social & Health Equity in Black Hawk County, Health Behaviors, Social & Economic Clinical Care, Environmnetal Health, Violence and Premature Death Rates","Social & Health Equity in Black Hawk County, Community Education , health and well-being of vulnerable populations,  mental health programs, policy changes, telehealth services",https://www.mercyone.org/northeastiowa/_assets/documents/community-benefit-report/fy20-fy22-updated-chna-summary-black-hawk-county-posted-7-1-19.pdf,https://www.mercyone.org/northeastiowa/_assets/documents/community-benefit-report/fy20-fy22-updated-chna-summary-black-hawk-county-posted-7-1-19.pdf,N/A
6620190,MercyOne Centerville Medical Center,1 St Joseph's Drive,Centerville,52544-8055,IA,CommonSpirit Health,Non-Profit,2022,List of Counties,"Centerville, Appanoose",N/A,N/A,"Substance Abuse (Drug / Alcohol), Mental Health (Diagnosis, Treatment, Aftercare, Providers), Updated / New Emergency Room, Poverty, Women's Health, Healthcare Staffing, Family Planning, Obesity (Nutrition / Exercise), Awareness of Healthcare Services, Own Your Health (Apathy)
","Substance Abuse (Drug / Alcohol), Mental Health (Diagnosis, Treatment, Aftercare, Providers), Updated / New Emergency Room, Poverty, Women's Health, Healthcare Staffing, Family Planning, Obesity (Nutrition / Exercise), Awareness of Healthcare Services, Own Your Health (Apathy)","
https://www.mercyone.org/centerville/_assets/documents/chna2022-final-report-revised-5-24-22-(1)-(1).pdf",https://www.mercyone.org/centerville/_assets/documents/community-benefit/chna-2022-implementation-mercyone-centerville-final-(2).pdf,(641) 437-4111
6620265,MercyOne Clinton Medical Center,1410 North Fourth Street,Clinton,52732-2940,IA,Trinity Health,Non-Profit,2022,List of Counties,"Clinton, Jackson, Whiteside, Carroll",N/A,N/A,"Mental health, Substance abuse, Access to health care, Obesity, Poverty Access to food, Suicide, Cancer","Mental health, Substance abuse, Access to health care, Obesity, Poverty Access to food, Suicide, Cancer",https://www.mercyone.org/clinton/_assets/documents/communityhealthneedsassessment_2021_final.pdf,N/A,563-244-3539
6620427,MercyOne Clive Rehabilitation Hospital,1401 Campus Drive,Clive,50325-6500,IA,MercyOne,Non-Profit,N/A unable to find,,,,,,,,,
6620535,MercyOne Elkader Medical Center,901 Davidson Street NW,Elkader,52043-9015,IA,Trinity Health,Non-Profit,2022,List of Counties,Clayton,N/A,N/A,"Mental Health, Obesity, Emergency Preparedness, Caregiver Support, Environment","Mental Health, Obesity, Emergency Preparedness, Caregiver Support, Environment",https://www.mercyone.org/elkader/_assets/documents/2019-2021-chna.hip-for-mercyone-elkader-medical-center.ccph.pdf,https://www.mercyone.org/elkader/_assets/documents/2019-2021-chna.hip-for-mercyone-elkader-medical-center.ccph.pdf,
6620760,MercyOne Iowa City Medical Center,500 East Market Street,Iowa City,52245-2689,IA,MercyOne,Non-Profit,N/A unable to find,,,,,,,,,
6621010,MercyOne New Hampton Medical Center,308 North Maple Avenue,New Hampton,50659-1142,IA,Trinity Health,Non-Profit,2022,"Combination of counties, zip codes, and places",Chickasaw,"50659, 52154, 50630, 50645, 50603, 50658 ","New Hampton, Lawler, Fredericksburg, Ionia, Alta Vista, Nashua ","Access to Health Care, Aging Population, Emergency Medical Services, and Knowledge of health care resources/services available locally","Access to Health Care, Aging Population, Emergency Medical Services, and Knowledge of health care resources/services available locally",https://www.mercyone.org/newhampton/_pages/about-us/community-benefit/easset_upload_file85643_263537_e.pdf,https://www.mercyone.org/newhampton/_pages/about-us/community-benefit/easset_upload_file28652_263537_e.pdf,N/A
6621020,MercyOne Newton Medical Center,204 North Fourth Avenue East,Newton,50208-3100,IA,CommonSpirit Health,Non-Profit,2022,List of Counties,Jasper,N/A,N/A,"Mental Health, Drug / Substance Abuse, Homeless (Shelters), Obesity (Nutrition / Exercise), Emergency Room, Primary Care, Child Care Services, Visiting Specialists, Healthcare Transportation, and Senior Living / Care","Mental Health, Drug / Substance Abuse, Homeless (Shelters), Obesity (Nutrition / Exercise), Emergency Room, Primary Care, Child Care Services, Visiting Specialists, Healthcare Transportation, and Senior Living / Care",https://www.mercyone.org/newton/_pages/easset_upload_file361_246911_e.pdf,N/A,"VVV@VandehaarMarketing.com
"
6620002,MercyOne North Iowa Medical Center,1000 Fourth Street SW,Mason City,50401-2800,IA,Trinity Health,Non-Profit,2021,List of Counties,"Cerro Gordo, Worth, Butler, Chickasaw, Floyd, Franklin, Hancock, Hardin, Howard, Kossuth, Mitchell, Palo Alto, Winnebago, Wright
   ",N/A,N/A,"Access to Care, Early Childhood Issues,Housing","Access to Care, Early Childhood Issues,Housing",https://www.mercyone.org/northiowa/_assets/documents/mercyone_north_iowa_fy2021-23_report.pdf,https://www.mercyone.org/northiowa/_assets/documents/community_benefit/mercyone-north-iowa-chna-implementation-strategy-adopted-september-2nd-2020-for-fy21-23.pdf,N/A
6621040,MercyOne Oelwein Medical Center,201 Eighth Avenue SE,Oelwein,50662-2447,IA,Trinity Health,Non-Profit,2022,List of Counties,Fayette ,N/A,N/A,"Adult Smoking, Adult Obesity & Physical Inactivity, Clinical Care, Social and Economic Factors","Prevention, Mental Health, Nutrition",https://www.mercyone.org/northeastiowa/_assets/documents/about-us/chna/oelwein-chna-fy22-fy24-final.pdf,https://www.mercyone.org/northeastiowa/_assets/documents/community-benefit-report/fy20-fy22-updated-chna-summary-black-hawk-county-posted-7-1-19.pdf, communityhealth@mercyhealth.com
6621175,MercyOne Primghar Medical Center,255 North Welch Avenue,Primghar,51245-7765,IA,Trinity Health,Non-Profit,2020,Combination of counties and zip codes,"Primghar, Suthurland, Paullina, Calumet, Sanborn, Archer, Hartley ","51245, 51058, 51046, 51009, 51248, 51231, 51346",N/A,"Expansion of Mental Health Services, Access to Healthcare, Chroni Disease Prevention & Management, Support for Community Based Volunteer Ambulance Services, Community Health & Wellness Education","Expansion of mental health services, Access to healthcare, Chronic disease management and prevention, Community health and wellness education ",https://www.mercyone.org/primghar/_assets/documents/2020-2022-community-health-needs-assessment.pdf,https://www.mercyone.org/primghar/_assets/documents/2020-2022-community-health-needs-assessment.pdf, communityhealth@mercyhealth.com
6621275,MercyOne Siouxland Medical Center,801 Fifth Street,Sioux City,51101-1326,IA,Trinity Health,Non-Profit,2022,Combination of counties and places,"Woodbury, Plymouth",N/A,"Sioux City, Sergeant Bluff","Preventative Care, Substance Misuse, Physical Health, Mental Health","Mental Health, Physical Health, Preventative Care, Substance Misuse",https://www.mercyone.org/siouxland/_assets/documents/mercyone-siouxland-chna-final-2022.pdf,https://www.mercyone.org/siouxland/_assets/documents/2019-2021_chn_implementation_strategy.pdf,communityhealth@mercyhealth.com
6621375,MercyOne Waterloo Medical Center,3421 West Ninth Street,Waterloo,50702-5401,IA,Trinity Health,Non-Profit,2020,"Combination of counties, zip codes, and places","Black Hawk, Bremer, Buc hanan, Butler, Tama, Fayette, Grundy","50613, 50626, 50647, 50651, 50677, 50701, 50702, 50703, 50704, 50707, 50634, 50643, 50622, 50666, 50668, 50674, 50629, 50641, 50644, 50648, 50682, 50604, 50619, 50665, 50602, 50662, 52142, 52147, 52175, 50638, 50612, 50635","Cedar Falls, Dunkerton, Janesville, Raymond, LaPorte City, Waterloo, Evansdale, Gilbertville, Hudson, Dencer, Plainfield, Readlyn, Sumner, Fairbank, Hazelton, Independence, Jesup, Winthrop, Aplington, Clarksville, Parkersburg, Allison, Oelwein, Fayette, Hawkeye, West Union, Grundy Center, Buckingham, Lincoln.","Health Outcomes: Length of Life, Quality of Life, Health Factors, Health Behavior, Clinical Care, Socio & Economic Factors,  Physical Environment","MercyOne will enhance its partnership with the Black Hawk County Health Department and other organizations to improve social and health inequities for vulnerable populations with intent to improve outcomes; Continued focus on health behaviors through community education and programs including ongoing efforts related to heart disease, cancer, food insecurity and access to healthy foods; MercyOne will focus locally and statewide on transportation issues and the impact on overall health and well-being of vulnerable populations;  MercyOne will continue to engage in mental health programs, policy changes, telehealth services, etc., that begin to remove the stigma of improving one's mental health understanding the spectrum of issues is broad and impacts many, especially vulnerable populations.",https://www.mercyone.org/northeastiowa/_assets/documents/fy20-fy22-updated-chna-summary-black-hawk-county-posted-7-1-19.docx,https://www.mercyone.org/northeastiowa/_assets/documents/fy20-fy22-implementation-plan-waterloo-medical-center-cedar-falls-medical-center-posted-7-1-19-rev2-5-21.docx,communityhealth@mercyhealth.com
6620300,Methodist Jennie Edmundson Hospital,933 East Pierce Street,Council Bluffs,51503-4652,IA,"Nebraska Methodist Health System, Inc.",Non-Profit,2021,List of Counties,Pottawattamie,N/A,N/A,"Access to health care services; Cancer; Diabetes; Heart disease & stroke; Infant health & Family planning; Injury & Violence, Mental Health, Nutrition, Physical activity & Weight; Oral Health; Potentially Disabling Conditions; Respiratory Disease; Sexual Health; Social Determinants of Health; Substance Abuse; Tobacco Use","Mental Health; Nutrition, Physical Activity & Weight; Substance Abuse; Diabetes; Sexual Health; Injury & Violence; Heart Disease & Stroke; Tobacco Use; Infant Health & Family Planning; Potentially Disabling Conditions; Oral Health; Access to Healthcare Services; Respiratory Diseases; Cancer",https://bestcare.org/sites/default/files/inline-files/2021%20PRC%20CHNA%20Report%20-%20Methodist%20Jennie%20Edmundson%20Hospital.pdf,https://bestcare.org/sites/default/files/inline-files/MJE%202021%20IS%20Plan.pdf,N/A
6621068,Mitchell County Regional Health Center,616 North Eighth Street,Osage,50461-1498,IA,Trinity Health,Unable to find,N/A unable to find,,,,,,,,,
6620019,Monroe County Hospital and Clinics,6580 165th Street,Albia,52531-8793,IA,MercyOne,Non-Profit,N/A unable to find,,,,,,,,,
6621180,Montgomery County Memorial Hospital,2301 Eastern Avenue,Red Oak,51566-1300,IA,,Non-Profit,N/A unable to find,,,,,,,,,
6620690,Myrtue Medical Center,1213 Garfield Avenue,Harlan,51537-2057,IA,,Non-Profit,2020,Combination of counties and places,Shelby,N/A,"Defiance, Earling, Elk Horn, Irwin, Kirkman, Panama, Portsmouth, Shelby, Tennant, Westphalia, Harlan","Mental Health Promotion and Access to Services, Social Determinants of Health: Reduce barriers to improving health, Increase Physical Activity, Increase Health Education opportunities","Mental health promotion, Increse physical activities in Shelby county, Address Social Determinants of Health in Shelby County, Health education",https://www.myrtuemedical.org/documents/2020-Community-Heath-Improvement-Plan-Progress-Report_All-priorities.pdf,https://www.myrtuemedical.org/documents/2020-Community-Heath-Improvement-Plan-Progress-Report_All-priorities.pdf,N/A
6621065,Orange City Area Health System,1000 Lincoln Circle SE,Orange City,51041-1862,IA,Sanford Health,Non-Profit,2022,Combination of counties and places,Sioux,N/A,"Orange City, Hospers, Paullina","Mental Health, Social Determinants of Health – Ongoing Assessing and Addressing, Heart Disease - Prevention, Health Care Access","Mental Health, Social Determinants of Health – Ongoing Assessing and Addressing, Heart Disease - Prevention, Health Care Access",https://ochealthsystem.org/wp-content/uploads/2022/06/Community-Health-Needs-Assessment-OCAHS-202244.pdf ,https://ochealthsystem.org/wp-content/uploads/2022/12/2022-OCAHS-CHNA-Implementation-Plan7.pdf ,N/a
6621230,Osceola Community Hospital,600 Ninth Avenue North,Sibley,51249-1012,IA,Avera Health,Non-Profit,2019,List of Counties,"Osceola, Lyon, O'Brien, Dickinson, Nobles",N/A,N/A," Access to Care (Dental Care, Pediatric Care, Specialty Care), Access to Behavioral and Mental Health Services, Community Wellness/Prevention, Emergency Medical Services (EMS), Non-Healthcare - Housing"," Access to Care (Dental Care, Pediatric Care, Specialty Care), Access to Behavioral and Mental Health Services, Community Wellness/Prevention, Emergency Medical Services (EMS), Non-Healthcare - Housing",https://www.avera.org/app/files/public/74978/2019-chna-osceola.pdf,https://www.osceolarhc.org/wp-content/uploads/2022-CHNA-Implementation-Plan-Osceola-Regional-Health-Center-22-1027.pdf ,N/A
6621105,Ottumwa Regional Health Center,1001 Pennsylvania Avenue,Ottumwa,52501-2186,IA,LifePoint Health,,N/A unable to find,,,,,,,,,
6620550,Palo Alto County Health System,3201 First Street,Emmetsburg,50536-2516,IA,Trinity Health,Public,N/A unable to find,,,,,,,,,
6621135,Pella Regional Health Center,404 Jefferson Street,Pella,50219-1257,IA,,Non-Profit,2020,"Combination of counties, zip codes, and places","Marion, Mahaska, Jasper","50219, 50138, 52577, 50214, 50143, 50207, 50228, 50251","Pella, Knoxville, Oskaloosa, Otley, Leighton, New Sharon, Prairie City,  Sully, Monroe","Mental Health / Mental Illness, Elder assistance and programs, Wellness options, Public awareness of health services, Public transportation for health services, Healthy eating options,  After hours pharmacy, Chronic disease prevention, Nutrition education, Family assistance and care transitions","Mental Health: Increase the provided and breadth of services for Mental Health, Childcare Services/Access, Employment of Healthcare workers, Elderly services and volume of services, Substance Abuse: related health/safety issues, Teen health/ teen services",https://marionph.org/wp-content/uploads/2020/12/PRHC-CHNA-Report-2020.pdf,https://marionph.org/wp-content/uploads/2020/12/PRHC-CHNA-Report-2020.pdf,pavelkaspointconsulting@gmail.com
6621153,Pocahontas Community Hospital,606 NW Seventh Street,Pocahontas,50574-1099,IA,UnityPoint Health,Public,N/A unable to find,,,,,,,,,
6620330,Regional Health Services of Howard County,235 Eighth Avenue West,Cresco,52136-1098,IA,Trinity Health,Non-Profit,N/A unable to find,,,,,,,,,
6620890,Regional Medical Center,709 West Main Street,Manchester,52057-1526,IA,,Non-Profit,2022,List of Counties,Delaware ,n/a,n/a,Access to Dental Services ● Access to Health Services ● Adolescent Immunizations ● Adult Immunizations ● Affordable Housing/Rentals ● Alcohol ● Asthma ● Bullying ● Cancer ● Childcare ● Child Immunizations ● COVID Concerns (lack of communication/masking/vaccination promotion) ● Culture Integration/Awareness ● Diabetes ● Dementia ● Disease-Carrying Animals and Insects Control ● Distracted Driving ● Drinking Water Protection ● Drowning ● Education on Being Your Own Advocate ● Elderly Wellness ● Emergency Medical Services ● Expanded Family Practice Clinic Hours ● Food Assistance & Access ● Food Safety ● Gambling ● Getting Timely Healthcare ● Hazardous Waste ● Health Insurance ● Heart Disease & Stroke ● HIV/AIDS ● Human Trafficking ● Illegal Drug Use ● Individual Emergency Preparedness ● Injury Prevention ● Lack of Activities for Youth and Adults ● Lack of Adequate Medical Care and Competent Providers ● Lead Poisoning ● Leisure Activity ● Limited Urgent Care Hours ● Loneliness ● Lymes Awareness ● Mental Health ● Meth ● Mold ● Nitrates in Well Water ● Nutrition & Healthy Food Options ● Obesity ● Parenting ● Physical Activity ● Prescription Drug Use ● Racism ● Radon ● Respite Care ● River Water Quality ● Sexual Abuse of Children ● Sexually Transmitted Disease ● Suicide ● Technology Addiction ● Tobacco ● Transportation ● Violent & Abusive Behavior,"Mental health, Substance abuse, Obesity, Cancer, Access to heath services",https://www.regmedctr.org/webres/File/About%20Us/2022%20CHNA%20Report.pdf,https://www.regmedctr.org/webres/File/About%20Us/2022%20CHNA%20Implementation%20Strategy.pdf,"Valerie Lindsay or  Krystle DeShaw at Regional Medical Center, PO Box
359, Manchester, IA 52057"
6620972,Ringgold County Hospital,504 North Cleveland Street,Mount Ayr,50854-2201,IA,MercyOne,Unable to find,N/A unable to find,,,,,,,,,
6621200,Sanford Rock Rapids Medical Center,801 South Greene Street,Rock Rapids,51246-1998,IA,Sanford Health,,2018,Combination of counties and places,Lyon,N/A,"Rock Rapids, George, Little Rock, Lester, Alvord, Doon","Economic Well Being, Children and Youth Safety, Health Care Access, Wellness, Mental Health and substance abuse ","Obesity
Chronic Disease 
",https://www.sanfordhealth.org/-/media/org/files/about/community-health-needs-assessment/2018/rock-rapids-chna-report---pdf-version.pdf,https://www.sanfordhealth.org/-/media/org/files/about/community-health-needs-assessment/2018/rock-rapids-chna-report---pdf-version.pdf,N/A
6621210,Sanford Sheldon Medical Center,118 North Seventh Avenue,Sheldon,51201-1235,IA,Sanford Health,,2022,List of Counties,"O'Brien, Sioux",N/A,n/a,"Physical Activity and Nutrition 
Access to Affordable Health Care 
Access to Health Care Providers 
Mental Health
Environmental Health 
Long-Term Care 
Public Transportation 
Affordable Housing ","Access to Affordable Health Care , Access to healthcare providers",https://www.sanfordhealth.org/-/media/org/files/about/community-health-needs-assessment/2022/sheldon-chna-report-2022-2024.pdf,https://www.sanfordhealth.org/-/media/org/files/about/community-health-needs-assessment/2022/sheldon-chna-report-2022-2024.pdf,Community.Benefits.Sanford@SanfordHealth.org
6620414,Select Specialty Hospital-Des Moines,"1111 6th Avenue, 4th Floor Main",Des Moines,50314-2610,IA,Select Medical Corporation,Non-Profit,N/A unable to find,,,,,,,,,
6620006,Select Specialty Hospital-Quad Cities,1111 West Kimberly Road,Davenport,52806-5711,IA,Select Medical Corporation,Non-Profit,N/A unable to find,,,,,,,,,
6621220,Shenandoah Medical Center,300 Pershing Avenue,Shenandoah,51601-2355,IA,,Non-Profit,2022,List of Counties,Page ,N/A,N/A,"Mental Health IP/OP Services, Economic Development, Senior Health, Substance Abuse (Drug & Alcohol), Cancer Care, Dental Services Taking Medicaid, Affordable Housing, Chronic Disease Management, Obesity","Mental Health IP/OP Services, Economic Development, Senior Health, Substance Abuse (Drug & Alcohol), Cancer Care, Dental Services Taking Medicaid, Affordable Housing, Chronic Disease Management, Obesity",https://smchospital.com/community-health-needs-assessment/,https://smchospital.com/community-health-needs-assessment/,712-850-1212 Jessica Erdman 
6621245,Sioux Center Health,1101 9th Street SE,Sioux Center,51250,IA,Avera Health,Non-Profit,2022,Combination of counties and places,Sioux ,N/A,"Sioux Center, Hull","Mental Health, Social Determinates of Health – Ongoing Assessing and Addressing, Heart Disease – Prevention, Health Care Access","Mental Health, Social Determinates of Health – Ongoing Assessing and Addressing, Heart Disease – Prevention, Health Care Access",https://www.avera.org/app/files/public/19c76fec-ae18-4768-bf60-71d0cb2a39b5/2022-chna-sioux-center.pdf,https://www.avera.org/app/files/public/19c76fec-ae18-4768-bf60-71d0cb2a39b5/2022-chna-sioux-center.pdf,N/A
6621300,Spencer Hospital,"1200 First Avenue East, Suite 1",Spencer,51301-4342,IA,,Non-Profit,2016,List of Counties,Clay ,N/A,N/A,"Breast cancer mortality in women, colon & rectum cancer mortality, overweight & obesity in adults and children, hypertension in adults, adults who smoke, inadequate fruit/vegetable consumption in adults, chronic pain","Breast cancer mortality in women, colon & rectum cancer mortality, overweight & obesity in adults and children, hypertension in adults, adults who smoke, inadequate fruit/vegetable consumption in adults, chronic pain",https://idph.iowa.gov/Portals/1/userfiles/91/CHNA%26HIP/2016%20CHNA%26HIPs/Clay%20County%20CHNA%202-26-16.pdf,N/A,"crossiter@spencerhospital.org, cpaulsen@spencerhospital.org"
6620150,St. Anthony Regional Hospital,311 South Clark Street,Carroll,51401-3038,IA,,Non-Profit,2022,Combination of counties and zip codes,"Audubon, Calhoun, Carroll, Crawford, Greene, Sac","50076, 50025, 50117, 50042, 51543, 50223, 50588, 50575, 51449, 50538, 50551, 50579, 51453, 50563, 50586, 50058, 51436, 51401, 51455, 51443, 51430, 51440, 51444, 51463, 51451, 51459, 51442, 51441, 51461, 51439, 51448, 51454, 51528, 51465, 51467, 51520, 50107, 50050, 50235, 50064, 50129, 50217, 51462, 50026, 50029, 50128, 51020, 51431, 51060, 51034, 51572, 51558, 50540, 50561, 50583, 51053, 50567, 51433, 51450, 51466, 50535, 51458, 51527, 51531, 50543, 50544, 50518",N/A,"Mental health, cancer, obesity/live healthy, substance use","Mental health, cancer, obesity/live healthy, substance use",https://www.stanthonyhospital.org/webres/File/legal/8_1_22%20St_%20Anthony%20Exec%20Summary.pdf,N/A,N/A
6620865,Stewart Memorial Community Hospital,1301 West Main,Lake City,51449-1585,IA,UnityPoint Health,Non-Profit,2021,List of Counties,"Calhoun, Sac, Webster",N/A,N/A,"Improve access to quality health services and supports, health education and information resources, health living, health equity and social determinents of health","Improve access to quality health services and supports, health education and information resources, health living, health equity and social determinents of health",https://www.stewartmemorial.org/filesimages/Page%20Images/Calhoun%20County%20CHNA%20Report%202021.pdf,https://www.stewartmemorial.org/filesimages/Page%20Images/CCPH-SMCH%20CHNA%20HIP%202021.pdf,"jschmit@calhouncountyiowa.gov, alengeling@stewartmemorial.org"
6621000,Story County Medical Center,640 South 19th Street,Nevada,50201-2902,IA,UnityPoint Health,Non-Profit,2016,List of Counties,Story ,N/A,N/A,"Promote Healthy Living, Prevent Injuries & Violence, Protect Against Environmental Hazards, Protect Against Environmental Hazards, Prepare for, Respond to, & Recover from Public Health Emergencies, Strengthen the Health Infrastructure","Promote Healthy Living, Prevent Injuries & Violence, Protect Against Environmental Hazards, Protect Against Environmental Hazards, Prepare for, Respond to, & Recover from Public Health Emergencies, Strengthen the Health Infrastructure",https://www.idph.iowa.gov/Portals/1/userfiles/91/CHNA%26HIP/2016%20CHNA%26HIPs/Story%20County%20CHNA%202-26-16.pdf,N/A,briesek@mgmc.com
6621360,UnityPoint Health - Allen Hospital,1825 Logan Avenue,Waterloo,50703-1916,IA,UnityPoint Health,Non-Profit,2023,List of Counties,"Black Hawk, Bremer, Buchanan, Butler, Chickasaw, Fayette, Franklin, Grundy, Hardin, Tama",N/A,N/A,"Mental health access, Preventative services, Health education, Neighborhood wellness programs","Community Health, Personal Health, Children's Health, Mental Health, Adverse Childhood Experiences (ACES), Participant Profiles, COVID-19 Impact",https://www.unitypoint.org/waterloo/filesimages/About%20Us/CHNA/2023%20Community%20Health%20Needs%20Assessment%20-%20Allen%20Final.pdf,https://www.unitypoint.org/waterloo/filesimages/About%20Us/CHNA/CHNA-AllenHospital-Action-Plan-2020-2022.pdf,Ann.Horrigan2@unitypoint.org
6620490,UnityPoint Health - Finley Hospital,350 North Grandview Avenue,Dubuque,52001-6393,IA,UnityPoint Health,Non-Profit,2022,Combination of counties and places,Dubuque,N/A,City of Dubuque,"Healthy behaviors and lifestyles, Disease infection control, Healthcare access, Environmental health","Access to Healthcare, Obesity,  Brain Health",https://www.unitypoint.org/dubuque/filesimages/Community%20Health%20Needs%20Assessment%202022-2024.pdf,https://www.unitypoint.org/dubuque/filesimages/Community%20Health%20Needs%20Assessment%202022-2024.pdf,N/A
