ID,Healthcare_Name,Street_Address,City,Zipcode,State,Associated_Health_System,Non-Profit_Status,CHNA_Year,Service_Area_Type,Service_Area_Counties,Service_Area_Zip,Service_Area_Places,Health_Needs,Health_Priorities,CHNA_URL,Implementation_URL,Contact,,
6510230,Georgetown Community Hospital,1140 Lexington Road,Georgetown,40324-9362,KY,LifePoint Health,Non-Profit,2022,"Combination of counties, zip codes, and places","Fayette, Jessamine, Madison, Scott, Woodford, Franklin, Clark, Anderson, Bourbon, Mercer, Garrard, Estill, Boyle, Lincoln, Harrison, Boyle, Powell, Nicholas","40475, 40324, 40356, 40509, 40515, 40517, 40511, 40503, 40504, 40403, 40502, 40391, 40601, 40505, 40508, 40383, 40342, 40361, 40330, 40422, 40514, 41031, 40444, 40336, 40513, 40484, 40390, 40311, 40380, 40312, 40437, 40419, 40526, 40489, 40370, 40379, 40385, 40461, 40347, 40516, 41003, 40510, 40440, 40372, 40507, 40468, 40472, 40464, 40442, 40404, 40350, 40506, 40376","Richmond, Georgetown, Nicholasville, Lexington, Berea, Winchester, Frankfort, Versailles, Lawrenceburg, Paris, Harrodsburg, Danville, Cynthiana, Lancaster, Irvine, Stanford, Wilmore, Carlisle, Stanton, Clay City, Hustonville, Crab Orchard, Waynesburg, Sadieville, Stamping Ground, Waco, Paint Lick, Midway, Berry, Junction City, Salvisa, Perryville, Ravenna, Parksville, Kings Mountain, Moorefield, Slade","Cancer, diabetes, overweight/obesity, lung disease, high blood pressure, stroke, heart disease, joint/back pain, mental health issues, alcohol overuse, drug addiction","Substance abuse, cancer, cardiovascular disease",https://issuu.com/baptisthealthkentucky/docs/bhlex_2022-2024_community_health_needs_assessment_?fr=sYzgwMzE4MDAx,https://issuu.com/baptisthealthkentucky/docs/bhlex_2022-2024_community_health_needs_assessment_?fr=sYzgwMzE4MDAx,N/A,,
6510165,Hardin Memorial Health,913 North Dixie Avenue,Elizabethtown,42701-2503,KY,Baptist Health,Non-Profit,2022,"Combination of counties, zip codes, and places","Hardin, LaRue, Meade, Breckinridge, Grayson, Nelson, Hart, Bullitt, Green, Taylor","42701, 40160, 40175, 40108, 40121, 42748, 40162, 42724, 42757, 40117, 42784, 42776, 40142, 42732, 42740, 40177, 42716, 40104, 40155, 42764, 42788","Elizabethtown, Radcliff, Vine Grove, Brandenburg, Fort Knox, Hodgenville, Rineyville, Cecilia, Magnolia, Ekron, Upton, Sonora, Guston, Eastview, Glendale, West Point, Buffalo, Battletown, Muldraugh, Mount Sherman, White Mills","Smoking/vaping/lung cancer, obesity, mental health/substance abuse, access ","Smoking/vaping/lung cancer, obesity, mental health/substance abuse, access ",https://issuu.com/baptisthealthkentucky/docs/bhhar_2022-2024_community_health_needs_assessment_,https://issuu.com/baptisthealthkentucky/docs/bhhar_2022-2024_community_health_needs_assessment_,N/A,,
6510275,Harlan ARH Hospital,81 Ball Park Road,Harlan,40831-1792,KY,"Appalachian Regional Healthcare, Inc.",Non-Profit,2022,List of Counties,Harlan,N/A,N/A,"Housing, Transportation, Lack of Specialty Care, Economic Needs, Education","Drug Abuse/Substance Use Disorder, Educational Programs and Behavioral Health issues, Aging in place and other senior-oriented services, Obesity and healthy eating options",https://www.arh.org/wp-content/uploads/2022/07/Harlan-ARH-CHNA-2022.pdf,N/A,melody.nall@uky.edu ,,
6510130,Harrison Memorial Hospital,1210 KY Highway 36E,Cynthiana,41031-7498,KY,,Non-Profit,2021,"Combination of counties, zip codes, and places","Harrison, Pendleton, Robertson, Nicholas, Bouron, Scott, Braken","41031, 40311, 41040, 41064, 41003, 40361, 40324, 40370, 410004","Cynthiana, Carlisle, Falmouth, Mount Olivet, Berry, Paris, Georgetown, Sadieville, Brooksville","Diabetes, Mental Health and Wellness, lack of access to behavioral health, High Blood Pressure, Heart Disease, COPD, Substance abuse","Service, Coverage, and Information gaps in the healthcare delivery system, mental health services, need for an additional OB/GYN, need for a full time gastroenterologist, health and wellness initiatives to make the community more aware of how to live a healthy lifestyle, need for endocrinologist, need for additional podiatrist, availability and pricing of medicationas fro chronic conditions, healthy eating optins and food insecurity solutions, poor environment, lifestyle, choices, habits, and self medical follow up, reliable internet for the community, population lacks motivation and financial ability to prioritze health
Barriers to access to healthcare in the community - difficulty recruiting providers, the lack of transportation in the community, day of appointment availability, cost of care, doctors office hours of operations, fractures media environment in the community",https://www.harrisonmemhosp.com/sites/harrisonmemhosp.com/files/inline/files/Harrison%20Memorial%20CHNA%20-%202021_0.pdf,https://www.harrisonmemhosp.com/sites/harrisonmemhosp.com/files/inline/files/Harrison%20Memorial%20CHNA%20-%202021_0.pdf,msmith@hmhosp.org.,,
6510287,Hazard ARH Regional Medical Center,100 Medical Center Drive,Hazard,41701-9421,KY,"Appalachian Regional Healthcare, Inc.",Non-Profit,2022,List of Counties,"Hazard, Perry",N/A,N/A,"Mental health, Substance Use Disorder/Addiction, Healthy lifestyle education, Build and expand capacity of health consortium","Mental health, Substance Use Disorder/Addiction, Healthy lifestyle education, Build and expand capacity of health consortium",https://www.arh.org/wp-content/uploads/2022/07/Hazard-ARH-CHNA-2022.pdf,N/A,melody.nall@uky.edu ,,
6510245,HEALTHSOUTH Northern Kentucky Rehabilitation Hospital,201 Medical Village Drive,Edgewood,41017-3407,KY,Encompass Health Corporation,Non-Profit,N/A unable to find,,,,,,,,,,,
6510873,Highlands ARH Regional Medical Center,5000 Kentucky Route 321,Prestonsburg,41653-1273,KY,"Appalachian Regional Healthcare, Inc.",Non-Profit,2022,List of Counties,Floyd,N/A,N/A,"Obesity support related to food insecurity, physical inactivity, lack of knowledge on healthy foods, Addiction support, Mental health support, Increasing community, provider, and partner knowledge of services available, Increasing access to care","Obesity support related to food insecurity, physical inactivity, lack of knowledge on healthy foods, Addiction support, Mental health support, Increasing community, provider, and partner knowledge of services available, Increasing access to care",https://www.arh.org/wp-content/uploads/2022/07/Highlands-ARH-CHNA-2022.pdf,N/A,melody.nall@uky.edu,,
6510695,Jackson Purchase Medical Center,1099 Medical Center Circle,Mayfield,42066-1159,KY,LifePoint Health,Non-Profit,N/A unable to find,,,,,,,,,,,
6510255,Jane Todd Crawford Hospital,202-206 Milby Street,Greensburg,42743-1100,KY,,Non-Profit,2022,"Combination of counties, zip codes, and places",Green,"42743, 42782","Greensburg, Summersville","Obesity, Lack of mental health providers/mental health, Lack of health knowledge ","Obesity, Lack of mental health providers/mental health, Lack of health knowledge ",https://www.janetoddhospital.com/Content/Uploads/janetoddhospital.com/images/Jane%20Todd%20Crawford%20-%2006.30.2022%20CHNA.pdf,https://www.janetoddhospital.com/Content/Uploads/janetoddhospital.com/files/JT_Implementation%20Strategy_2023-25.pdf,N/A,,
6510330,Jennie Stuart Medical Center,320 West 18th Street,Hopkinsville,42240-1965,KY,QHR,Non-Profit,2022,"Combination of counties, zip codes, and places",Christan,"42215, 42236, 42266, 42217, 42240, 42223, 42254, 42232, 42262","Cerulean, Herndon, Pembroke, Crofton, Hopkinsville, Fort Campbell, La Fayette, Gracey, Oak Grove","Cancer, Mental Health, Diabetes, Drug/Substance Abuse, Heart Disease, Obesity, Education System, Access to childcare, Community Safety, Physical Inactivity ","Cancer, Mental Health, Diabetes, Drug/Substance Abuse, Heart Disease, Obesity, Education System, Access to childcare, Community Safety, Physical Inactivity ",https://www.jenniestuarthealth.org/document_viewer.asp?RecordID=38,https://www.jenniestuarthealth.org/document_viewer.asp?RecordID=38,N/A,,
6510510,Jewish Hospital,200 Abraham Flexner Way,Louisville,40202-1886,KY,CommonSpirit Health,Non-Profit,2022,List of Counties,Jefferson,N/A,N/A,"Tobacco and drug abuse, Transportantion, Connecting families to health and wellness, Housing, Obesity","Tobacco and drug abuse, Transportantion, Connecting families to health and wellness, Housing, Obesity ",https://uoflhealth.org/wp-content/uploads/2022/02/jewish-hospital-chna-2020-22.pdf,N/A,melody.nall@uky.edu ,,
6510920,Jewish Hospital-Shelbyville,727 Hospital Drive,Shelbyville,40065-1699,KY,CommonSpirit Health,Non-Profit,2020,List of Counties,Shelby,N/A,N/A,"Tobacco use, Pulmonary disease, Cardiac Program, Substance use, Health Insurance, ER facility, school hearing screening, wellness and education for women, bullying","Tobacco, alcohol and drug abuse, Access to care, Obesity",https://uoflhealth.org/wp-content/uploads/2022/05/jewish-hospital-shelbyville-chna-2020-22.pdf,https://uoflhealth.org/wp-content/uploads/2022/05/jewish-hospital-shelbyville-chna-2020-22.pdf,melody.nall@uky.edu ,,
6510006,Kentucky River Medical Center,540 Jett Drive,Jackson,41339-9622,KY,Quorum Health,For-Profit,N/A unable to find,,,,,,,,,,,
6510600,Kindred Hospital-Louisville,1313 Saint Anthony Place,Louisville,40204-1740,KY,Kindred Healthcare,For-Profit,N/A unable to find,,,,,,,,,,,
6510040,King's Daughters Medical Center,2201 Lexington Avenue,Ashland,41101-2874,KY,,Non-Profit,2022,List of Counties,"Boyd, Carter, Grrenup, Lawernce",N/A,N/A,Access to Health Servicesâ Cancerâ Chronic Health Conditionsâ Food Insecurityâ Heart Diseaseâ Lack Healthcare Providersâ Lack of Affordable Housingâ Lack of Healthy Nutritionâ Lack of Prenatal Careâ Mental Healthâ Obesityâ Physical Inactivityâ Povertyâ Preventive Careâ Smoking/Vapingâ Substance Abuseâ Teen Birthsâ Unintentional Injury,"Substance abuse/misuse, Obesity/diabetes, Cancer prevention, COPD (lung and breathing issues), Heart disease/High blood pressure",https://www.kingsdaughtershealth.com/documents/community/KDMC-2022-Community-Health-Needs-Assessment.pdf,https://www.kingsdaughtershealth.com/documents/community/KDMC-CHNA-Implementation-Plan-Oct-2022.pdf,N/A,,
6510940,Lake Cumberland Regional Hospital,305 Langdon Street,Somerset,42503-2750,KY,LifePoint Health,For-Profit,2022,List of Counties,"Adair, Casey, Clinton, Cumberland, Grewn, McCreary, Pulaski, Russell, Taylor, Wayne",N/A,N/A,"Obesity/Physical Inactivity, Substance Use, Tobacco Use","Obesity/Physical Inactivity, Substance Use, Tobacco Use",https://www.lakecumberlandhospital.com/sites/lakecumberland/assets/uploads/2022-communityassessmentaddendum-complete.pdf,N/A,N/A,,
6510470,Lexington Veterans Affairs Medical Center,1101 Veterans Drive,Lexington,40502-2235,KY,Department of Veterans Affairs,Non-Profit,N/A unable to find,,,,,,,,,,,
6510880,Lincoln Trail Behavioral Health System,3909 South Wilson Road,Radcliff,40160-8944,KY,"Universal Health Services, Inc.",Unable to Find,N/A unable to find,,,,,,,,,,,
6519070,Livingston Hospital and Healthcare Services,131 Hospital Drive,Salem,42078-8043,KY,,Non-Profit,2019,List of Counties,"Livingston, Crittenden, Caldwell, Lyon, Marshall, McCracken, Webster, Trigg",N/A,N/A,"Mental health problems, Obesity, Diabetes, High Blood Pressure, Vaping, Cancer â Lack of knowledge of available resources, Lack of knowledge on what Managed Care Organizations include, Transportation, Lack of availability of healthy, fresh foods, Substance Use Disorder, Lack of community awareness of mental health issues , Respiratory illness, Lack of family doctors","Mental Health, Obesity, Diabetes",https://lhhs.org/About-Us/Documents-About-Us/FINAL_LivingstonHospital_CHNA2019.pdf,https://lhhs.org/About-Us/Documents-About-Us/FINAL_LivingstonHospital_CHNA2019.pdf,melody.nall@uky.edu ,,
6510915,Logan Memorial Hospital,1625 South Nashville Road,Russellville,42276-8834,KY,LifePoint Health,For-Profit,N/A unable to find,,,,,,,,,,,
6510810,Lourdes Hospital,1530 Lone Oak Road,Paducah,42003-7900,KY,Mercy Health,Non-Profit,2020,List of Counties,"McCracken, Marshall, Graves, Ballard",N/A,N/A,"Cancer, Mental Health, Substance Use Disorder, Chronic Illnesses ","Cancer, Mental Health, Substance Use Disorder, Chronic Illnesses ",https://www.mercy.com/-/media/mercy/about-us/community-benefit/2019-lourdes-hospital-implementation-plan.ashx,https://www.mercy.com/-/media/mercy/about-us/community-benefit/2019-lourdes-hospital-implementation-plan.ashx,N/A,,
6510049,Marshall County Hospital,615 Old Symsonia Road,Benton,42025-5042,KY,Mercy Health,Non-Profit,2022,"Combination of counties, zip codes, and places",Marshall,"42025, 42029, 42044, 42048","Benton, Hardin, Calvert ","Tobacco Use, Diet & Exercise, Alcohol & Drug Use, Sexual Activity, Quality of Care, Access to Care, Education, Unemployment, Income, Family & Social Support, Community Safety, Air & Water Quality, Housing & Transit","Obesity/Diabetes/Food Access, Substance Misuse, Mental Health/Acceptance ",https://www.marshallcountyhospital.org/docs/1_Community_202225.pdf,N/A,N/A,,
6510350,Mary Breckinridge ARH Hospital,130 Kate Ireland Drive,Hyden,41749-9071,KY,"Appalachian Regional Healthcare, Inc.",Non-Profit,2022,List of Counties,Leslie,N/A,N/A,"Community vitality, Healthy lifestyles, Access to health care, Chronic diseases","Substance use disorder, Mental health, Access to health care, Transportation, Health education",https://www.arh.org/wp-content/uploads/2022/07/Mary-Breckinridge-ARH-CHNA-2022.pdf,N/A,melody.nall@uky.edu,,
6510712,McDowell ARH Hospital,Route 122,McDowell,41647,KY,"Appalachian Regional Healthcare, Inc.",Non-Profit,2022,List of Counties,Floyd ,N/A,N/A,"Unhealthy behaviors, Access to care, Chronic disease","Obesity support related to food insecurity, physical inactivity, and lack of knowledge on healthy foods; Addiction support (includes tobacco); Mental health support; Increasing community, provider, and partner knowledge of services available; Increasing access to care",https://www.arh.org/wp-content/uploads/2022/07/McDowell-ARH-CHNA-2022.pdf,N/A,N/A,,
6510710,Meadowview Regional Medical Center,989 Medical Park Drive,Maysville,41056-8750,KY,LifePoint Health,For-Profit,N/A unable to find,,,,,,,,,,,
6510007,Medical Center at Bowling Green,250 Park Street,Bowling Green,42101-1795,KY,Med Center Health,Non-Profit,2022,List of Counties,"Warren, Allen, Barren, Butler, Edmonson, Logan, Simpson",N/A,N/A,"Overweight/obesity, High blood pressure, Depression, Mental health, Dental problems/diabetes, Substance abuse, Poor diet/eating habits, Smoking/vaping, Alcohol misuse","Obesity/overweight, High blood pressure, Diabetes/prediabetes, Smoking/vaping",https://medcenterhealth.org/download/31340/,https://medcenterhealth.org/download/31340/,N/A,,
6510203,Medical Center at Franklin,1100 Brookhaven Road,Franklin,42134-2746,KY,Med Center Health,Non-Profit,2022,Combination of counties and places,"Franklin, Simpson, Warren, Logan, Allen, Barren, Butler, Pike, Todd, Edmonson, Metcalfe, Monroe",N/A,"Franklin, Gold City, Middleton, Prices Mill, Providence, Salmons, Rapids","Overweight/obesity, High blood pressure, Depression, Mental health, Diabetes, Dental Problems, Substance abuse, Poor diet/eating habits, Smoking/vaping, Alcohol misuse","Obesity/overwieght, High blood pressure, Diabetes/Prediabetes, Smoking/Vaping, Access to care",https://medcenterhealth.org/download/31347/,https://medcenterhealth.org/download/31347/,N/A,,
6510916,Medical Center at Scottsville,456 Burnley Road,Scottsville,42164-6355,KY,Med Center Health,Non-Profit,2022,List of Counties,"Allen, Barren, Butlery, Edmonson, Hart, Logan, Metcalfe, Monroe, Simpson, Warren",N/A,N/A,"Mental health, Access to care, Cardiovascular, Overweight/Obesity, Substance abuse, High blood pressure,  Alcohol misuse, depression, Smoking/Vaping, Poor Diet/ Eating Habits","Access to Care, Cardiovascular, Diabetes/Prediabetes ",https://medcenterhealth.org//wp-content/uploads/dlm_uploads/CHA-MCS-2022.pdf,https://medcenterhealth.org//wp-content/uploads/dlm_uploads/CHA-MCS-2022.pdf,N/A,,
6510355,Mercy Health - Marcum and Wallace,60 Mercy Court,Irvine,40336-1331,KY,Mercy Health,Non-Profit,2022,"Combination of counties, zip codes, and places","Estill, Lee, Powell, Owsley","40336, 41311, 40380, 41314, 40472, 40312",Irvine,"Food Security, Housing, Addressing Chronic Diseases, Medication Assistance, Access to care, Substance Use Disorder, Mental Health","Food Security, Addressing Chronic Diseases, Medication Assistance, Substance Use Disorder, Mental Health",https://www.mercy.com/about-us/mission/giving-back/community-health-needs-assessment,N/A,mlmills@mercy.com,,
6510320,Methodist Hospital,1305 North Elm Street,Henderson,42420-2775,KY,Deaconess,Non-Profit,2022,List of Counties,Henderson,N/A,N/A,"Health Equity and Access, Mental Health, Substance Abuse: Alcohol, Tobacco and Other Drugs, Obesity/Diabetes: Physical Activity ","Health Equity and Access, Mental Health, Substance Abuse: Alcohol, Tobacco and Other Drugs, Obesity/Diabetes: Physical Activity ",https://deaconess.com/About-Us/Documents-About-Us/1_(FINAL)-Henderson-County_2022-Community-Heal-(1),https://deaconess.com/About-Us/Documents-About-Us/1_(FINAL)-Henderson-County_2022-Community-Heal-(1),N/A,,
6510732,Methodist Hospital Union County,4604 Highway 60 West,Morganfield,42437-9570,KY,Deaconess,Non-Profit,2022,List of Counties,Union,N/A,N/A,"Access to Care, Mental Health, Senior Care, Substance Abuse/ Alcohol and Tobacco Use/ Vaping","Access to Care, Mental Health, Senior Care, Substance Abuse/ Alcohol and Tobacco Use/ Vaping",https://deaconess.com/About-Us/Documents-About-Us/1_(FINAL)-Union-County_2022-Community-Health-N-(1),https://deaconess.com/About-Us/Documents-About-Us/1_(FINAL)-Union-County_2022-Community-Health-N-(1),N/A,,
6510715,Middlesboro ARH Hospital,3600 West Cumberland Avenue,Middlesboro,40965-2614,KY,"Appalachian Regional Healthcare, Inc.",Non-Profit,2022,List of Counties,Bell,N/A,N/A,"Food Insecurity, Housing, Transportation, Economic Needs, Childcare","Specialty Care: Increasing access, Utilizing telehealth; Preventative Medicine: Increased screenings; Obesity, obesity related illnesses, and food access: Affordable healthy foods, nutrition education; Mental health: Increasing resources for all ages, decreasing long wait times, reducing the stigma, how mental health relates to substance use",https://www.arh.org/wp-content/uploads/2022/07/Middlesboro-ARH-CHNA-2022.pdf,N/A,melody.nall@uky.edu,,
6510947,Monroe County Medical Center,529 Capp Harlan Road,Tompkinsville,42167-1840,KY,,Non-Profit,2023,List of Counties,Monroe,N/A,N/A,"Access to Care, Housing, Social and Community Connections, Health Education, Transportation","Mental Health, Substance Use/Addiction, Nutrition education/food access, Increased health access, Diabetes ",https://www.mcmccares.com/docs/chna/2023/CHNA.pdf,N/A,melody.nall@uky.edu,,
6510960,Morgan County ARH Hospital,476 Liberty Road,West Liberty,41472-2049,KY,"Appalachian Regional Healthcare, Inc.",Non-Profit,2022,List of Counties,Morgan,N/A,N/A,"Housing, Transportation, Economic Needs","Mental health, Substance use disorder, Education, Physician recruitment and retention",https://www.arh.org/wp-content/uploads/2022/07/Morgan-ARH-CHNA-2022.pdf,N/A,melody.nall@uky.edu,,
6510750,Murray-Calloway County Hospital,803 Poplar Street,Murray,42071-2432,KY,,Non-Profit,2017,List of Counties,Calloway,N/A,N/A,"Obesity, substance abuse, cancer, alcohol abuse/excessive drinking, tobacco use/smoking, mental health, child abuse, teen pregnancy, diabetes, STDs","Encourage Physically Active Lifestyles, Encourage Healthy Nutrition Choices, Encourage Tobacco/Smoke Free Living, Reduce Substance Abuse",https://www.murrayhospital.org/wp-content/uploads/2019/08/CHA-CHIP-Document-February-2017-revision.pdf,https://www.murrayhospital.org/wp-content/uploads/2019/08/CHA-CHIP-Document-February-2017-revision.pdf,N/A,,
6510540,Norton Children's Hospital,231 East Chestnut Street,Louisville,40202-1821,KY,Norton Healthcare,Non-Profit,2019,Combination of counties and zip codes,"Washington, Scott, Jefferson, Clark, Floyd, Harrison, Meade, Hardin, Jefferson, Bullitt, Nelson, Spencer, Shelby, Oldham, Trimble, Henry, Crawford, Perry, Breckinridge, Grayson, Edmonson, Warren, Barren, Metcalfe, Larue, Green, Taylor, Adair, Marion, Washington, Anderson, Carroll","40059, 40207, 40206, 40202, 40203, 40204, 40208, 40217, 40205, 402 10, 40211, 40212, 40216, 40215, 40214, 40258, 40272, 40118, 40213, 40219, 40229, 40228, 40291, 40220, 40299, 40023, 40243, 40223, 40222, 40242, 40241",N/A,"Drug use, obesity, smoking/tobacco use, mental health, poor nutrition, uninsured/limited insurance, access to care, lack of primary care physicians/hours, lack of specialty care providers, coordinated care across the continuum","Drug use, obesity, smoking/tobacco use, mental health, poor nutrition, care coordination",https://nortonhealthcare.com/wp-content/uploads/2019-community-health-chna-report.pdf,https://nortonhealthcare.com/wp-content/uploads/2019-community-health-chna-report.pdf,kelly.pyzocha@nortonhealthcare.org,,
6510488,Norton Hospital,200 East Chestnut Street,Louisville,40202-1800,KY,Norton Healthcare,Non-Profit,2019,Combination of counties and zip codes,"Jefferson, Meade, Hardin, Bullitt, Nelson, Breckinridge, Grayson, Spencer, SHelby, Edmonson, Warren, Henry, Barren, Metcalfe, Adair, Green, Taylor, Marion, Washington, Anderson, Oldham, Timble","40059, 40207, 40206, 40202, 40203, 40204, 40208, 40217, 40205, 402 10, 40211, 40212, 40216, 40215, 40214, 40258, 40272, 40118, 40213, 40219, 40229, 40228, 40291, 40220, 40299, 40023, 40243, 40223, 40222, 40242, 40241",N/A,"Drug use, obesity, smoking/tobacco use, mental health, poor nutrition, uninsured/limited insurance, access to care, lack of primary care physicians/hours, lack of specialty care providers, coordinated care across the continuum","Drug use, obesity, smoking/tobacco use, mental health, poor nutrition, uninsured/limited insurance, access to care, lack of primary care physicians/hours, lack of specialty care providers, coordinated care across the continuum",https://nortonhealthcare.com/wp-content/uploads/2019-community-health-chna-report.pdf,https://nortonhealthcare.com/wp-content/uploads/2019-community-health-chna-report.pdf,kelly.pyzocha@nortonhealthcare.org,,
6510283,Ohio County Hospital,1211 Main Street,Hartford,42347-1619,KY,QHR,Non-Profit,2021,Combination of counties and places,Ohio,N/A,Green River District,"Mental health, Behavioral health, Substance abuse, Access to care, Obesity and physical activity, Maternal and child health","Mental health, Behavioral health, Substance abuse, Access to care, Obesity and physical activity, Maternal and child health",https://healthdepartment.org/wp-content/uploads/2016/06/Community-Health-Assessment-2021-udate.pdf,https://ochcares.com/files/galleries/Ohio_County_Healthcare_CHNAFinal_02_06_2020.pdf,N/A,,
6510042,Our Lady of Bellefonte Hospital,St Christopher Drive,Ashland,41101,KY,Bon Secours Mercy Health,Non-Profit,2019,List of Counties,"Boyd, Carter, Greenup, Lawrence",N/A,N/A,"Substance Use Disorder, Cancer, Obesity, Poverty, Mental Health","Substance Use Disorder, Cancer, Obesity, Poverty, Mental Health",https://www.bonsecours.com/-/media/bon-secours/about-us/chna/2019-olbh-chna-final.ashx,N/A,N/A,,
6510260,Owensboro Health Muhlenberg Community Hospital,440 Hopkinsville Street,Greenville,42345-1172,KY,Owensboro Health,Non-Profit,2021,Combination of counties and places,Muhlenberg,N/A,Muhlenberg,"mental health, substance use, culture of wellness/personal responsibility, housing and homelessness, obesity/overweight, access to care/making services available, transportation, children being raised by people other than parents, poverty","mental health (including suicide), substance use, culture of wellness/personal responsibility, housing and homelessness, obesity/overweight, access to care/making services available, transportation, children being raised by people other than parents, poverty",https://www.owensborohealth.org/sites/default/files/inline/d0/ohmch-community-health-needs-assessment-2021.pdf,https://www.owensborohealth.org/sites/default/files/inline/d0/ohmch-community-health-needs-assessment-2021.pdf,N/A,,
6510003,Owensboro Health Regional Hospital,1201 Pleasant Valley Road,Owensboro,42303,KY,Owensboro Health,Non-Profit,2021,List of Counties,Daviess,N/A,N/A,"Healthy behaviors, Obesity and obesity-related diseases â Mental health, Substance use, Tobacco use and smoking","Healthy behaviors, Obesity and obesity-related diseases â Mental health, Substance use, Tobacco use and smoking",https://www.owensborohealth.org/sites/default/files/inline/b3/final-owensboro-health-2019-chna.pdf,N/A,N/A,,
6510830,Paul B. Hall Regional Medical Center,625 James S. Trimble Boulevard,Paintsville,41240-0000,KY,Quorum Health,Non-Profit,N/A unable to find,,,,,,,,,,,
6510860,Pikeville Medical Center,911 Bypass Road,Pikeville,41501-1689,KY,,Non-Profit,2022,List of Counties,"Pike, Floyd, Letcher, Johnson, Magoffin, Knott, Perry, Martin, Harlan, Lawrence, Breathitt, Leslie, Morgan, Fayette, Scott, Wolfe, Clay, Madison, Jefferson, Boyd, Owsley, Rowan, Laurel, Menifee Clark, Montgomery, Bell, Pulaski, Lee, Whitley",N/A,N/A,"Heart disease, cancer-related illness, obesity, diabetes","Heart health, oncology services, economic stability, substance abuse, pediatric services, health/wellness and obesity, proximity and availability of services",https://www.pikevillehospital.org/demosite/wp-content/uploads/2022/09/Community-Health-Needs-Assessment-Book-2022-FINAL.pdf,https://www.pikevillehospital.org/demosite/wp-content/uploads/2022/09/Community-Health-Needs-Assessment-Book-2022-FINAL.pdf,webmaster@pikevillehospital.org,,
6510415,Ridge Behavioral Health System,3050 Rio Dosa Drive,Lexington,40509-1540,KY,"Universal Health Services, Inc.",For-Profit,N/A unable to find,,,,,,,,,,,
6510012,Rivendell Behavioral Health,1035 Porter Pike,Bowling Green,42103-9581,KY,"Universal Health Services, Inc.",For-Profit,N/A unable to find,,,,,,,,,,,
6510775,RiverValley Behavioral Health Hospital,1000 Industrial Drive,Owensboro,42301-8715,KY,,Non-Profit,2020,List of Counties,Daviess,N/A,N/A,"reduction in obesity, reduction in substance abuse, increase in heathy behaviors, access to care and mental health","reduction in obesity, reduction in substance abuse, increase in heathy behaviors, access to care and mental health",https://www.rvbh.com/wp-content/uploads/sites/2/2020/07/CHNA-2020.pdf,N/A,contest@rvbh.com,,
6510570,Robley Rex Veterans Affairs Medical Center,800 Zorn Avenue,Louisville,40206-1499,KY,Department of Veterans Affairs,Non-Profit,N/A unable to find,,,,,,,,,,,
6510745,Rockcastle Regional Hospital and Respiratory Care Center,145 Newcomb Avenue,Mount Vernon,40456-2728,KY,,Unable to Find,2019,List of Counties,Rockcastle,N/A,N/A,"cancer, education services, navigating the system, mental health/substance abuse, diabetes and obesity","cancer, education services/navigating the system, diabetes and obesity",https://www.rockcastleregional.org/assets/files/Page-Editor-Files/community-needs-assessment-2019.pdf,https://www.rockcastleregional.org/assets/files/Page-Editor-Files/2019_CHNA_strategies.pdf,N/A,,
6511000,Russell County Hospital,153 Dowell Road,Russell Springs,42642-4579,KY,,Unable to Find,2019,List of Counties,Russell,N/A,N/A,"Obesity, Health education, Physical Inactivity, Adult smoking, Tobacco Use, Transportation, Lack of primary care physicians","Obesity, Health education, Physical Inactivity, Adult smoking, Tobacco Use, Transportation, Lack of primary care physicians",https://www.russellcohospital.org/docs/Final_Russell_County_Hospital_CHNA.pdf,https://www.russellcohospital.org/docs/Final_Russell_County_Hospital_CHNA.pdf,tspaw@russellcohospital.com,,
6510740,Saint Joseph Mount Sterling,225 Falcon Drive,Mount Sterling,40353-1158,KY,CommonSpirit Health,Unable to Find,2022,List of Counties,Montgomery,N/A,N/A,"Substance abuse, Obesity, Teen health, Mental health, Behavioral health, Lack of transportation, Cancer"," Partnering to provide more information and services, Navigating the health care system, Substance abuse",https://www.chisaintjosephhealth.org/content/dam/stjoseph-ky/pdfs/chnas-and-implementation-strategies/saint-joseph-mount-sterling-chna2020-22.pdf,https://www.chisaintjosephhealth.org/content/dam/stjoseph-ky/pdfs/chnas-and-implementation-strategies/implementation-strategy-saint-joseph-mount-sterling-2020-2022.pdf,nevafrancis@catholichealth.net,,
6510016,Select Specialty Hospital-Lexington,"310 South Limestone Street, 3rd Floor",Lexington,40508-3008,KY,Select Medical Corporation,Unable to Find,N/A unable to find,,,,,,,,,,,
6510010,Select Specialty Hospital-Northern Kentucky,85 North Grand Avenue,Fort Thomas,41075-1793,KY,Select Medical Corporation,Unable to Find,N/A unable to find,,,,,,,,,,,
6510870,Southeastern Kentucky Medical Center,850 Riverview Avenue,Pineville,40977-1452,KY,,Unable to Find,N/A unable to find,,,,,,,,,,,
6510005,Southern Kentucky Rehabilitation Hospital,1300 Campbell Lane,Bowling Green,42104-4162,KY,Vibra Healthcare,Unable to Find,N/A unable to find,,,,,,,,,,,
6510400,Spring View Hospital,320 Loretto Road,Lebanon,40033-1300,KY,LifePoint Health,Unable to Find,N/A unable to find,,,,,,,,,,,
