ID,Healthcare_Name,Street_Address,City,Zipcode,State,Associated_Health_System,Funding_Type,,CHNA_Year,Service_Area_Type,Service_Area_Counties,Service_Area_Zip,Service_Area_Places,Health_Needs,Health_Priorities,CHNA_URL,Implementation_URL,Contact
6214765,Good Samaritan Regional Medical Center,255 Lafayette Avenue,Suffern,10901-4869,NY,WMCHealth,Non-Profit,Combination of counties and zip codes,2022,Combination,"Rockland, Orange","10901,10916, 10917, 10918, 10920, 10921,10923, 10924, 10925, 10926, 10927, 10928, 10930, 10931, 10940, 10941, 10950, 10952, 10954, 10956, 10960",N/A,"Mental health/behavioral health; Substance use prevention and treatment; Housing/homelessness; Access to care (medical and dental;, Poverty; Food insecurity; Chronic disease/obesity; Child abuse/neglect; Transportation; Diversity, equity and inclusion","Prevent Chronic Disease; Promote a Healthy and Safe Environment; Promote Healthy Women, Infants and Children; Promote Well-Being and Prevent Mental and Substance Use Disorders; Prevent Communicable Diseases",https://www.goodsamhosp.org/Uploads/Public/Documents/Good%20Samaritan/Healthy%20Communities%20ACO/2022-2024%20GSH%20CHNA%20Final%2011.1.22.pdf,N/A,N/A
6211720,Gouverneur Hospital,77 West Barney Street,Gouverneur,13642-1040,NY,St. Lawrence Health System,Non-Profit,,N/A unable to find,,,,,,,,,
6212815,Gracie Square Hospital,420 East 76th Street,New York,10021-3396,NY,NewYork-Presbyterian,For-Profit,List of Zip Codes,2019,List of Zip Codes,N/A,"10001, 10002, 10003, 10004, 10005, 10006, 10007, 10009, 10010, 10011, 10012, 10013, 10014, 10016, 10017, 10018, 10019, 10019, 10021, 10022, 10023, 10024, 10025, 10026, 10027, 10028, 10029, 10030, 10031, 10032, 10033, 10034, 10035, 10036, 10037, 10038, 10039, 10040, 10044, 10065, 10075, 10128, 10301, 10305, 10451, 10452, 10454, 10455, 10456, 10457, 10458, 10459, 10460, 10461, 10462, 10463, 10465, 10466, 10467, 10468, 10469, 10470, 10471, 10472, 10473, 10474, 10475, 10550, 10701, 10703, 10705, 10710, 11101, 11102, 11103, 11104, 11105, 11106, 11201, 11203, 11204, 11205, 11206, 11207, 11208, 11209, 11210, 11211, 11212, 11213, 11214, 11215, 11216, 11217, 11218, 11219, 11220, 11221, 11222, 11223, 11224, 11225, 11226, 11228, 11229, 11230, 11231, 11232, 11233, 11234, 11235, 11236, 11237, 11238, 11249, 11251, 11252, 11354, 11355, 11366, 11367, 11368, 11369, 11370, 11371, 11372, 11373, 11374, 11375, 11377, 11378, 11379, 11385, 11412, 11412, 11415, 11416, 11417, 11418, 11419, 11420, 11421, 11423, 11433, 11435, 11439, 11451",N/A,"Well-being and Behavioral Health; Communicable Disease/HIV; Chronic Disease/Obesity in Adults & Children; Healthy Women, Infant, Children","Mental Health & Substance Abuse, HIV, Chronic Disease & Obesity, Women's Health/Maternal Health",https://www.nygsh.org/doc/gsh-community-health-needs_2019-2021.pdf,https://www.nygsh.org/doc/gsh-community-service-implementation_2019-2021.pdf,community@nyp.org
6210350,Greater Binghamton Health Center,425 Robinson Street,Binghamton,13904-1755,NY,New York State Office of Mental Health,For-Profit,,N/A unable to find,,,,,,,,,
6210058,Grover M. Hermann Hospital,8881 Route 97,Callicoon,12723,NY,Garnet Health Medical Center,For-Profit,List of Counties,2022,Combination,Sullivan,N/A,N/A,"Access to Medical Services, Cancer, Community Safety, Heart Disease, High Blood Pressure, Inadequate Childcare, Lack of Affordable Housing, Lack of Healthy Nutrition, Lack of Preventative Care, Late or No Prenatal Care, Mental Health, Obesity, Poverty, Substance Abuse, Transportation, Unintentional Injuries","Access to Medical Services, Cancer, Community Safety, Heart Disease, High Blood Pressure, Inadequate Childcare, Lack of Affordable Housing, Lack of Healthy Nutrition, Lack of Preventative Care, Late or No Prenatal Care, Mental Health, Obesity, Poverty, Substance Abuse, Transportation, Unintentional Injuries",https://www.garnethealth.org/sites/default/files/2023-01/Garnet%20Health%20CHNA%20-%20Sullivan%20County%20Catskills%20FINAL%2011.18.22.pdf,https://www.garnethealth.org/sites/default/files/2023-01/Garnet%20Health%20CHNA%20-%20Sullivan%20County%20Catskills%20FINAL%2011.18.22.pdf,N/A
6211350,Guthrie Corning Hospital,One Guthrie Drive,Corning,14830-3696,NY,Guthrie Clinic,Non-Profit,List of Counties,2022,List of Counties,"Chemung, Livingston, Monroe, Ontario, Schuyler, Seneca, Steuben, Wayne, Yates",N/A,N/A,"Prevent Chronic Disease, Healthy Eating and Food Security, Promote Wellbeing and Prevent Mental Health and Substance Use Disorder, Mental and Substance Use Distorder Prevention","Prevent Chronic Disease; Promote Healthy Women, Infants, and Children; Promote Well-Being and Prevent Mental and Substance Use Disorders; Prevent Communicable Diseases",https://www.guthrie.org/sites/default/files/2022%20Corning%20Hospital%20Community%20Health%20Needs%20Assessment.pdf,https://www.guthrie.org/sites/default/files/Corning-%20Implementation%20Plan%202023.pdf,dsmith@steubencountyny.gov
6211370,Guthrie Cortland Regional Medical Center,134 Homer Avenue,Cortland,13045-1206,NY,,Non-Profit,List of Counties,2022,List of Counties,Cortland,N/A,N/A,"Mental Health and Substance Use Disorder Prevention, Prevent Tobacco Use, Vaccine Preventable Disease, Food Insecurity, Physical Inactivity, Indoor Environment, Lack of Chronic Preventive Care ","Prevent Chronic Disease; Promote Healthy Women, Infants, and Children; Promote Well-Being and Prevent Mental and Substance Use Disorders; Prevent Communicable Diseases",https://www.guthrie.org/sites/default/files/2022%20Guthrie%20Cortland%20Medical%20Center%20Community%20Health%20Needs%20Assessment.pdf,https://www.guthrie.org/sites/default/files/GCMC%20Implementation%20Plan%202023%20-%20Final.pdf,N/A
6212140,Health Alliance Hospital - Broadway Campus,396 Broadway,Kingston,12401-4692,NY,WMCHealth,Unable to Find,List of Counties,2022,List of Counties,Ulster,N/A,N/A,"Prevent Chronic Disease; Promote Well-Being and Prevent Mental and Substance Use Disorders; Promote a Healthy and Safe Enviornment; Promote Healthy Women, Infants, and Children; Prevent Communicable Diseases","Prevent Chronic Disease; Promote Healthy Women, Infants, and Children",https://www.hahv.org/Uploads/Public/Documents/HealthAlliance%20PDFs/Community%20Health/20221208_HEALTH%20ALLIANCE%20HOSPITAL_CHNA.pdf,N/A,michael.doyle@hahv.org
6212130,Health Alliance Hospital - Mary's Avenue Campus,105 Marys Avenue,Kingston,12401-5894,NY,WMCHealth,Non-Profit,Combination of counties and zip codes,2019,Combination,Ulster,"12401, 12402, 12404 , 12411, 12419, 12428, 12429, 12433, 12440, 12443, 12446, 12449, 12455, 12456, 12466, 12471, 12472, 12475, 12477, 12481, 12484, 12486, 12487, 12493, 12498, 12561",N/A,"Prevent Chronic Disease; Promote Healthy Women, Infants, and Children; Promote Well-Being and Prevent Mental and Substance Use Disorders","Prevent Chronic Disease; Promote Healthy Women, Infants, and Children; Promote Well-Being and Prevent Mental and Substance Use Disorders",https://www.margaretvillehosp.org/Uploads/Public/Documents/HealthAlliance%20PDFs/Community%20Health/HA%20CHNA%202019_2021.pdf,https://www.margaretvillehosp.org/Uploads/Public/Documents/HealthAlliance%20PDFs/Community%20Health/HA%20CHNA%202019_2021.pdf,N/A
6212130,Health Alliance Hospital - Mary's Avenue Campus,105 Marys Avenue,Kingston,12401-5894,NY,WMCHealth,Non-Profit,List of Counties,2022,List of Counties,Ulster,N/A,N/A,"Prevention of Diabetes and Prediabetes, Improvement of Maternal Health including a Reduction of Maternal Morality Rate","Prevent and Manage Diabetes and Pre-Diabetes, Improve Maternal Health Outcomes by Decrease Low Risk C-section Rate",https://www.hahv.org/Uploads/Public/Documents/HealthAlliance%20PDFs/Community%20Health/20221208_HEALTH%20ALLIANCE%20HOSPITAL_CHNA.pdf,N/A,Michael.Doyle@hahv.org
6215290,Helen Hayes Hospital,Route 9W,West Haverstraw,10993-1127,NY,,Public,,N/A unable to find,,,,,,,,,
6214240,Highland Hospital,1000 South Avenue,Rochester,14620-2733,NY,University of Rochester Medical Center,Non-Profit,Combination of counties and places,2022,Combination,Monroe,N/A,"Rochester, Western New York ,Finger Lakes Region","Improve Health Status and Reduce Health Disparities; Prevent Chronic Diseases; Promote a Healthy and Safe Environment; Promote Healthy Women, Infants, and Children; Promote Well-Being and Prevent Mental and Substance Use Disorders; Prevent Communicable Diseases",Promote Healthy Woman Infants and Children; Promote Well-Being and Prevent Mental and Substance Use Disorders,https://www.urmc.rochester.edu/MediaLibraries/URMCMedia/community/documents/2022-2024-Monroe-County-Community-Health-Needs-Assessment.pdf,N/A,N/A
6212900,Hospital for Special Surgery,535 East 70th Street,New York,10021-4898,NY,,Unable to Find,List of Places,2022,List of Places,N/A,N/A,"Manhattan, Bronx, Brooklyn, Queens, Staten Island, Hudson Valley, Northern and Central New Jersey, Connecticut, Long Island","Osteoarthritis, Stress, Stiffness, Fatigue, Chronic Pain, Lupus, Injury Prevention","Osteoarthritis, Stress, Stiffness, Fatigue, Chronic Pain, Lupus, Injury Prevention",https://www.hss.edu/files/2022-2024_HSS_CHNA_Report_and_Implementation_Plan.pdf,https://www.hss.edu/files/2022-2024_HSS_CHNA_Report_and_Implementation_Plan.pdf,community.ed@hss.edu 
6212900,Hospital for Special Surgery,535 East 70th Street,New York,10021-4898,NY,,Non-Profit,List of Places,2022,List of Places,N/A,N/A,"Manhattan, Bronx, Brooklyn, Queens, Staten Island, Hudson Valley, Northern and Central New Jersey, Connecticut, Long Island","Osteoarthritis, stress, stiffness, fatigue, chronic pain, lupus, injury prevention","Osteoarthritis, stress, stiffness, fatigue, chronic pain, lupus, injury prevention",https://www.hss.edu/files/2022-2024_HSS_CHNA_Report_and_Implementation_Plan.pdf,https://www.hss.edu/files/2022-2024_HSS_CHNA_Report_and_Implementation_Plan.pdf,community.ed@hss.edu
6211880,Huntington Hospital,270 Park Avenue,Huntington,11743-2799,NY,Northwell Health,For-Profit,List of Counties,2019,List of Counties,"Nassau, New York, Queens, Richmond, Suffolk, Westchester",N/A,N/A,"Mental health and substance use; Chronic disease especially in risk and diverse communities like CVD, obesity, cancer, diabetes; Women's wellness; Concern for a healthy safe environment like clean air and water; Access to healthcare; Changes in built environment such as housing and access to affordable food; Economic stability; Need for better health literacy; Better collaboration between healthcare and community-based organizations","Prevent Chronic Disease, Promote Well-Being and Prevent Mental and Substance Use Disorders",https://www.northwell.edu/sites/northwell.edu/files/2019-12/Northwell-Health-2019-CHNA-FINAL.pdf,https://www.northwell.edu/sites/northwell.edu/files/2020-08/Huntington-Hospital-Community-Service-Plan.pdf,efraser@northwell.edu
6210665,Interfaith Medical Center,1545 Atlantic Avenue,Brooklyn,11213-1122,NY,,Non-Profit,,N/A unable to find,,,,,,,,,
6210250,Ira Davenport Memorial Hospital,7571 State Route 54,Bath,14810-9590,NY,Arnot Health,Non-Profit,List of Counties,2016,List of Counties,"Chemung, Steuben",N/A,N/A,"Poverty Reduction, Health Kitchens, Worksite Farmer's Market, Physical Activity Programs, Rehabilitative Aserive Outreach, Community Health Outreach, Vascular Screening Program, School Wellness Committee, School Based Sick Care Clinic, Stroke Education, Diabetes Education and Support, Annual Diabetes Fair, Lviing Health Workshop Series Cancer Support and Education, Tobacco Cessation Resource Education Workshop","Cancer Prevention, Tobacco Prevention and Awareness Coalition",https://www.arnothealth.org/uploads/resources/612477_2016-update-to-community-health-improvement-plan-1.pdf,https://www.arnothealth.org/uploads/resources/612477_2016-update-to-community-health-improvement-plan-1.pdf,Phone: (607)-776-8500
6211980,Jamaica Hospital Medical Center,8900 Van Wyck Expressway,Jamaica,11418-2832,NY,MediSys Health Network,Non-Profit,List of Zip Codes,2019,List of Zip Codes,N/A,"11412, 11414, 11415, 11416, 11417, 11418, 11419, 11420, 11421, 11423, 11430, 11432, 11433, 11434, 11435, 11436, 11207, 11208",N/A,"Nutrition, Smoking, HIV, Vaccinations, Child Health, Adult Obesity, Physical Activity, Chronic Disease, Prenatal Care, Avoidable Hospitalizations, Premature Death, Mental Health, Preventive Care and Management",Prevent Chronic Disease; Promote a Healthy and Safe Environment; Promote Healthy Women Infants and Children; Promote Well-Being and Prevent Mental and Substance Use Disorders,https://jamaicahospital.org/docs/csp/JHMC%202019-2021%20three-year%20comprehensive%20CSP-Web%20Version.pdf,N/A,n/a
6213580,James J. Peters Veterans Affairs Medical Center,130 West Kingsbridge Road,Bronx,10468-3904,NY,Department of Veterans Affairs,Public,,N/A unable to find,,,,,,,,,
6214050,John T. Mather Memorial Hospital,75 North Country Road,Port Jefferson,11777-2190,NY,Northwell Health,Non-Profit,List of Places,2019,Other,N/A,N/A,"Brookhaven, Suffolk","Health eating and food security, Preventative care and management, Tobacco Prevention, Promote well-being, Mental and Substance user Disorders","Healthy Eating and Food Security; Tobacco Prevention; Physical Activity; Preventative Care and Management, Promote Well-Being and Prevent Mental and Substance Use Disorders; Maternal & Women's Health",https://www.northwell.edu/sites/northwell.edu/files/2023-04/Eastern-CSP-Mather.pdf,https://www.matherhospital.org/wp-content/uploads/2020/07/Mather-Hospital-Community-Service-Plan-2019-2021.pdf,matherhospital@northwell.edu
6215260,Jones Memorial Hospital,191 North Main Street,Wellsville,14895-1150,NY,University of Rochester Medical Center,Non-Profit,"Combination of counties, zip codes, and places",2022,Combination,Allegany,"14895, 14880, 14813, 14806, 14802, 14727, 14735, 14744, 14721, 14029","Wellsville, Scio, Belmont, Andover, Alfred, Cuba, Fillmore, Houghton, Ceres, Centerville","Prevent Chronic Disease; Promote a Healthy and Safe Environment; Promote Healthy Women, Infants, and Children; Promote Well-Being and Prevent Mental and Substance Use Disorders; Prevent Communicable Diseases","Prevent Chronic Disease; Promote a Healthy and Safe Environment; Promote Healthy Women, Infants, and Children; Promote Well-Being and Prevent Mental and Substance Use Disorders; Prevent Communicable Diseases",https://www.urmc.rochester.edu/MediaLibraries/URMCMedia/jones-memorial/about-us/images/2022-2024-Allegany-County-ACDOH-JMH-CMH-CHA-CHIP-CSP-DRAFT_1.pdf,https://www.urmc.rochester.edu/MediaLibraries/URMCMedia/jones-memorial/about-us/images/2022-2024-Allegany-County-ACDOH-JMH-CMH-CHA-CHIP-CSP-DRAFT_1.pdf,Brenda.mongszabo@urmc.rochester.edu
6211025,KALEIDA Health,100 High Street,Buffalo,14203-1154,NY,Kaleida Health,Non-Profit,"Combination of counties, zip codes, and places",2019,List of Zip Codes,Erie,"14201, 14207, 14208, 14209, 14210, 14211, 14212, 14213, 14215",Buffalo ,"High rates of cardiovascular disease and high incidence of risk factors including high blood pressure, diabetes, obesity and smoking; Increasing rise of opioid addiction and fatal overdoses; Poor outcomes in maternal and infant health, particularly among underserved populations","Prevent Chronic Disease; Promote Well-Being and Prevent Mental and Substance Use Disorders; Promote Healthy Women, Infants, and Children",https://drive.tiny.cloud/1/fma0ckgi8l71unwv372o9bkc28qzcn65s72m80cndsw3awok/e64bbe01-e7a4-48b5-b87f-c14a44e6cacc,https://drive.tiny.cloud/1/fma0ckgi8l71unwv372o9bkc28qzcn65s72m80cndsw3awok/e64bbe01-e7a4-48b5-b87f-c14a44e6cacc,Phone: (718) 613-4001
6215300,Keller Army Community Hospital,900 Washington Road,West Point,10996-1197,NY,"Department of the Army, Office of the Surgeon General",Public,,N/A unable to find,,,,,,,,,
6212105,Kenmore Mercy Hospital,2950 Elmwood Avenue,Kenmore,14217-1390,NY,Catholic Health System,Non-Profit,List of Counties,2019,List of Counties,Erie,N/A,N/A,"Physican Shortage, Cost, Gaps in Mental Health Reach, Care Coordination and Navigation, Cultural Competency, Nutrition, Transportation, Overuse of the Emergency Department, Obesity, Health literacy","Improve Health Literacy, Broaden Reach of Sisters Metabolic Center, Education Program for Opiod Alternatives, Healthy Eating and Food Security, Reducing Health Disparities, Improved Access to Care for Homeless Population, Depression Screening Program",https://www.chsbuffalo.org/sites/default/files/files/mission/KMH%20Community%20Health%20Improvement%20Plan%202019-2021.pdf,https://www.chsbuffalo.org/sites/default/files/files/mission/KMH%20Community%20Health%20Improvement%20Plan%202019-2021.pdf,N/A
6212105,Kenmore Mercy Hospital,2950 Elmwood Avenue,Buffalo,14217-1390,NY,Catholic Health System,Non-Profit,"Combination of counties, zip codes, and places",2022,Combination,Erie,"14150, 14075, 14221, 14224, 14220, 14226, 14225, 14223, 14127, 14214, 14215, 14086, 14216","Tonawonda, Hamburg, Williamsville, Cheektowaga, Harris Hill, Getzville, Woodstream Farms, West Seneca, East Seneca, Gardenville, Buffalo, Amherst, Snyder, Eggertsville, Pine Hill, Orchard Park, Webster Corners, Ellicott, Windom","Prevent Chronic Diseases; Promote Well-Being and Prevent Mental and Substance Use Disorders; Promote Healthy Women, Infants, and Children","Prevent Chronic Diseases; Promote Well-Being and Prevent Mental and Substance Use Disorders; Promote Healthy Women, Infants, and Children",https://www.chsbuffalo.org/sites/default/files/files/mission/kmh-community-health-improvement-plan-2022-2024.pdf,https://www.chsbuffalo.org/sites/default/files/files/mission/KMH%20Community%20Health%20Improvement%20Plan%202019-2021.pdf,Margaret.Barbalato@erie.gov
6210510,Kingsboro Psychiatric Center,681 Clarkson Avenue,Brooklyn,11203-2125,NY,New York State Office of Mental Health,Public,,N/A unable to find,,,,,,,,,
6210680,Kingsbrook Jewish Medical Center,585 Schenectady Avenue,Brooklyn,11203-1891,NY,One Brooklyn Health,Non-Profit,"Combination of counties, zip codes, and places",2016,List of Zip Codes,Kings,"11203, 11212,11213 ,11236,11225,11226,11207,11208,11233","East Flatbush, Brownsville, Crown Heights, Canarsie","Prevention of chronic disease, Prevention of infectious disease/HIV ",N/A,https://www.kingsbrook.org/documents/Community-Implementation/2016-FULL-CSP-CHNA.pdf,N/A,N/A
6210511,Kirby Forensic Psychiatric Center,102 Rivers Edge Rd,New York,10035-6000,NY,New York State Office of Mental Health,Public,,N/A unable to find,,,,,,,,,
6212990,Lenox Hill Hospital,100 East 77th Street,New York,10075-1850,NY,Northwell Health,Non-Profit,List of Counties,2019,List of Counties,New York,N/A,N/A,"Prevent chronic disease, promote well-being and prevent mental and substance use disorders","Mental health and substance abuse, chronic disease in at risk and diverse communities, obesity, health literacy and language barriers, low income and employment opportunities, limited transportation, access to healthcare, food deserts, environmental hazards, lack of affordable housing, need for quality education and better college opportunities, lack of community healthcare services funding",https://www.northwell.edu/sites/northwell.edu/files/2020-02/NEW-YORK-CHNA.pdf,https://www.northwell.edu/sites/northwell.edu/files/2019-12/Northwell-NYSDOH-2019-chip-workplan.pdf,efraser@northwell.edu 
6212990,Lenox Hill Hospital,100 East 77th Street,100 East 77th Street,10075-1850,NY,Northwell Health,Non-Profit,List of Counties,2022,List of Counties,"Nassau, Queens, New York, Richmond",N/A,N/A,"Promote well-being and prevent Mental and Substance-Use Disorders; Prevent Chronic Diseases; Promote Healthy, Women, Infants and Children","Promote well-being and prevent Mental and Substance-Use Disorders; Prevent Chronic Diseases; Promote Healthy, Women, Infants and Children",https://www.northwell.edu/sites/northwell.edu/files/2023-04/System-Report-2022-2024.pdf,https://www.northwell.edu/sites/northwell.edu/files/2022-12/northwell-health-2022-2024-CHNA-CHIP-CSP-NYSDOH-implementation-plan.pdf,N/A
6212320,Lewis County General Hospital,7785 North State Street,Lowville,13367-1297,NY,,Non-Profit,,N/A unable to find,,,,,,,,,
6212230,Little Falls Hospital,140 Burwell Street,Little Falls,13365-1725,NY,Bassett Healthcare Network,Non-Profit,,N/A unable to find,,,,,,,,,
6213923,Long Island Community Hospital,101 Hospital Road,Patchogue,11772-4897,NY,,Non-Profit,Combination of counties and places,2019,Combination, Suffolk,N/A,"Babylon, Huntington, Islip, Smithtown, Brookhaven, Southampton, Riverhead, East Hampton, Shelter Island, Southold, Eastern forks of Long Island","Promote Well-being and Prevent Mental and Substance Use Disorders ,Promote a Healthy and Safe Environment, Prevent Chronic Diseases, Prevent Communicable Diseases, Prevent Communicable Diseases","Prevent Chronic Disease, Promote Well-Being and Prevent Mental and Substance Use Disorders",https://licommunityhospital.org/wp-content/uploads/2020/01/2019-2021-SC-CHA-CHIP-LI-Community-Hospital-Narrative.pdf,N/A,N/A
6213923,Long Islnad Community Hospital,101 Hospital Road,Patchogue,11722-4897,NY,,Non-Profit,"Combination of counties, zip codes, and places",2022,Combination,Suffolk,"11705, 11713, 11715, 11719, 11934, 11772, 11741, 11742, 11950, 11951, 11763, 11955, 11772, 11782, 11967, 11980, 11716, 11727, 11940, 11941, 11738, 11751, 11949, 11953, 11769, 11961, 11779, 11784, 11796","Bayport, Bellport, Blue Point, Brookhaven, Center Moriches, Davis Park, Holbrook, Holtsville, Mastic, Mastic Beach, Medford, Moriches, Patchogue, Sayville, Shirley, Yaphank, Bohemia, Coram, East Moriches, Eastport, Farmingville, Middle Island, Oakdale, Ridge, Ronkonkoma, Selden, West Sayville, Wyandanch, Central Islip, Brentwood, Riverhead, Bay Shore, Copiague, Mastic, Mastic Beach, Bellport, Amityville, Calverton, Patchogue, Shirley, Greenport, Lindenhurst, West Babylong, Ridge","Mental Health, Excercise, Diet, Opioid Use, Personal Health","Prevent Chronic Disease, Promote Well-Being and Prevent Mental and Substance Use Disorders ",https://licommunityhospital.org/wp-content/uploads/2022/12/LI-Comm-Hospital-CHNA-Narrative-FINAL.pdf,N/A,N/A
6211680,Long Island Jewish Medical Center,270-05 76th Avenue,New Hyde Park,11040-1496,NY,Northwell Health,Non-Profit,FALSE,2022,Other,N/A,N/A,N/A,"Disruptions in care for chronic conditions,Worsening mental health and substance use disorders, A greater need for women and children's care","Preventing chronic disease; promoting wellbeing and preventing mental health and substance use disorders; promotion of healthy women, infants and children",https://www.northwell.edu/sites/northwell.edu/files/2023-04/System-Report-2022-2024.pdf,https://www.northwell.edu/sites/northwell.edu/files/2022-12/northwell-health-2022-2024-CHNA-CHIP-CSP-NYSDOH-implementation-plan.pdf,N/A
6210747,Maimonides Medical Center,4802 Tenth Avenue,Brooklyn,11219-2916,NY,,Non-Profit,Combination of zip codes and places,2019,Combination,N/A,"11204, 11209, 11214, 11218, 11219, 11220, 11223, 11224, 11226, 11228, 11229, 11230, 11232, 11234, 11235","Bay Ridge, Bath Beach, Bensonhurst, Bergen Beach, Borough Park, Brighton Beach, Canarsie, Coney Island, Ditmas Park, Dyker Heights, Flatbush, Flatlands, Fort Hamilton, Georgetown, Gerritsen Beach, Gravesend, Homecrest, Kensington, Kings Highway, Manhattan Beach, Manhattan Terrace, Mapleton, Marine Park, Midwood, Mill Basin, Ocean Parkway, Plumb Beach, Prospect Park South, Sea Gate, Sheepshead Bay, Sunset Park, West Brighton, Windsor Terrace, Bay Ridge & Dyker Heights, Bensonhurst, Borough Park, Coney Island, Flatbush & Midwood, Flatlands & Canarsie, Sheepshead Bay, Sunset Park","Chronic disease prevention, screening, and management; Vaccination and infectious disease management; Maternal and infant health; Opioid and substance use treatment; Health and wellbeing among the elderly","Prevent chronic diseases; Promote healthy women, infants, and children; Promote well-being and prevent mental and substance use disorders; Prevent communicable diseases",https://maimo.org/wp-content/uploads/2020/09/2019-Maimonides-CHNA-CSP-Workplan-Submission.pdf,https://maimo.org/wp-content/uploads/2020/09/2019-Maimonides-CHNA-CSP-Workplan-Submission.pdf,jvigorito@maimonidesmed.org
6210747,Maimonides Medical Center,4802 Tenth Avenue,Brooklyn,11219-2916,NY,,Non-Profit,Combination of zip codes and places,2022,Combination,N/A,"11204, 11209, 11214, 11218, 11219, 11220, 11223, 11224, 11226, 11228, 11229, 11230, 11232, 11234, 11235,11230,11214 ,11235,11223,11236,11210,11203,11212,11225 ","Bay Ridge, Bath Beach, Bensonhurst, Bergen Beach, Borough Park, Brighton Beach, Canarsie, Coney Island, Ditmas Park, Dyker Heights, Flatbush, Flatlands, Fort Hamilton, Georgetown, Gerritsen Beach, Gravesend, Homecrest, Kensington, Kings Highway, Manhattan Beach, Manhattan Terrace, Mapleton, Marine Park, Midwood, Mill Basin, Ocean Parkway, Plumb Beach, Prospect Park South, Sea Gate, Sheepshead Bay, Sunset Park, West Brighton, Windsor Terrace, Bay Bridge & Dyker Heights, Bensonhurst, Borough Park, Coney Island, Flatbush & Midwood, Flatlands & Canarsie, Sheepshead Bay, Sunset Park","Cancer,Mental health/depression,Women’s and maternal health care,Substance use disorder/drug addiction including alcohol,Heart disease ,High blood pressure,Adolescent and child health ","Prevent chronic diseases; Promote a healthy and safe environment; Promote healthy women, infants, and children; Promote well-being and prevent mental and substance use disorders; Prevent communicable diseases",https://maimo.org/wp-content/uploads/2023/01/Maimonides-Health-CHNA-CSP-Workplan-2022.pdf,https://maimo.org/wp-content/uploads/2023/01/Maimonides-Health-CHNA-CSP-Workplan-2022.pdf,"Micheal Schwarz: MiSchwarz@maimonidesmed.org, 718-283-6823"
6212760,Manhattan Psychiatric Center-Ward's Island,600 East 125th Street,New York,10035-6000,NY,New York State Office of Mental Health,Public,,N/A unable to find,,,,,,,,,
6212370,Margaretville Hospital,42084 State Highway 28,Margaretville,12455-2820,NY,WMCHealth,Non-Profit,Combination of counties and places,2019,Combination,Delaware,N/A,"Margaretville, Arkville, Andes, Fleischmanns, Roxbury, Halcott Center, Halcottsville, New Kingston",N/A,"Prevent Chronic Disease, Promote Mental Health and Prevent Substance Abuse",https://www.hahv.org/Uploads/Public/Documents/HealthAlliance%20PDFs/Community%20Health/MH%20CSP_CHNA%202019_2021.pdf,N/A,N/A
6212370,Margaretville Memorial Hospital ,42084 NY-28,Margaretville,12455,NY,Westchester Medical Center Health Network (WMCHealth),Non-Profit,Combination of counties and places,2022,Combination,Delaware,N/A,"Margaretville, Arkville, Andes, Fleischmanns, Roxbury, Halcott Center, Halcottsville, New Kingston","Prevention of chronic diseases, mental health, and substance use disorders; Promotion of well-being","Prevent Chronic Disease, Promote Well-Being and Prevent Mental Health & Substance Use Disorders",https://www.margaretvillehosp.org/Uploads/Public/Documents/HealthAlliance%20PDFs/Community%20Health/20221103_Margaretville%20HOSPITAL_CHNA_FINAL.pdf,https://www.hahv.org/Uploads/Public/Documents/HealthAlliance%20PDFs/Community%20Health/Margaretville-Hospital-CSP.pdf ,Edward.Mcnamara@wmchealth.org
6212380,Massena Memorial Hospital,One Hospital Drive,Massena,13662-1097,NY,,Non-Profit,List of Counties,2022,List of Counties,St. Lawrence ,N/A,N/A,"Improve Health Status and Reduce Health Disparities; Prevent Chronic Diseases; Promote a Healthy and Safe Environment; Promote Healthy Women, Infants, and Children; Promote Well-Being and Prevent Mental and Substance Use Disorders; Prevent Communicable Diseases","Prevent Chronic Diseases; Promote a Healthy and Safe Environment; Promote Healthy Women, Infants and Children; Promote Well Being and Prevent Mental and Substance Use Disorders; Prevent Communicable Diseases",https://www.stlawrencehealthsystem.org/-/media/slh/files/community-health-assessment-2022.pdf,https://www.stlawrencehealthsystem.org/-/media/slh/files/community-health-assessment-2022.pdf,N/A
6212380,Massena Memorial Hospital,One Hospital Drive,Massena,13662,NY,St. Lawrence Health,Non-Profit,List of Counties,2022,List of Counties,St. Lawrence ,N/A,N/A,"Improve Health Status and Reduce Health Disparities; Prevent Chronic Diseases; Promote a Healthy and Safe Environment; Promote Healthy Women, Infants, and Children; Promote Well-Being and Prevent Mental and Substance Use Disorders; Prevent Communicable Diseases","Prevent Chronic Diseases; Promote a Healthy and Safe Environment; Promote Healthy Women, Infants and Children; Promote Well Being and Prevent Mental and Substance Use Disorders; Prevent Communicable Diseases",https://www.stlawrencehealthsystem.org/-/media/slh/files/community-health-assessment-2022.pdf,https://www.stlawrencehealthsystem.org/-/media/slh/files/community-health-assessment-2022.pdf,N/A
6212390,Medina Memorial Hospital,200 Ohio Street,Medina,14103-1095,NY,,Non-Profit,List of Counties,2022,List of Counties,"Genessee, Orleans, Wyoming",N/A,N/A,N/A,"Prevent Chronic Disease, Promote Well-Being and Prevent Mental and Substance Use Disorders, Disparity",https://orleanscommunityhealth.org/wp-content/uploads/2023/05/GOW_GeneseeOrleansWyomingCounties_2022_2024_CHA_FINAL.pdf,N/A,N/A 
