ID,Healthcare_Name,Street_Address,City,Zipcode,State,Associated_Health_System,Non-Profit_Status,CHNA_Year,Service_Area_Type,Service_Area_Counties,Service_Area_Zip,Service_Area_Places,Health_Needs,Health_Priorities,CHNA_URL,Implementation_URL,Contact,,
6910810,PeaceHealth United General Medical Center,2000 Hospital Drive,Sedro-Woolley,98284-4327,WA,PeaceHealth,Non-Profit,2022,Combination of counties and places,Skagit,N/A,"Sedro-Woolley, Burlington","Hunger, housing, unemployment, education, childcare, behavioral health","Covid-19, housing, behavioral health, social isolation",https://www.peacehealth.org/sites/default/files/2022-04/21-ADMIN-260521-Northwest%20Network-Graphics-sup_United%20General%20%282%29.pdf,N/A,N/A,,
6910492,Prosser Memorial Health,723 Memorial Street,Prosser,99350-1524,WA,,Unable to Find,2022,List of Places,N/A,N/A,"Benton City, Connell, Kahlotus, Kennewick, Mesa, Pasco, Prosser, Richland, West Richland","Improve Access to Health Care, reduce obesity, improve the mental/behavioral health system ","Improve Access to Health Care, reduce obesity, improve the mental/behavioral health system ",https://www.providence.org/-/media/project/psjh/providence/socal/files/about/community-benefit/reports/pchandpsph_swwa_2020chna.pdf?la=en&rev=df96d25cb1db463296534bfe53ae1fed&hash=2C244717D79B80EEA2BC3EA0D6FE65E4,N/A,N/A,,
6910125,Providence Centralia Hospital,914 S Scheuber RD,Centralia,98531-9027,WA,Providence St. Joseph Health,Unable to Find,2020,"Combination of counties, zip codes, and places","Lewis , Thurston","98522, 98530, 98531, 98532, 98533, 98538, 98539, 98542, 98540, 98544, 98503, 98509, 98556, 98570, 98572, 98576, 98579, 98582, 98585, 98589, 98591, 98593, 98597, 98336, 98355, 98356, 98564, 98565, 98361, 98377, 98696","Adna,  Bucoda, Centralia, Chehalis, Cinebar, Curtis, Doty,  East Olympia,  Ethel, Galvin,  Glenoma,  Lacey,  Littlerock, Mineral, Morton, Mossyrock, Napavine, Olympia, Onalaska, Packwood, Pe Ell, Rainer, Randle, Rochester, Salkum, Silvercreek, Tenino, Toledo,  Tumwater, Wader, Winlock, Yelm","HOMELESSNESS/LACK OF SAFE AND AFFORDABLE HOUSING, BEHAVIORAL HEALTH (INCLUDES MENTAL HEALTH AND SUBSTANCE USE), ACCESS TO HEALTH CARE","HOMELESSNESS/LACK OF SAFE AND AFFORDABLE HOUSING, BEHAVIORAL HEALTH (INCLUDES MENTAL HEALTH AND SUBSTANCE USE), ACCESS TO HEALTH CARE",https://www.providence.org/-/media/project/psjh/providence/socal/files/about/community-benefit/reports/pchandpsph_swwa_2020chna.pdf?la=en&rev=df96d25cb1db463296534bfe53ae1fed&hash=2C244717D79B80EEA2BC3EA0D6FE65E4,https://www.providence.org/-/media/project/psjh/providence/socal/files/about/community-benefit/reports/2021-23-chip-wa-centralia.pdf?la=en&rev=81a2bf11638e4f339a02e6d31fb131b6&hash=642BB60923058A0F2AED3DA7DC08E025,N/A,,
6910894,Providence Holy Family Hospital,5633 North Lidgerwood Street,Spokane,99208-1224,WA,Providence St. Joseph Health,Unable to Find,2021,List of Counties,Spokane ,N/A,N/A,"Access to health care, poor mental health, domestic violence and child abuse, high housing cost/homelessness","Access to health care, poor mental health, domestic violence, and child abuse, high housing cost/homelessness. ",https://www.providence.org/-/media/project/psjh/providence/socal/files/about/community-benefit/pdfs/2021_chna_wa_spokane.pdf?la=en&rev=5bec7403ae3445ceb7fc2d451b5a193f&hash=90ADCCB11FA9324770DCCFFF568F16D9,https://www.providence.org/-/media/project/psjh/providence/socal/files/about/community-benefit/pdfs/2022-2024chipspokaneholyfamilyhospital.pdf?la=en&rev=2ffec29590ce4fffacfc4f5a78a95967&hash=45BA8BCD7116591CEA50C358B266D3F6,N/A,,
6910200,Providence Mount Carmel Hospital,982 East Columbia Avenue,Colville,99114-3352,WA,Providence St. Joseph Health,Non-Profit,2019,Combination of counties and places,Steven,N/A,Colville,"Support for youth and families, Continuing care for the aging population, Increase access to care","Support for youth and families, Continuing care for the aging population, Increase access to care",https://www.providence.org/-/media/Project/psjh/providence/socal/Files/about/community-benefit/pdfs/mtcarmel2019chna.pdf,https://www.providence.org/-/media/project/psjh/providence/socal/files/about/community-benefit/pdfs/20202022provmountcarmelchip.pdf,Sara.Clements-Sampson@Providence.org,,
6910004,Providence Regional Medical Center Everett,1321 Colby Avenue,Everett,98201-1665,WA,Providence St. Joseph Health,Non-Profit,2019,"Combination of counties, zip codes, and places","Snohomish, Skagit, Whatcom, Island, San Juan","98223, 98011, 98021, 98034, 98041, 98036, 98241, 98020, 98026, 98201, 98204, 98207, 98213, 98275, 98203, 98206, 98208, 98272, 98290, 98251, 98252, 98256, 98258, 98036, 98037, 98046, 98259, 98270, 98271, 98012, 98082, 98272, 98043, 98275, 98290, 98292, 98294, 98020","Arlington, Bothell, Brier, Darrington, Edmonds, Everett, Gold Bar, Granite Falls, Index, Lake Stevens, Lynnwood, Marysville, Mill Creek, Monroe, Mountlake Terrace, Mukilteo, Snohomish, Stanwood, Sultan, Woodway","Access to mental health care, Opioid use disorder, Housing, homelessness, Access to primary care ","Access to mental health care, Opioid use disorder, Housing, homelessness, Access to primary care ",https://www.providence.org/-/media/Project/psjh/providence/socal/Files/about/community-benefit/pdfs/everett2019chna.pdf,https://www.providence.org/-/media/project/psjh/providence/socal/files/about/community-benefit/reports/2020-22-chip---providence-regional-medical-center-everett.pdf,deanne.okazaki@providence.org,,
6910980,Providence Sacred Heart Medical Center & Children's Hospital,101 West Eighth Avenue,Spokane,99204-2364,WA,Providence St. Joseph Health,Non-Profit,2021,List of Counties,Spokane,n/a,N/A,"high housing cost burden, homelessness, racism, discrimination, domestic violence, poor mental health in adults","High housing cost burden, homelessness, Domestic violence and child abuse, Poor mental health, Access to health services",https://www.providence.org/-/media/project/psjh/providence/socal/files/about/community-benefit/pdfs/2021_chna_wa_spokane.pdf?la=en&rev=5bec7403ae3445ceb7fc2d451b5a193f&hash=90ADCCB11FA9324770DCCFFF568F16D9,n/a,Sara.clements-sampson@providence.org,,
6910160,Providence St. Joseph's Hospital,500 East Webster Street,Chewelah,99109-9523,WA,Providence St. Joseph Health,Non-Profit,2022,List of Counties,Stevens,N/A,N/A,"Mental Health, Access, Substance Use/Misuse, Economic Security, Housing Instability","Mental Health, Access, Substance Use/Misuse, Economic Security, Housing Instability",https://www.providence.org/-/media/project/psjh/providence/socal/files/about/community-benefit/pdfs/2022/2022chnaprovidencestjosephshospital.pdf?la=en&rev=5990cd1048b34398a9baf8277a8fa82d&hash=B14EBE61A4F421330BD20FDE02B5A2B1,https://www.providence.org/-/media/project/psjh/providence/socal/files/about/community-benefit/pdfs/2022/20232025chipprovidencestjosephshospital.pdf?la=en&rev=d84efc1aa2924350ac7cc569f1637461&hash=F424A8E98FA64048C69311D452EA7131,"Angela.Wolle@providence.org",,
6911170,Providence St. Mary Medical Center,401 W Poplar Street,Walla Walla,99362-2846,WA,Providence St. Joseph Health,Non-Profit,2021,List of Counties,"Walla Walla, Columbia, Umatilla",n/a,n/a,"Behavioral Health Challenges and Access to Care, Access to Health Care Services, Homelessness/Lack of Safe Affordable Housing","Behavioral Health Challenges and Access to Care, Access to Health Care Services, Homelessness/Lack of Safe Affordable Housing",https://www.providence.org/-/media/project/psjh/providence/socal/files/about/community-benefit/pdfs/2021chnawallawalla-stmarymedicalcenter.pdf?la=en&rev=5572a5cab2aa4d249d60b7d2b3460f6e&hash=602D116518B7B1FC7E99A654309EC8B4,N/A,CHI@providence.org,,
6910450,Providence St. Peter Hospital,413 Lilly Road NE,Olympia,98506-5166,WA,Providence St. Joseph Health,Non-Profit,2020,List of Counties,"Thurston, Lewis",n/a,n/a,"Homelessness/Lack of Safe Affordable Housing, Behavioral Health (Includes Mental Health and Substance Abuse), Access to Healthcare,  Unemployment and Lack of Living Wage Jobs, Food Insecurity, Access to Oral Healthcare",N/A,https://www.providence.org/-/media/project/psjh/providence/socal/files/about/community-benefit/reports/pchandpsph_swwa_2020chna.pdf?la=en&rev=df96d25cb1db463296534bfe53ae1fed&hash=2C244717D79B80EEA2BC3EA0D6FE65E4,https://www.providence.org/-/media/project/psjh/providence/socal/files/about/community-benefit/reports/2021-23-chip-wa-stpeter.pdf?la=en&rev=3fa6e08173324dedb3a5e195df60518e&hash=DAC82BC69D64CA05C840E68302B909E3,"Angela.Wolle@providence.org",,
6910495,Pullman Regional Hospital,835 SE Bishop Boulevard,Pullman,99163-5512,WA,,Public,2019,"Combination of counties, zip codes, and places",Whitman ,"99163, 99111, 99161, 99128, 99102, 99170, 99039, 99158, 83855, 83843","Pullman, Colfax, Palouse, Garfield, Albion, Rosalia, Tekoa, Oakesdale, Potlatch, Moscow","Mental health, Substance abuse, Access to care, Chronic diseases and Obesity","Improving access to mental health services, Reducing substance abuse and its consequences, Enhancing access to primary care and specialty care, Preventing and managing chronic diseases, Promoting healthy weight and nutrition",https://www.pullmanregional.org/about/needs,https://www.pullmanregional.org/hubfs/Pullman-Spring%202021.pdf,administration@pullmanregional.org,,
6910508,Quincy Valley Medical Center,908 10th Avenue SW,Quincy,98848-1376,WA,,Public,2016,"Combination of counties, zip codes, and places",Grant,"98848, 98824, 98823, 99357, 98849, 98850, 98832"," Quincy, George, Crescent Bar, Trinidad, Sunland Estates, Winchester","Access to care, Mental health, Substance abuse, Chronic diseases and Obesity","Ensure continued access to primary care and emergrncy servicesImproving access to primary care and specialty care, Enhancing mental health and substance abuse services, Preventing and managing chronic diseases, Promoting healthy weight and nutrition, Increasing physical activity and reducing sedentary behavior",https://quincyhospital.org/about/needs,https://quincyhospital.org/images/Pdfs/CHNA/CHNA_2019.pdf,N/A,,
6910008,Regional Hospital for Respiratory and Complex Care,16251 Sylvester Road SW,Burien,98166-3017,WA,CommonSpirit Health,Non-Profit,N/A unable to find,,,,,,,,,,,
6910403,Samaritan Healthcare,801 East Wheeler Road,Moses Lake,98837-1899,WA,,Non-Profit,2019,FALSE,N/A,N/A,N/A,"Access to health care, Behavioral health, Injuries,  Obesity, Cancer","Access to health care, Behavioral health, Injuries,  Obesity, Cancer",N/A,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&ved=2ahUKEwjBi6uzsuD5AhU-gmoFHUSOAysQFnoECBkQAQ&url=https%3A%2F%2Fwww.multicare.org%2Fwp-content%2Fuploads%2F2021%2F05%2F2019-Good-Samaritan-CHNA-Implementation-Strategy.pdf&usg=AOvVaw1qHwbRiHx85kD8zidoyiWk,N/A,,
6910710,Schick Shadel Hospital,12101 Ambaum Boulevard SW,Seattle,98146-2651,WA,,Non-Profit,N/A unable to find,,,,,,,,,,,
6910011,Seattle Cancer Care Alliance,825 Eastlake Avenue East,Seattle,98109-4405,WA,,Non-Profit,2022,List of Counties,"King, Snohomish, Pierce",N/A,N/A,"access to care, health equity, trust and relationship building, policy and systems change, culturally appropriate care services","culturally and linguistically appropriate outreach, cancer prevention and screening, access to care, Indigenous health",https://www.seattlecca.org/sites/default/files/basic-files/SCCA%202022%20Community%20Health%20Needs%20Assessment.pdf,N/A,N/A,,
6910560,Seattle Children's Hospital,4800 Sand Point Way NE,Seattle,98105-3901,WA,,Unable to Find,2022,List of Counties,King,N/A,N/A,"Access to health care, mental health and substance abuse, maternal and child health, physical activity, nutrition and weight, violence and injury","Access to health care, mental health and substance abuse, maternal and child health, physical activity, nutrition and weight, violence and injury",https://kingcounty.gov/depts/health/data/community-health-indicators/~/media/depts/health/data/documents/2021-2022-Joint-CHNA-Report.ashx,N/A,N/A,,
6911000,Shriners Hospitals for Children-Spokane,911 West Fifth Avenue,Spokane,99204-2901,WA,Shriners Hospitals for Children,Unable to Find,2022,List of Counties,Spokane,N/A,N/A,"Opioid Crisis, Pediatric pain management","Opioid Crisis, Pediatric pain management",https://www.shrinerschildrens.org/en/community-health-needs,N/A,N/A,,
6910420,Skagit Regional Health,1415 East Kincaid,Mount Vernon,98274-4126,WA,Skagit Regional Health,Unable to Find,N/A unable to find,,,,,,,,,,,
6911230,Skyline Hospital,211 Skyline Drive,White Salmon,98672-1918,WA,,Non-Profit,2022,List of Counties,"Skamania, Klickitat",N/A,N/A,"Homelessness and Housing Instability, Behavioral health challenges and access to care, Economic insecurity","Access to health care services, Food insecurity, Obesity and chronic conditions",https://myskylinehealth.org/wp-content/uploads/2022/11/Columbia-Gorge-CHNA-2022-Final-Report.pdf,https://myskylinehealth.org/wp-content/uploads/2022/11/Columbia-Gorge-CHNA-2022-Final-Report.pdf,N/A,,
6910635,Snoqualmie Valley Hospital District,9801 Frontier Avenue SE,Snoqualmie,98065-9577,WA,,Public,2022,"Combination of counties, zip codes, and places",King,"98045, 98065, 98014, 98024, 98050","North Bend, Snoqualmie, Carnation, Fall City, Preston","Reduce risk factors affecting health, Increase preventive care screenings and vaccinations, Reduce the burden of chronic conditions, Reduce rates of death from cancer and diabetes","Reduce risk factors affecting health, Increase preventive care screenings and vaccinations, Reduce the burden of chronic conditions, Reduce rates of death from cancer and diabetes",https://snoqualmiehospital.org/wp-content/uploads/Snoqualmie-Valley-Hospital-CHNA-2022-Final.pdf,https://snoqualmiehospital.org/wp-content/uploads/Snoqualmie-Valley-Hospital-CHNA-2022-Final.pdf,N/A,,
6910014,St. Anthony Hospital,11567 Canterwood Boulevard NW,Gig Harbor,98332-5812,WA,CommonSpirit Health,Non-Profit,2022,Combination of counties and places,Pierce,n/a,Gig Harbor,"Access to Care, Chronic Disease, Behavioral Health, Violence Prevention","Access to Care, Chronic Disease, Behavioral Health, Violence Prevention",https://www.vmfh.org/content/dam/vmfhorg/pdf/legacy-chi/website-files/about-us/community-health-needs-assessment/SAH-Implementation-Strategy-2022.pdf,https://www.vmfh.org/content/dam/vmfhorg/pdf/legacy-chi/website-files/about-us/community-health-needs-assessment/SAH-Implementation-Strategy-2022.pdf,VMFHCommunityHealth@vmfh.org,,
6911027,St. Clare Hospital,11315 Bridgeport Way SW,Lakewood,98499-3004,WA,CommonSpirit Health,Non-Profit,2022,List of Counties,Pierce,N/A,N/A,"Access to care; behavioral health; obesity, nutrition, and physical activity; violence and injury prevention","Behavioral health, access to care (maternal child health,), chronic disease, violence prevention",https://www.vmfh.org/content/dam/vmfhorg/pdf/legacy-chi/website-files/about-us/chna/21-22_SCH_CHNA_Final2.pdf,https://www.vmfh.org/content/dam/vmfhorg/pdf/legacy-chi/website-files/about-us/community-health-needs-assessment/SCH-Implementation-Strategy-2022.pdf,VMFHCommunityHealth@vmfh.org,,
6910273,St. Elizabeth Hospital,1455 Battersby Avenue,Enumclaw,98022-3634,WA,CommonSpirit Health,Non-Profit,2022,List of Counties,King,N/A,N/A,"Housing access and quality, Access to healthcare and other services, Support for youth and families, Community growth and development","Access to Care, Chronic Disease, Behaviorial Health, Violence Prevention",https://www.vmfh.org/content/dam/vmfhorg/pdf/legacy-chi/website-files/about-us/chna/21-22_SEH_CHNA_Final.pdf,https://www.vmfh.org/content/dam/vmfhorg/pdf/legacy-chi/website-files/about-us/community-health-needs-assessment/SEH-Implementation-Strategy-2022.pdf,VMFHCommunityHealth@vmfh.org,,
6918055,St. Francis Hospital,34515 Ninth Avenue South,Federal Way,98003-6799,WA,CommonSpirit Health,Non-Profit,2022,List of Counties,King,N/A,N/A,"Housing access and quality, Access to healthcare and other services, Support for youth and families, Community growth and development","Access to Care, Chronic Disease, Behaviorial Health, Violence Prevention",https://www.vmfh.org/content/dam/vmfhorg/pdf/legacy-chi/website-files/about-us/chna/21-22_SFH_CHNA_Final.pdf,https://www.vmfh.org/content/dam/vmfhorg/pdf/legacy-chi/website-files/about-us/community-health-needs-assessment/SFH-Implementation-Strategy-2022.pdf,VMFHCommunityHealth@vmfh.org,,
6911060,St. Joseph Medical Center,1717 South 'J' Street,Tacoma,98405-3004,WA,CommonSpirit Health,Non-Profit,2022,Combination of counties and zip codes,Pierce,98405,N/A,"Access to care; behavioral health; obesity, nutrition, and physical activity; maternal child health; violence and injury prevention","Abdominal aortic aneurysm repair, Aortic valve surgery, Chronic obstructive pulmonary disease (COPD), Colon cancer surgery, Heart bypass surgery, Heart failure, Hip replacement, Knee replacement, Lung cancer surgery, Transcatheter aortic valve replacement (TAVR), Urology",https://www.vmfh.org/content/dam/vmfhorg/pdf/legacy-chi/website-files/about-us/chna/21-22_SJMC_CHNA_Final2.pdf,https://www.vmfh.org/content/dam/vmfhorg/pdf/legacy-chi/website-files/about-us/community-health-needs-assessment/SJMCImplementationStrategy2019.10.25.pdf,DouglasBaxter@chifranciscan.org,,
6910990,St. Luke's Rehabilitation Institute,711 South Cowley Street,Spokane,99202-1388,WA,Providence St. Joseph Health,Non-Profit,2020,Combination of counties and zip codes,Spokane,99202,N/A,"Economic Vitality, Education, Environment, Healthy People, Housing & Transportation, Public Safety ","Providing comprehensive inpatient and outpatient rehabilitation programs; Offering specialized programs for cardiac rehabilitation, pulmonary rehabilitation, lymphedema management, vestibular rehabilitation, driver rehabilitation and adaptive sports; Utilizing innovative technology and equipment to enhance patient recovery and independence; Collaborating with community partners and organizations to promote health education, prevention and wellness, Participating in research and clinical trials to advance the field of rehabilitation medicine",https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&ved=2ahUKEwiZpZPqj_r5AhVSnWoFHWFfC0sQFnoECBYQAQ&url=https%3A%2F%2Fwww.providence.org%2F-%2Fmedia%2FProject%2Fpsjh%2Fprovidence%2Fsocal%2FFiles%2Fabout%2Fcommunity-benefit%2Fpdfs%2F2018chnaandchipstlukes.pdf&usg=AOvVaw2LcFL4WLwtHo9D3fApc3Ba,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&ved=2ahUKEwiZpZPqj_r5AhVSnWoFHWFfC0sQFnoECBYQAQ&url=https%3A%2F%2Fwww.providence.org%2F-%2Fmedia%2FProject%2Fpsjh%2Fprovidence%2Fsocal%2FFiles%2Fabout%2Fcommunity-benefit%2Fpdfs%2F2018chnaandchipstlukes.pdf&usg=AOvVaw2LcFL4WLwtHo9D3fApc3Ba,N/A,,
6911200,State Penitentiary Hospital,1313 North 13th Street,Walla Walla,99362-8817,WA,N/A,Public,2017,Combination of counties and zip codes,Walla Walla,99362,N/A,"Mental Health, Integrated Mental Health and Substance Abuse Care, Healthy Lifestyles, Family Living-Wage Jobs ","Providing comprehensive inpatient and outpatient rehabilitation programs; Offering specialized programs for cardiac rehabilitation, pulmonary rehabilitation, lymphedema management, vestibular rehabilitation, driver rehabilitation and adaptive sports; Utilizing innovative technology and equipment to enhance patient recovery and independence; Collaborating with community partners and organizations to promote health education, prevention and wellness, Participating in research and clinical trials to advance the field of rehabilitation medicine",https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&ved=2ahUKEwjc5oSjkfr5AhWqkGoFHVLcDqUQFnoECAMQAQ&url=https%3A%2F%2Ffiles4.1.revize.com%2Fwallawalla%2Fdocument_center%2FHealth%2FAssessment%2F2014-2017%2520CHIP.3.pdf&usg=AOvVaw1z_NFPIHXk9CjQAijYrf45,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&ved=2ahUKEwjc5oSjkfr5AhWqkGoFHVLcDqUQFnoECAMQAQ&url=https%3A%2F%2Ffiles4.1.revize.com%2Fwallawalla%2Fdocument_center%2FHealth%2FAssessment%2F2014-2017%2520CHIP.3.pdf&usg=AOvVaw1z_NFPIHXk9CjQAijYrf45,N/A,,
6910375,Summit Pacific Medical Center,600 East Main Street,Elma,98541-9560,WA,,Unable to Find,N/A unable to find,,,,,,,,,,,
6910680,Swedish Medical Center-Cherry Hill Campus,500 17th Avenue,Seattle,98122-5711,WA,Swedish Health Services,Unable to Find,N/A unable to find,,,,,,,,,,,
6910006,Swedish Medical Center-First Hill,747 Broadway,Seattle,98122-4307,WA,Swedish Health Services,Unable to Find,N/A unable to find,,,,,,,,,,,
6910807,Swedish/Edmonds,21601 76th Avenue West,Edmonds,98026-7506,WA,Swedish Health Services,Unable to Find,2021,List of Zip Codes,N/A,"98020, 98026",N/A,"Behavioral health, Homelessness and housing instability,  Racism and discrimination, Access to health care, Dental care, Affordable childcare and preschools, Food insecurity,  Economic insecurity ","Behavioral health challenges, Access to health care,  Racism and discrimination, Housing instability and homelessness ",https://www.swedish.org/about/overview/mission-outreach/community-health-investment/community-needs-assessment,https://www.swedish.org/~/media/Files/Providence%20Swedish/PDFs/Mission/2021EdmondsCHNA.pdf,Kelly.Guy@Providence.org,,
6919096,Swedish/Issaquah,751 NE Blakely Drive,Issaquah,98029-6201,WA,Swedish Health Services,Unable to Find,2021,List of Counties,King,N/A,N/A,"Behavioral health challenges, Access to health care, Racism and discrimination, Housing instability and homelessness","Behavioral health, access to health care, racism and discrimination, housing instability and homelessness",https://www.swedish.org/~/media/Files/Providence%20Swedish/PDFs/Mission/2021ExecutiveSummaryCHNA.pdf,https://www.swedish.org/~/media/Files/Providence%20Swedish/PDFs/Mission/2022/Swedish-Issaquah-2022-2024-CHIP.pdf,N/A,,
6910123,Three Rivers Hospital,507 Hospital Way,Brewster,98812-0577,WA,Confluence Health,Public,2022,List of Counties,"Chelan, Douglas, Grant, Okanogan",N/A,N/A,"Access to Behavioral Health, Access to Healthcare Services, Affordable Housing, Chronic Disease, Diet/Nutrition, Education, Employment, Substance Use, Teen Pregnancy, Transportation, Mental Health, Activity & Weight, Diabetes, Heart Disease & Stroke, Cancer, Infant Health & Family Planning, Potentially Disabling Conditions","Access to Behavioral Health, Substance Use, Education, Chronic Disease, Affordable Housing, Access to Care",https://threerivershospital.net/wp-content/uploads/2023/01/2022-PRC-CHNA-Report-Confluence-HealthTRH-copy-1.pdf,N/A,N/A,,
6910165,Tri-State Memorial Hospital,1221 Highland Avenue,Clarkston,99403-2829,WA,TriState Health,Non-Profit,2023,"Combination of counties, zip codes, and places","Asotin, Nez Perce","99403, 99402, 83501",Clarkston,"Access to behavioral health, Education, Access to housing,food, transportation, childcare, healthcare, technology, Income","Access to quality education, living-wage jobs, quality clinical care, nutritious foods, green spaces, secure and affordable housing",https://tristatehospital.org/wp-content/uploads/2022/12/TriState-CHNA-2023-2025.pdf,N/A,N/A,,
6910325,Trios Health,900 South Auburn Street,Kennewick,99336-5621,WA,LifePoint Health,Public,2019,Combination of counties and places,"Benton, Franklin",N/A,"Benton, Connel, Kahlotus, Mesa, Basco, Prosser, Richland, West Richland","Behavioral health challenges, access and cost of health care, social determinants of health","Behavioral health, homelessness, affordable housing, access to health care",https://www.trioshealth.org/sites/trios/assets/uploads/2019%20CHNA%20with%20Appendix%20Marketing.pdf,N/A,N/A,,
6910750,University of Washington Medical Center,1959 NE Pacific Street,Seattle,98195-6151,WA,UW Medicine,Non-Profit,2019,"Combination of counties, zip codes, and places","King, Snohomish","98021, 98012, 90820, 98026, 98028, 98030, 98036, 98037, 98087, 98043, 98107, 98117, 98177, 98103, 98133, 98155, 98115, 98125, 98105","Bothell, Mill Creek, Edmonds, Kenmore, Lynnwood, Mountlake Terrace, Seattle","Access to health care, cancer, heart disease and stroke, HIV/AIDS, sexually transmitted infections, housing and homelessness, mental health, preventative practices, substance abuse and misuse","Housing and homelessness, mental health, substance abuse and misuse, access to health care",https://www.uwmedicine.org/sites/stevie/files/2020-03/2019-NWH%20-CHNA.pdf,N/A,N/A,,
6910610,UW Medicine/Harborview Medical Center,325 Ninth Avenue,Seattle,98104-2499,WA,UW Medicine,Public,2021,List of Counties,King,N/A,N/A,"Mental health & substance use disorders, Access to healthcare, Chronic disease management - specifically obesity, cancer, diabetes, heart disease, hypertension, Food insecurity","Mental health & substance use disorders, Access to healthcare, Chronic disease management - specifically obesity, cancer, diabetes, heart disease, hypertension, Food insecurity",https://kingcounty.gov/depts/health/data/community-health-indicators/~/media/depts/health/data/documents/2021-2022-Joint-CHNA-Report.ashx,https://kingcounty.gov/depts/health/data/community-health-indicators/~/media/depts/health/data/documents/2021-2022-Joint-CHNA-Report.ashx,N/A,,
6910669,UW Medicine/Northwest Hospital & Medical Center,1550 North 115th Street,Seattle,98133-8401,WA,UW Medicine,Public,2021,List of Zip Codes,N/A,"98021, 98012, 90820, 98026, 98028, 98030, 98036, 98037, 98087, 98043, 98107, 98117, 98177, 98103, 98133, 98155, 98115, 98125, 98105",N/A,"Mental health & substance use disorders, Access to healthcare, Chronic disease management - specifically obesity, cancer, diabetes, heart disease, hypertension, Food insecurity","Mental health & substance use disorders, Access to healthcare, Chronic disease management - specifically obesity, cancer, diabetes, heart disease, hypertension, Food insecurity",https://kingcounty.gov/depts/health/data/community-health-indicators/~/media/depts/health/data/documents/2021-2022-Joint-CHNA-Report.ashx,https://kingcounty.gov/depts/health/data/community-health-indicators/~/media/depts/health/data/documents/2021-2022-Joint-CHNA-Report.ashx,N/A,,
6910520,UW Medicine/Valley Medical Center,400 South 43rd Street,Renton,98055-5714,WA,UW Medicine,Public,2020,"Combination of counties, zip codes, and places",King,"98001, 98002, 98092, 98006, 98010, 98030, 98031, 98032, 98042, 98038, 98051, 98055, 98056, 98057, 98058, 98059, 98188, 98168, 98178","Auburn, Bellevue, Black Diamond, Kent, Maple Valley, Renton, Seattle","Access to healthcare, Chronic disease management, Disease prevention, Economic insecurity, Food insecurity, Housing and homelessness, Loneliness/isolation, Mental health, Physical or sexual abuse, Sexually transmitted infections, Substance use and misuse, Weight management/obesity","Access to healthcare, Chronic disease management, Disease prevention, Economic insecurity, Food insecurity, Housing and homelessness, Loneliness/isolation, Mental health, Physical or sexual abuse, Sexually transmitted infections, Substance use and misuse, Weight management/obesity",https://www.valleymed.org/contentassets/cf70f1af3c524342a451d4e7374df0f0/1.-valley-medical-center-2020-chna-report_final_5-14-2020.pdf,https://www.valleymed.org/contentassets/cf70f1af3c524342a451d4e7374df0f0/1.-valley-medical-center-2020-chna-report_final_5-14-2020.pdf,N/A,,
6910007,Veterans Affairs Puget Sound Health Care System,1660 South Columbian Way,Seattle,98108-1597,WA,Department of Veterans Affairs,Public,N/A unable to find,,,,,,,,,,,
6910780,Virginia Mason Medical Center,1100 Ninth Avenue,Seattle,98101-2756,WA,Virginia Mason Health System,Non-Profit,2022,List of Counties,King,N/A,N/A,"Mental health and substance use disorders, Access to health care, Chronic disease management, Food insecurity","Mental health and substance use disorders, Access to health care, Chronic disease management, Food insecurity",https://www.vmfh.org/content/dam/vmfhorg/pdf/legacy-vm/workfiles/21-22_VMMC_CHNA_Final.pdf,https://www.vmfh.org/content/dam/vmfhorg/pdf/legacy-vm/workfiles/vmmc_implementationstrategy_2022.pdf,VMFHcommunityhealth@vmfh.org,,
6911260,Virginia Mason Memorial,2811 Tieton Drive,Yakima,98902-3761,WA,Virginia Mason Health System,Non-Profit,2019,List of Counties,"Yakima, Kittitas, Klickitat",N/A,N/A,Access to Health Care; Health Equity; Chronic Disease Prevention & Management; Mental Health; Health Behaviors â Physical Inactivity & Nutrition; Adverse Childhood Experiences; Social and Economic Determinants of Health; Safety and Crime; Homelessness; Substance Abuse,Access to Health Care; Health Equity; Mental Health,https://res.cloudinary.com/dpmykpsih/image/upload/yakima-memorial-site-396/media/325cb81970384bfdbfefd9fe49e9cbb7/community-hna-2019.pdf,https://res.cloudinary.com/dpmykpsih/image/upload/yakima-memorial-site-396/media/623ac71fd2304833847bcc9352f06d95/community-hna-2020.pdf,N/A,,
6910310,Western State Hospital,9601 Steilacom Boulevard SW,Tacoma,98498-7213,WA,,Unable to Find,N/A unable to find,,,,,,,,,,,
6910211,WhidbeyHealth,101 North Main Street,Coupeville,98239-3413,WA,,Unable to Find,N/A unable to find,,,,,,,,,,,
