ID,Healthcare_Name,Street_Address,City,Zipcode,State,Associated_Health_System,Non-Profit_Status,CHNA_Year,Service_Area_Type,Service_Area_Counties,Service_Area_Zip,Service_Area_Places,Health_Needs,Health_Priorities,CHNA_URL,Implementation_URL,Contact
6381140,John D. Archbold Memorial Hospital,915 Gordon Avenue,Thomasville,31792-6614,GA,Archbold Medical Center,Non-Profit,2022,List of Counties,Thomas,N/A,N/A,"Access to care, Cancer, Cardiovascular Disease, Diabetes, Kidney Disease, Adult Obesity, Respiratory Disease, Stroke","Access to care, Cancer, Cardiovascular Disease, Diabetes, Kidney Disease, Adult Obesity, Respiratory Disease, Stroke",https://archbold.org/uploads/files/99/ff/99ffb12b40b96fc4eab73bd628121fc6.pdf,https://archbold.org/uploads/files/99/ff/99ffb12b40b96fc4eab73bd628121fc6.pdf,tbennett@archbold.org
6380036,Kindred Hospital Rome,304 Turner McCall Boulevard,Rome,30165-5621,GA,Kindred Healthcare,For-Profit,N/A unable to find,,,,,,,,,
6380508,Lakeview Behavioral Health,1 Technology Parkway South,Norcross,30092-2928,GA,"Acadia Healthcare Company, Inc.",Unable to find,N/A unable to find,,,,,,,,,
6380252,Landmark Hospital of Athens,775 Sunset Drive,Athens,30606-2211,GA,Landmark Hospitals,For-Profit,N/A unable to find,,,,,,,,,
6380498,Landmark Hospital of Savannah,800 East 68th Street,Savannah,31405-4710,GA,Landmark Hospitals,For-Profit,N/A unable to find,,,,,,,,,
6380652,Liberty Regional Medical Center,462 Elma G Miles Parkway,Hinesville,31313-4000,GA,,Non-Profit,2022,Combination of counties and places,"Liberty, Long",N/A,"Allenhurst, Flemington, Gum Branch, Hinesville, Midway, Riceboro, Walthourville, Ludowici","Tobacco Use, Diet & Exercise, Education, Employment, Income, Family & Social Support, Community Safety, Housing & Transit, Air & Water Quality, Alcohol & Drug Use, Sexual Activity, Access to Care, Quality of Care","Food Insecurity, Childhood Immunization Rate, Diabetes, Poverty, Housing Affordability, Nursing Home Quality, COVID Vaccination Rate, Safety, High Blood Pressure/Cardiovascular Mortality, Suicide Prevention, Middle/High School Mental Health, Motor Vehicle Crashes, School Performance, Prostate Cancer, Teen Sex/STDs, Mammography Rate, Reducing Mortality Rates: COPD, Lung Cancer; Smoking",https://www.libertyregional.org/docs/2022_LRMC_CHNA_Final_Report_and_Appendix_Nov_2022.pdf,https://www.libertyregional.org/docs/2022_LRMC_CHNA_Final_Report_and_Appendix_Nov_2022.pdf,N/A
6380319,LifeBrite Community Hospital of Early,11740 Columbia Street,Blakely,39823-2574,GA,"LifeBrite Hospital Group, LLC",Non-Profit,N/A unable to find,,,,,,,,,
6380580,Martin Army Community Hospital,7950 Martin Loop,Fort Benning,31905-5648,GA,"Department of the Army, Office of the Surgeon General",Unable to find,N/A unable to find,,,,,,,,,
6381201,Meadows Regional Medical Center,One Meadows Parkway,Vidalia,30474-8759,GA,,,N/A unable to find,,,,,,,,,
6380598,"Medical Center of Peach County, Navicent Health",1960 Highway 247 Connector,Bryon,31008,GA,Navicent Health,Non-Profit,2020,List of Counties,"Baldwin, Bibb, Peach",N/A,N/A,"Access to Health Care Services, Cancer, Diabetes, Heart Disease & Stroke, Infant Health & Family Planning, Injury & Violence, Mental Health, Nutrition, Physical Education & Weight, Potentially Disabling Conditions, Respiratory Disease, Sexual Health, Substance Abuse, Tobacco Use","Access to Health Care Services, Cancer, Diabetes, Heart Disease & Stroke, Infant Health & Family Planning, Injury & Violence, Mental Health, Nutrition, Physical Education & Weight, Potentially Disabling Conditions, Respiratory Disease, Sexual Health, Substance Abuse, and Tobacco Use","https://6e4e5253c366be07fb27-05a8d4e28b318db45e55745aeda40acc.ssl.cf5.rackcdn.com/2020%20PRC%20CHNA%20Report%20-%20Peach%20County,%20GA.pdf","https://6e4e5253c366be07fb27-05a8d4e28b318db45e55745aeda40acc.ssl.cf5.rackcdn.com/2020%20PRC%20CHNA%20Report%20-%20Peach%20County,%20GA.pdf","https://6e4e5253c366be07fb27-05a8d4e28b318db45e55745aeda40acc.ssl.cf5.rackcdn.com/2020%20PRC%20CHNA%20Report%20-%20Peach%20County,%20GA.pdf"
6380730,"Medical Center, Navicent Health",777 Hemlock Street,Macon,31201-2155,GA,Navicent Health,Non-Profit,N/A unable to find,,,,,,,,,
6381027,Memorial Health,4700 Waters Avenue,Savannah,31404-6283,GA,HCA Healthcare,Non-Profit,N/A unable to find,,,,,,,,,
6380298,Memorial Hospital and Manor,1500 East Shotwell Street,Bainbridge,39819-4256,GA,,,2019,"Combination of counties, zip codes, and places",Decatur,"39825, 39817, 39834, 39819, 39815","Bainbridge, Brinson, Climax, Attapulgus","Access to Care - Providers and Affordable Care, Mental Health and Substance Abuse, Unhealthy Lifestyle and Obesity, Family Life - Edcation and Prevention","Access to Care - Providers and Affordable Care, Mental Health and Substance Abuse, Unhealthy Lifestyle and Obesity, Family Life - Edcation and Prevention",https://www.mh-m.org/wp-content/uploads/2021/06/2019-Community-Needs-Assessment1.pdf,N/A,N/A
6381250,Memorial Satilla Health,1900 Tebeau Street,Waycross,31501-6357,GA,HCA Healthcare,Non-Profit,2022,List of Counties,McIntosh; Wayne; Glynn; Brantley; Camden; Charlton,N/A,N/A,"Mental health providers, More primary care doctors, More specialists, Low cost, Medicaid-accepting dentists, Substance abuse treatment","Collaborate with local mental health providers, emergency medical services, and law enforcement to support appropriate referral systems for patients with mental health and substance abuse needs. Raise awareness of available resources within the service area for mental health and substance abuse treatment through social media and information to referral sources, Increase access to primary and specialty care through intensive physician recruitment in identified areas of need, Provide health education and screenings in identified areas of high need to include obesity/weight management, hypertension, exercise, nutrition/diet, diabetes, lifestyle education, importance of dental care, and physician education about opportunities, Improve availability of primary care appointments and decrease inappropriate use of the emergency room.",https://www.sghs.org/documents/CHNA-2022-Camden-Report-FINAL-4.30.33.pdf,N/A,N/A
6380449,Miller County Hospital,209 North Cuthbert Street,Colquitt,39837-3518,GA,,,2022,List of Counties,Miller,N/A,n/A,"Lifestyle and obesity, Behavioral and mental health, Adolescent behavior, Access to care","Lifestyle and obesity, Behavioral and mental health, Adolescent behavior, Access to care",https://www.millercountyhospital.com/wp-content/uploads/2022/06/Miller-County-Hospital-CHNA-2022-Final.pdf,N/A,N/A
6380373,Mitchell County Hospital,90 East Stephens Street,Camilla,31730-1836,GA,Archbold Medical Center,Non-Profit,2019,List of Counties,Mitchell,N/A,N/A,"Diabetes, High Blood Pressure, Obesity, Cancer, Heart Disease, Mental Health Issues/Drug Addiction, Alcohol Abuse, Back/Joint Pain",Obesity,https://archbold.org/uploads/groups/3/Archbold-CHNA-Mitchell-20192020-web.pdf,N/A,N/A
6380577,Monroe County Hospital,88 Martin Luther King Jr Drive,Forsyth,31029-1682,GA,,Non-Profit,2022,List of Counties,Monroe,N/A,N/A,"Mental Health & COVID-19-related impacts, Lack of Adequate Physical Activity, Cardiovascular Diseases (CVD), Nutrition, Cancer","Health Club, Health Education, Parks and Green Spaces, Mental Health Resources",https://www.monroehospital.org/skins/userfiles/files/Monroe_CHNA%202019%20Report(1).pdf,https://www.monroehospital.org/skins/userfiles/files/Monroe%20FINAL%20CHNA%202022.pdf,Info@mchalbia.com
6380774,Morgan Memorial Hospital,1077 South Main Street,Madison,30650-2073,GA,,Non-Profit,2019,List of Places,N/A,N/A,"Bostwick, Buckhead, Godfrey, Madison, Rutledge","Heart disease amd stroke, cancer, accidents, chronic lower respiratory disease, maternal infant and child health, alcohol, tabacco and drug use, sexually transmited diseases access to care","Lifestyle/Prevention and Health Promotion, Mental/Behavioral Health, seniors, access to care",https://morganmedical.org/wp-content/uploads/2019/07/Morgan_CHNA-2019-Report.pdf,N/A,N/A
6380425,Mountain Lakes Medical Center,162 Legacy Point,Clayton,30525-5354,GA,,Non-Profit,N/A unable to find,,,,,,,,,
6380805,Navicent Health Baldwin,821 North Cobb Street,Milledgeville,31061-2351,GA,Navicent Health,Non-Profit,2020,List of Counties,Baldwin,N/A,N/A,"access to health care services, cancer, diabetes, heart disease and stroke, infant health and family planning, injury/violence, mental health, nutrition, physical activity and weight, oral health, respiratory disease, septicemia, sexual health and substance abuse","Diabetes, Heart Disease & Stroke, Nutrition, Physical Activity & Weight, Infant Health & Family Planning, Access to Health Care Services, Sexual Health, Mental Health, Respiratory Disease, Cancer, Substance Abuse, Injury & Violence, Septicemia, Oral Health","https://6e4e5253c366be07fb27-05a8d4e28b318db45e55745aeda40acc.ssl.cf5.rackcdn.com/2020%20PRC%20CHNA%20Report%20-%20Baldwin%20County,%20GA.pdf",N/A,N/A
6380019,Northeast Georgia Medical Center,743 Spring Street NE,Gainesville,30501-3899,GA,Northeast Georgia Health System,Non-Profit,2022,Combination of counties and zip codes,"Hall, Barrow, Gwinnett, Jackson, Banks, Habersham, Rabun, Stephens, Towns, Union, White, Dawson, Lumpkin, Forsyth, Franklin, Hart","30533, 30534, 30528, 30564, 30506, 30501, 30504, 30507, 30527, 30554, 30542, 30041, 30040",N/A,"mental and behavioral health, access to care, insurance","mental and behavioral health, access to care, insurance",https://northeastgeorgiachna.com/assets/pdfs/FY22-NEGA-CHNA.pdf,https://www.nghs.com/wp-content/uploads/2022/05/Implementation-Plan-Report-2021.pdf,Rebecca.Brandt@nghs.com
6381265,Northeast Georgia Medical Center Barrow,316 North Broad Street,Winder,30680-2150,GA,Northeast Georgia Health System,Non-Profit,2022,Combination of counties and zip codes,"Hall, Barrow, Gwinnett, Jackson, Banks, Habersham, Rabun, Stephens, Towns, Union, White, Dawson, Lumpkin, Forsyth, Franklin, Hart","30533, 30534, 30528, 30564, 30506, 30501, 30504, 30507, 30527, 30554, 30542, 30041, 30040",N/A,"mental and behavioral health, access to care, insurance","mental and behavioral health, access to care, insurance",https://northeastgeorgiachna.com/assets/pdfs/FY22-NEGA-CHNA.pdf,https://www.nghs.com/wp-content/uploads/2022/05/Implementation-Plan-Report-2021.pdf,Rebecca.Brandt@nghs.com
6380497,Northeast Georgia Medical Center Braselton,1400 River Place,Braselton,30517-5600,GA,Northeast Georgia Health System,Non-Profit,2022,Combination of counties and zip codes,"Hall, Barrow, Gwinnett, Jackson, Banks, Habersham, Rabun, Stephens, Towns, Union, White, Dawson, Lumpkin, Forsyth, Franklin, Hart","30533, 30534, 30528, 30564, 30506, 30501, 30504, 30507, 30527, 30554, 30542, 30041, 30040",N/A,"mental and behavioral health, access to care, insurance","mental and behavioral health, access to care, insurance",https://northeastgeorgiachna.com/assets/pdfs/FY22-NEGA-CHNA.pdf,https://www.nghs.com/wp-content/uploads/2022/05/Implementation-Plan-Report-2021.pdf,N/A
6380447,Northridge Medical Center,70 Medical Center Drive,Commerce,30529-1078,GA,,Non-Profit,N/A unable to find,,,,,,,,,
6380171,Northside Hospital,1000 Johnson Ferry Road NE,Atlanta,30342-1611,GA,Northside Healthcare System,Non-Profit,2022,List of Counties,"Barrow, Cherokee, Cobb, Dawson, DeKalb, Forsyth, Fulton, Gwinnett, Pickens, Walton",N/A,N/A,"Cancer, Cardiovascular Disease, Healthy Lifestyle Behaviors, Maternal & Infant Health, Diabetes & Obesity, Affordability, Access to Care, & Insurance Coverage Status, Mental Health & Addiction","Cancer, Cardiovascular, Maternal & Infant Health, Behavioral Health & Substance Use Disorder, Diabetes & Obesity, Access to Care",https://www.northside.com/docs/default-source/default-document-library/community-health-needs-assessments/fy-2022-fy-2024-chna_northside-hospital.pdf,https://www.northside.com/docs/default-source/default-document-library/community-health-needs-assessments/fy-2022-fy-2024-chna_northside-hospital.pdf,Northside.chna@northside.com
6380382,Northside Hospital-Cherokee,450 Northside Cherokee Boulevard,Canton,30115-8015,GA,Northside Healthcare System,Non-Profit,N/A unable to find,,,,,,,,,
6380463,Northside Hospital-Forsyth,1200 Northside Forsyth Drive,Cumming,30041-7659,GA,Northside Healthcare System,Non-Profit,2021,List of Counties,Forsyth,N/A,N/A,"Cancer, Cardiovascular Disease, Healthy Lifestyle Behaviors, Maternal & Infant Health, Diabetes & Obesity, Affordability, Access to Care, & Insurance Coverage Status, Mental Health & Addiction","Cancer, Cardiovascular, Maternal & Infant Health, Behavioral Health & Substance Use Disorder, Diabetes & Obesity, Access to Care",https://www.northside.com/docs/default-source/default-document-library/community-health-needs-assessments/northside_hospital_community_health_needs_assessment_2019_2021.pdf?sfvrsn=9bd1f2ac_2,https://www.northside.com/docs/default-source/default-document-library/community-health-needs-assessments/northside_hospital_community_health_needs_assessment_2019_2021.pdf?sfvrsn=9bd1f2ac_2,N/A
6381125,Optim Medical Center - Screven,215 Mims Road,Sylvania,30467-2097,GA,National Surgical Healthcare,Unable to find,N/A unable to find,,,,,,,,,
6380955,Optim Medical Center - Tattnall,247 South Main Street,Reidsville,30453-4605,GA,National Surgical Healthcare,Unable to find,N/A unable to find,,,,,,,,,
6380004,Peachford Behavioral Health System,2151 Peachford Road,Atlanta,30338-6599,GA,"Universal Health Services, Inc.",Unable to find,N/A unable to find,,,,,,,,,
6388093,Perry Hospital,1120 Morningside Drive,Perry,31069-2906,GA,Houston Healthcare System,Non-Profit,2020,Combination of counties and places,Houston,N/A,"Centerville, Perry, Warner Robins","ACCESS TO HEALTH CARE SERVICES, CANCER, CORONAVIRUS/ COVID-19, DIABETES, HEART DISEASE & STROKE, INFANT HEALTH & FAMILY PLANNING, INJURY & VIOLENCE, KIDNEY DISEASE, MENTAL HEALTH, NUTRITION, PHYSICAL ACTIVITY & WEIGHT, POTENTIALLY DISABLING CONDITIONS, RESPIRATORY DISEASE, SEPTICEMIA, SEXUAL HEALTH, SUBSTANCE ABUSE","PROMOTE POPULATION HEALTH AND WELLNESS, IMPROVE ACCESS TO APPROPRIATE HEALTH CARE AND SERVICE, CHRONIC DISEASE MANAGEMENT, VULNERABLE POPULATIONS",https://www.hhc.org/documents/content/2020-PRC-CHNA-Report-FINAL_Houston-Healthcare.pdf,https://www.osfhealthcare.org/media/filer_public/02/40/0240f5eb-9bfe-466f-8d8c-8cdbeec480f1/perrymemorial-chna-2019.pdf,N/A
6380486,Phoebe Putney Memorial Hospital,417 West Third Avenue,Albany,31701-1943,GA,Phoebe Putney Health System,Non-Profit,2023,List of Counties,"Dougherty, Lee, Mitchell, Terrell, Worth",N/A,N/A,"Access to affordable health care services, alcohol and drug use, cancer, diabetes, heart disease and stroke, inhere and violence, maternal and child health, mental health and mental disorders, nutrition and healthy eating, quality of healthcare services, weight status ","Access to Affordable Healthcare Services, Mental Health and Mental Disorders, Alcohol and Drug Use, Diabetes",https://www.phoebehealth.com/media/file/CHNA/CHNA_PPMH2020.PDF,https://www.phoebehealth.com/media/file/CHNA/CHNA_ImplementationStrategyPPMH_2020.pdf,https://www.phoebehealth.com/media/file/CHNA/CHNA_ImplementationStrategyPPMH_2023.pdf
6380030,Phoebe Sumter Medical Center,"126 Highway, 280 West",Americus,31719,GA,Phoebe Putney Health System,Not-for-Profit,2022,List of Counties,"Sumter, Marion, Macon, and Schley",N/A,N/A,"Healthcare Access & Quality; Reproductive, Maternal, Fetal & Infant Health; Behavioral Health; Chronic Conditions; and Excercise,Nutrition & Nutrition Healthy Eating","Maternal and Children Health, Nutrition and Healthy Eating, Mental Health and Mental Disorders",https://www.phoebehealth.com/media/file/Phoebe%20Sumter%20Medical%20Center/CHNA_PSMC2022.pdf,https://www.phoebehealth.com/media/file/Phoebe%20Sumter%20Medical%20Center/PSMC_ImplementationStrategy2023to2025.pdf,N/A
6381127,Phoebe Worth Medical Center,807 South Isabella Street,Sylvester,31791-7554,GA,Phoebe Putney Health System,Non-Profit,2022,List of Counties,Worth,N/A,N/A,"Access to Affordable Health Care Services, Alcohol and Drug Use, Cancer, Diabetes, Heart Disease & Stroke, Injury and Violence, Maternal and Child Health, Mental Health & Mental Disorders, Nutrition and Healthy Eating, Quality of Healthcare Services, and Weight Status","Mental Health & Mental Disorders, Diabetes Management and Prevention, Access to & Quality of Healthcare Services",https://www.phoebehealth.com/media/file/PhoebeWorth/CHNA_PWMC2022.pdf,https://www.phoebehealth.com/media/file/PhoebeWorth/PWMC_ImplementationStrategy2023to2025.pdf,N/A
6380040,Piedmont Athens Regional Medical Center,1199 Prince Avenue,Athens,30606-2797,GA,Piedmont Healthcare,Non-Profit,2022,List of Counties,Athens-Clarke,N/A,N/A,"Behavioral Health and Substance Use, Access to Care, Education System, Housing and Homelessness ","Ensure affordable acess to health, mental and dental care; Reduce preventable instances of and death from cancer; Promote healthy behaviors to reduce preventable conditions, diseases and addiction; Reduce preventable instances and death from heart disease",https://www.piedmont.org/media/file/Community-Benefit-Needs-Assessment-PAR.pdf,https://www.piedmont.org/media/file/Community-Benefit-Implementation-Strategy-PAR.pdf,N/A
6380430,Piedmont Columbus Regional Midtown,710 Center Street,Columbus,31901-1527,GA,Piedmont Healthcare,Non-Profit,2022,List of Counties,Muscogee,N/A,N/A,"Access to care, Crime and Violence, Poverty, Affordable Housing, Food Deserts ","Ensure affordable access to health, mental, and dental care for all community members, and especially those that are low income and/or uninsured; Decrease preventable instances of diabetes and decrease the number of patients with uncontrolled diabetes; Reduce preventable instances of and death from cancer; Deacrease the impact of and death from stroke; Reduce the rates of obesity and increase access to healthy foods and recreational activities",https://www.piedmont.org/media/file/Community-Benefit-Needs-Assessment-PCR.pdf,https://www.piedmont.org/media/file/Community-Benefit-Implementation-Strategy-PCR.pdf,N/A
6380415,Piedmont Columbus Regional Northside,100 Frist Court,Columbus,31909-3578,GA,Piedmont Healthcare,Non-Profit,2022,List of Counties,Muscogee,N/A,N/A,"Access to care, Crime and Violence, Poverty, Affordable Housing, Food Deserts ","Ensure affordable access to health, mental, and dental care for all community members, and especially those that are low income and/or uninsured; Decrease preventable instances of diabetes and decrease the number of patients with uncontrolled diabetes; Reduce preventable instances of and death from cancer; Deacrease the impact of and death from stroke; Reduce the rates of obesity and increase access to healthy foods and recreational activities",https://www.piedmont.org/media/file/Community-Benefit-Needs-Assessment-PCR.pdf,https://www.piedmont.org/media/file/Community-Benefit-Implementation-Strategy-PCR.pdf,N/A
6380024,Piedmont Fayette Hospital,1255 Highway 54 West,Fayetteville,30214-4526,GA,Piedmont Healthcare,Non-Profit,2022,List of Counties,Fayette,N/A,N/A,"Behavioral Health and Substance Use, Access to Care, Poverty, Homelessness","Ensure affordable access to health, mental and dental care; Reduce prevantable instances of diabetes and increase access to care for those living with the dieases; Support senior health, healthy aging, and good mental health; Reduce preventable instances of and death from cancer; Reduce rates of obesity and increase access to healthy foods and recreational activities; and Reduce preventable instances and death from heart disease",https://www.piedmont.org/media/file/Community-Benefit-Needs-Assessment-PFH.pdf,https://www.piedmont.org/media/file/Community-Benefit-Implementation-Strategy-PFH.pdf,N/A
6381115,Piedmont Henry Hospital,1133 Eagle's Landing Parkway,Stockbridge,30281-5099,GA,Piedmont Healthcare,Non-Profit,2022,List of Counties,Henry,N/A,N/A,"Mental Healthcare services, COVID-19, Promote Healthy Behaviors","Ensure affordable access to health, mental and dental care; Promote healthy behaviors to reduce preventable chronic conditions and diseases; Reduce preventable instances of and death from cancer; Reduce preventable instances and death from heart disease",https://www.piedmont.org/media/file/Community-Benefit-Needs-Assessment-PHH.pdf,https://www.piedmont.org/media/file/Community-Benefit-Implementation-Strategy-PHH.pdf,N/A
6380180,Piedmont Hospital,1968 Peachtree Road NW,Atlanta,30309-1281,GA,Piedmont Healthcare,Non-Profit,2022,List of Counties,Fulton,N/A,N/A,"Mental Health, Substance Use, Access to Care ","Ensure affordable access to health, mental and dental care; Promote healthy behaviors to reduce preventable conditions, diseases and addiction; Reduce preventable instances of and death from cancer; and Reduce preventable instances and death from heart disease",https://www.piedmont.org/media/file/Community-Benefit-Needs-Assessment-PAH.pdf,https://www.piedmont.org/media/file/Community-Benefit-Implementation-Strategy-PAH.pdf,N/A
6380676,Piedmont Mountainside Hospital,1266 Highway 515 South,Jasper,30143-4872,GA,Piedmont Healthcare,Non-Profit,2022,List of Counties,"Pickens, Gilmer",N/A,N/A,"Income and Poverty, Housing, Food insecurity, Access to care, Heart disease and stroke, Cancer, Chronic conditions, Infectious diseases, COVID-19","Ensure access to affordable and appropriate health and dental care, Promote healthy behaviors to reduce preventable instances of chronic conditions, Promote healthy behaviors to reduce preventable instances of chronic conditions",https://www.piedmont.org/media/file/Community-Benefit-Needs-Assessment-PMH.pdf,Community Benefit Implementation Strategy | Piedmont Mountainside,N/A
6380022,Piedmont Newnan Hospital,745 Poplar Road,Newnan,30265-1618,GA,Piedmont Healthcare,Non-Profit,2022,List of Counties,Coweta,N/A,N/A,"Income and Poverty, Housing, Food insecurity, Access to care, Heart disease and stroke, Cancer, Chronic conditions, Infectious diseases, COVID-19","Ensure affordable access to health, mental and dental care, Reduce preventable instances of and death from cancer, Promote healthy behaviors to reduce preventable conditions,obesity, diseases and addiction, Reduce preventable instances of and death from heart disease",https://www.piedmont.org/media/file/Community-Benefit-Needs-Assessment-PNH.pdf,https://www.piedmont.org/media/file/Community-Benefit-Implementation-Strategy-PNH.pdf,N/A
6380455,Piedmont Newton Hospital,5126 Hospital Drive,Covington,30014-2567,GA,Piedmont Healthcare,Non-Profit,2022,List of Counties,Newton,N/A,N/A,"Income and Poverty, Housing, Food insecurity, Access to care, Heart disease and stroke, Cancer, Chronic conditions, Infectious diseases, COVID-19","Ensure affordable access to health, mental and dental care, Reduce preventable instances of and death from cancer, Promote healthy behaviors to reduce preventable chronic conditions and diseases, Reduce preventable instances and death from heart disease",https://www.piedmont.org/media/file/Community-Benefit-Needs-Assessment-PNTH.pdf,https://www.piedmont.org/media/file/Community-Benefit-Implementation-Strategy-PNTH.pdf,N/A
6389100,Piedmont Rockdale Hospital,1412 Milstead Avenue NE,Conyers,30012-3877,GA,Piedmont Healthcare,Non-Profit,2022,List of Counties,Rockdale,N/A,N/A,"Income and Poverty, Housing, Food insecurity, Access to care, Heart disease and stroke, Cancer, Chronic conditions, Infectious diseases, COVID-19","Ensure affordable access to health, mental and dental care, Reduce preventable instances of and death from cancer, Promote healthy behaviors to reduce preventable conditions,diseases and addiction, Reduce preventable instances of and death from heart disease",https://www.piedmont.org/media/file/Community-Benefit-Needs-Assessment-PRH.pdf,https://www.piedmont.org/media/file/Community-Benefit-Implementation-Strategy-PRH.pdf,N/A
6380860,Piedmont Walton Hospital,2151 West Spring Street,Monroe,30655-3115,GA,Piedmont Healthcare,Non-Profit,2022,List of Counties,Walton,N/A,N/A,"Income and Poverty, Housing, Food insecurity, Access to care, Heart disease and stroke, Cancer, Chronic conditions, Infectious diseases, COVID-19","Ensure affordable access to health, mental and dental care, Reduce preventable instances of and death from cancer, Promote healthy behaviors to reduce preventable conditions,diseases and addiction, Reduce preventable instances of and death from heart disease",https://www.piedmont.org/media/file/Community-Benefit-Needs-Assessment-PWH.pdf,https://www.piedmont.org/media/file/Community-Benefit-Implementation-Strategy-PWH.pdf,N/A
6380405,Polk Medical Center,2360 Rockmart Highway,Cedartown,30125-6029,GA,Floyd Healthcare Management,Non-Profit,2021,List of Counties,"Chattooga, Floyd, Polk",N/A,N/A,Access to care; Cardiovascular disease; Mental and behavioral health; Nutrition and wellness,Access to care; Cardiovascular disease; Mental and behavioral health; Nutrition and wellness,https://www.floyd.org/about-floyd/Documents/2021-CHNA-Polk-final.pdf,https://www.floyd.org/about-floyd/Documents/2021-CHNA-Polk-final.pdf,N/A
6380557,Putnam General Hospital,101 Lake Oconee Parkway,Eatonton,31024-6054,GA,,Non-Profit,2021,List of Counties,Putnam,N/A,N/A,"Access to health care services, Cancer, Diabetes, Heart Disease & Stroke, Infant Health & Family Planning, Injury & Violence, Mental Health, Nutrition, Physical Activity, & Weight, Oral Health, Potentiall disabling conditions, Respiratory Disease, Substance Abuse","Nutrition, Physical Activity & Weight, Respiratory Disease (COVID-19),Heart Disease & Stroke, Diabetes, Mental Health, Cancer, Substance Abuse, Potentially Disabling Conditions, Infant Health & Family Planning,Oral Health, Access to Healthcare Services, Injury & Violence",https://www.putnamgeneral.com/docs/2021_Community_Health_Needs_Assessment.pdf,N/A,N/A
6380960,Redmond Regional Medical Center,501 Redmond Road,Rome,30165-1415,GA,HCA Healthcare,Non-Profit,N/A unable to find,,,,,,,,,
6380027,Regency Hospital of Central Georgia,535 Coliseum Drive,Macon,31217-0104,GA,Select Medical Corporation,For-Profit,N/A unable to find,,,,,,,,,
6380026,Regency Hospital of South Atlanta,"1170 Cleveland Avenue, 4th Floor",East Point,30344-3615,GA,Select Medical Corporation,For-Profit,N/A unable to find,,,,,,,,,
6389230,Rehabilitation Hospital of Savannah,6510 Seawright DR,Savannah,31406-2752,GA,Encompass Health Corporation,For-Profit,N/A unable to find,,,,,,,,,
6380002,"Rehabilitation Hospital, Navicent Health",3351 Northside Drive,Macon,31210-2587,GA,Navicent Health,Non-Profit,2020,List of Counties,"Baldwin, Bibb, Crawford, Houston, Jones, Monroe, Peach, Twiggs",N/A,N/A,"Access to healthcare services, cancer, diabetes, heart disease & stroke, infant health & family planning, injury & violence, mental health; nutrition, physical activity & weight; oral health, potentially disabling conditions, respiratory disease, septicema, sexual health, substance abuse, tobacco use","Behavioral Health, Diabetes, Access, Nutrition/Physical Activity, Cardiovascular Disease, Obesity",https://6e4e5253c366be07fb27-05a8d4e28b318db45e55745aeda40acc.ssl.cf5.rackcdn.com/2020%20PRC%20CHNA%20Report%20-%20Central%20Georgia.pdf,https://6e4e5253c366be07fb27-05a8d4e28b318db45e55745aeda40acc.ssl.cf5.rackcdn.com/2020%20PRC%20CHNA%20Report%20-%20Central%20Georgia.pdf,N/A
6381065,Ridgeview Institute,3995 South Cobb Drive SE,Smyrna,30080-6397,GA,,Non-Profit,N/A unable to find,,,,,,,,,
6380253,RiverWoods Behavioral Health System,223 Medical Center Drive,Riverdale,30274-2640,GA,"Acadia Healthcare Company, Inc.",For-Profit,N/A unable to find,,,,,,,,,
6380258,Roosevelt Warm Springs Rehabilitation and Specialty Hospitals - LTAC,6135 Roosevelt Highway,Warm Springs,31830-2757,GA,,Non-Profit,N/A unable to find,,,,,,,,,
6381220,Roosevelt Warm Springs Rehabilitation Hospital - Rehab,6135 Roosevelt Highway,Warm Springs,31830-2757,GA,,Non-Profit,N/A unable to find,,,,,,,,,
6381030,Saint Simons by-the-Sea Hospital,2927 Demere Road,Saint Simons Island,31522-1620,GA,"Universal Health Services, Inc.",For-Profit,N/A unable to find,,,,,,,,,
6380065,Select Specialty Hospital Midtown Atlanta,705 Juniper Street NE,Atlanta,30308-1307,GA,Select Medical Corporation,For-Profit,N/A unable to find,,,,,,,,,
6380042,Select Specialty Hospital-Augusta,1537 Walton Way,Augusta,30904-3764,GA,Select Medical Corporation,For-Profit,N/A unable to find,,,,,,,,,
6380033,Select Specialty Hospital-Savannah,"5353 Reynolds Street, 4 South",Savannah,31405-6015,GA,Select Medical Corporation,For-Profit,N/A unable to find,,,,,,,,,
