ID,Healthcare_Name,Street_Address,City,Zipcode,State,Associated_Health_System,Non-Profit_Status,CHNA_Year,Service_Area_Type,Service_Area_Counties,Service_Area_Zip,Service_Area_Places,Health_Needs,Health_Priorities,CHNA_URL,Implementation_URL,Contact,,
6420525,Hancock Regional Hospital,801 North State Street,Greenfield,46140-1270,IN,,Unable to find,2020,Combination of counties and places,Hancock ,N/A,"Cumberland, Fortville, Greenfield, McCordsville, New Palestine, Shirley, Spring Lake, Wilkinson ","Cost of health insurance, healthcare, and/or medications, Addiction, drug overdoses and tobacco use/vaping, Mental health and suicide, Chronic diseases (cancer, diabetes, heart disease, etc.), Obesity and access to healthy foods","Cost of health insurance, healthcare, and/or medications, Addiction, drug overdoses and tobacco use/vaping, Mental health and suicide, Chronic diseases (cancer, diabetes, heart disease, etc.), Obesity and access to healthy foods",https://www.hancockregionalhospital.org/wp-content/uploads/2021/01/2020-CHNA-Implementation-Strategy.pdf,https://www.hancockregionalhospital.org/wp-content/uploads/2021/01/2020-CHNA-Implementation-Strategy.pdf,N/A,,
6420215,Harrison County Hospital,1141 Hospital Drive N W,Corydon,47112-1774,IN,,Non-Profit,2022,Combination of counties and zip codes,Harrison,"47107, 47110, 47112, 47114, 47115, 47117, 47135, 47136, 47142, 47160, 47161, 47164, 47166",N/A,"Access to primary, family care, Mental health âWorkforce âTransportation âbroadband Prevention education, Affordable housing, Childcare","Mental Health, Substance Use, Cost and Availability of Support/Infrastructure",https://www.hchin.org/wp-content/uploads/2022/11/Harrison-2022-CHNA-FINAL.pdf,https://www.hchin.org/wp-content/uploads/2022/12/Harrison-CHNA-Action-Plan-2022.pdf,N/A,,
6420291,Harsha Behavioral Center,1980 East Woodsmall Drive,Terre Haute,47802-4937,IN,,Unable to find,N/A unable to find,,,,,,,,,,,
6420365,HEALTHSOUTH Deaconess Rehabilitation Hospital,4100 Covert Avenue,Evansville,47714-5567,IN,Encompass Health Corporation,Unable to find,2022,List of Counties,Vanderburgh,N/A,N/A,"COVID-19 Response, Behavioral Health,  Access to Care, Maternal Child Health, Exercise, Weight, and Nutrition","Behavioral Health, Maternal Child Health, Exercise/Weight/Nutrition",https://www.deaconess.com/About-Us/Documents-About-Us/1_(FINAL)-Vanderburgh-County_2022-Community-Health,https://www.deaconess.com/About-Us/Documents-About-Us/1_(FINAL)-Vanderburgh-County_2022-Community-Health,N/A,,
6420235,Hendricks Regional Health,1000 East Main Street,Danville,46122-1948,IN,,Non-Profit,2021,List of Counties,"Hendricks, Marion, Putnam",N/A,N/A,"Access to Appropriate Healthcare, Crisis Services, Awareness, Prevention, Screening","Access to Appropriate Healthcare, Crisis Services, Awareness, Prevention, Screening",https://www.hendricks.org/upload/docs/AboutUs/CHNA/2021_HRH_CHNA%20FINAL.pdf,https://www.hendricks.org/upload/docs/AboutUs/CHNA/2021_HRH_CHNA%20FINAL.pdf,Assistance@hendricks.org,,
6421080,Henry Community Health,1000 North 16th Street,New Castle,47362-4319,IN,,Non-Profit,N/A unable to find,,,,,,,,,,,
6420855,Highpoint Health,600 Wilson Creek Road,Lawrenceburg,47025-2751,IN,,Non-Profit,2021,List of Counties,"Boone, Campbell, Carroll, Gallatin, Grant, Kenton, Owen, Pendleton, Dearborn, Franklin, Ohio, Ripley, Switzerland",N/A,N/A,"Chronic Disease, Equitable Access to Care, Healthy Behaviors, Social Determinants of Health","Chronic Disease, Equitable Access to Care, Healthy Behaviors, Social Determinants of Health",https://www.stelizabeth.com/docs/default-source/communitybenefits-documents/documents/2022/st-elizabeth-dearborn---2022-2024.pdf?sfvrsn=83331d72_2,https://www.stelizabeth.com/docs/default-source/communitybenefits-documents/documents/2022/st-elizabeth-dearborn---2022-2024.pdf?sfvrsn=83331d72_2,N/A,,
6420076,Indiana University Health Arnett Hospital,5165 McCarty Lane,Lafayette,47905-8764,IN,Indiana University Health,Non-Profit,2021,List of Counties,"Benton, Carroll, Tippecanoe, White ",N/A,N/A,"Mental health, suicide and access to mental
health services; The need for more community resources, action and interventions; Access to healthcare services; Childcare; Severe housing problems; Internet access; Transportation; Severe housing problems; Access to primary care providers; Substance abuse; Child abuse; Food insecurity; Teen births ","Access to healthcare services; Drug and substance abuse; Food insecurity and healthy eating; Maternal and infant health and child wellbeing; Mental health; Smoking, tobacco use and exposure to secondhand smoke; Social determinants of health",https://cdn.iuhealth.org/resources/2021_IUH_Arnett_CHNA_Final.pdf?mtime=20211220150123&focal=none,https://cdn.iuhealth.org/resources/2022-2024-IU-Health-Arnett-Implementation-Strategy.pdf,communitybenefit@iuhealth.org,,
6421040,Indiana University Health Ball Memorial Hospital,2401 West University Avenue,Muncie,47303-3499,IN,Indiana University Health,Non-Profit,2021,List of Counties,"Blackford, Delaware, Jay, Randolph ",N/A,N/A,"Access to mental health providers; Health literacy and education; Substance abuse; Obesity and associated conditions; Maternal, infant and child health and wellbeing; Poverty and lack of resources for low-income population; Transportation; Domestic violence; Access to healthy foods","Access to healthcare services; Aging population and needs of seniors; Drug and substance abuse; Food insecurity and healthy eating; Maternal and infant health and child wellbeing; Mental health; Obesity, diabetes and physical inactivity; Smoking, tobacco use and exposure to secondhand smoke; Social determinants of health",https://cdn.iuhealth.org/resources/2021_IUH_Ball_CHNA_Final.pdf?mtime=20211220150124&focal=none,https://cdn.iuhealth.org/resources/2022-2024-IU-Health-Ball-Implementation-Strategy.pdf,communitybenefit@iuhealth.org.,,
6424005,Indiana University Health Bedford Hospital,2900 West 16th Street,Bedford,47421-3583,IN,Indiana University Health,Non-Profit,2021,Combination of counties and zip codes,Lawrence,47421,N/A,"Access to healthcare services, aging population and needs of seniors, mental health, obesity, diabetes and physical inactivity, drug and substance abuse, food insecurity and healthy eating, maternal and infant health and child wellbeing, social determinants of health","Access to healthcare services, Aging Population and Needs of Seniors, Behavioral Health, Chronic Disease and Chronic Disease Management, Maternal and Infant Health and Child Wellbeing, Social Determinants of Health",https://cdn.iuhealth.org/resources/2021_IUH_Bedford_Hospital_CHNA_Final.pdf?mtime=20211220150126&focal=none,https://cdn.iuhealth.org/resources/2022-2024-IU-Health-Bedford-Hospital-Implementation-Strategy.pdf?mtime=20220511095310&focal=none,communitybenefit@iuhealth.org.,,
6420570,Indiana University Health Blackford Hospital,410 Pilgrim Boulevard,Hartford City,47348-1897,IN,Indiana University Health,Non-Profit,2021,Combination of counties and zip codes,Blackford,47348,N/A,"Access to Healthcare Services; Aging Population and Needs of Seniors; Obesity, Diabetes and Physical Inactivity; Social Determinants of Health; Drug and Substance Abuse; Food Insecurity and Healthy Eating; Maternal and Infant Health and Child Wellbeing; Mental Health; Smoking, Tobacco Use and Exposure to Secondhand Smoke","Access to Healthcare Services; Aging Population and Needs of Seniors; Behavioral Health; Social Determinants of Health; Maternal and Infant Health and Child Wellbeing; Mental Health; Smoking, Tobacco Use and Exposure to Secondhand Smoke; Chronic Disease and Chronic Disease Management",https://cdn.iuhealth.org/resources/2021_IUH_Blackford_CHNA_Final.pdf,https://cdn.iuhealth.org/resources/2022-2024-IU-Health-Bloomington-Hospital-Implementation-Strategy.pdf?mtime=20220511095347&focal=none,N/A,,
6420130,Indiana University Health Bloomington Hospital,601 West Second Street,Bloomington,47403-2317,IN,Indiana University Health,Non-Profit,2021,Combination of counties and zip codes,"Monroe, Lowrence, Owen",47403,N/A,"Access to Healthcare Services; Aging Population and Needs of Seniors; Chronic Disease and Chronic Disease Management; Social Determinants of Health; Drug and Substance Abuse; Food Insecurity and Healthy Eating; Maternal and Infant Health and Child Wellbeing; Mental Health; Smoking, Tobacco Use and Exposure to Secondhand Smoke; Obesity, Diabetes, and Physical Inactivity ","Access to Healthcare Services; Aging Population and Needs of Seniors; Behavioral Health; Chronic Disease and Chronic Disease Management; Social Determinants of Health; Maternal and Infant Health and Child Wellbeing; Mental Health; Smoking, Tobacco Use and Exposure to Secondhand Smoke",https://cdn.iuhealth.org/resources/2021_IUH_Bloomington_Hospital_CHNA_Final.pdf,https://cdn.iuhealth.org/resources/2022-2024-IU-Health-Bloomington-Hospital-Implementation-Strategy.pdf?mtime=20220511095347&focal=none,N/A,,
6420460,Indiana University Health Frankfort,1300 South Jackson Street,Frankfort,46041-3313,IN,Indiana University Health,Non-Profit,2021,Combination of counties and zip codes,Clinton,46041,N/A,"Access to healthcare services; Aging Population & Needs of Seniors; Drug & Substance Abuse; Health Education & Navigation; Mental Health; Nutrition, Obesity & Physical Inactivity; Social Determinants of Health",Access to Healthcare Services; Aging Population and Needs of Seniors; Behavioral Health; Chronic Disease and Chronic Disease Management; Health Education and Navigation; Social Determinants of Health,https://cdn.iuhealth.org/resources/2021_IUH_Frankfort_CHNA_Final.pdf?mtime=20211220150131&focal=none,https://cdn.iuhealth.org/resources/2022-2024-IU-Health-Frankfort-Implementation-Strategy.pdf,N/A,,
6421160,Indiana University Health Jay Hospital,500 West Votaw Street,Portland,47371-1322,IN,Indiana University Health,Non-Profit,2021,Combination of counties and zip codes,Jay,47336,N/A,"Access to healthcare services, Aging population and needs of seniors, Drug and substance abuse (including opioids and alcohol), Food insecurity and healthy eating, Mental health, Obesity, diabetes and physical inactivity, Smoking, tobacco use and exposure to secondhand smoke, Social determinants of health","Substance abuse and addiction (including alcohol) Obesity, physical, inactivity and unhealthy eating Smoking and tobacco use, Domestic violence, Mental health, Community resources and providers",https://cdn.iuhealth.org/resources/2021_IUH_Jay_CHNA_Final.pdf?mtime=20211220150132&focal=none,https://cdn.iuhealth.org/resources/2021_IUH_Jay_CHNA_Final.pdf?mtime=20211220150132&focal=none,communitybenefit@iuhealth.org,,
6420059,Indiana University Health North Hospital,11700 North Meridian Avenue,Carmel,46032-4656,IN,Indiana University Health,Non-Profit,2021,List of Counties,"Boone, Hamilton, Marion",N/A,N/A,"Access to healthcare services, aging population and needs of seniors, behavorial health, chronic disease and chronic disease management, health education, maternal and child wellbeing, and social determinants of health ",Maternal and Infant Health and Child Well-being ,https://cdn.iuhealth.org/resources/2021_IUH_North_Hospital_CHNA_Final.pdf?mtime=20211220150135&focal=none,https://cdn.iuhealth.org/resources/2022-2024-IU-Health-North-Hospital-Implementation-Strategy.pdf?mtime=20220511095447&focal=none,communitybenefit@iuhealth.org,,
6421108,Indiana University Health Paoli Hospital,642 West Hospital Road,Paoli,47454-9672,IN,Indiana University Health,Non-Profit,2021,List of Counties,Orange,N/A,N/A,"Access to Healthcare Services, Chronic Disease and Chronic Disease Management, Drug and substance abuse (including opioids and alcohol), Food insecurity and healthy eating, Health education and navigation, Maternal and infant health and child well-being, Mental health, Obesity; diabetes and physical inactivity, Smoking; tabacco use and exposure to secondhand smoke, Social determinants of health","Access to Healthcare, Behavioral Health, Obesity, Diabetes, Physical Activity",https://cdn.iuhealth.org/resources/2021_IUH_Paoli_Hospital_CHNA_Final.pdf,https://cdn.iuhealth.org/resources/2021_IUH_Paoli_Hospital_CHNA_Final.pdf,communitybenefit@iuhealth.org,,
6421370,Indiana University Health Tipton Hospital,1000 South Main Street,Tipton,46072-9799,IN,Indiana University Health,Non-Profit,2021,Combination of counties and zip codes,"Hamiliton, Tipton ","46030, 46034, 46069; 46031, 46072 ",N/A,"Access to healthcare service, aging population and needs of seniors, chronic disease and chronic disease managment, drugr and stubstance abuse, food insecurity and health eating, health education and navigation, maternal and infant health and child wellbeing, mental health, obesity, diabestes, and phyiscal inactivity , social deteminants of health","Access to healthcare, behavioral health, aging population and needs of seniors, chronic diesease and management, social determinats of health, maternal and infant health and child wellbeing ",https://cdn.iuhealth.org/resources/2021_IUH_Tipton_Hospital_CHNA_Final.pdf?mtime=20211220150142&focal=none,https://cdn.iuhealth.org/resources/2022-2024-IU-Health-Tipton-Hospital-Implementation-Strategy.pdf?mtime=20220511095524&focal=none,communitybenefit@iuhealth.org <communitybenefit@iuhealth.org>;,,
6420020,Indiana University Health University Hospital,550 University Boulevard,Indianapolis,46202-5149,IN,Indiana University Health,Non-Profit,2021,List of Counties,Marion,N/A,N/A,"Access to healthcare services, Chronic disease and chronic disease management, Drug and substance abuse (including opioids and alcohol), Food insecurity and healthy eating, Health education and navigation, Maternal and infant health and child well-being, Mental health, Obesity; diabetes and physical inactivity, Smoking; tabacco use and exposure to secondhand smoke, Social determinants of health","Access to healthcare services, Behavioral health, Chronic disease and chronic disease management, Health education and navigation, maternal and infant health and child well-being, Smoking; tobacco use and exposure to secondhand smoke, Social determinants of health",https://cdn.iuhealth.org/resources/2021_IUH_University_Hospital_CHNA_Final.pdf?mtime=20211220150143&focal=none,https://cdn.iuhealth.org/resources/2022-2024-IU-Health-University-Hospital-Implementation-Strategy.pdf?mtime=20220511095534&focal=none,communitybenefit@iuhealth.org,,
6420047,Indiana University Health West Hospital,1111 North Ronald Reagan Parkway,Avon,46123-7085,IN,Indiana University Health,Non-Profit,2021,List of Counties,"Hendricks, Marion",N/A,N/A,"Access to Healthcare Services, Aging Population and Needs of Seniors, Behavioral Health, Chronic Disease and Chronic Disease Management, Health Education and Navigation, Maternal and Infant Health and Child Well-being, Smoking, Tobacco Use and Exposure to Secondhand Smoke, Social Determinants of Health","Access to Healthcare Services, Aging Population and Needs of Seniors, Behavioral Health, Chronic Disease and Chronic Disease Management, Health Education and Navigation, Maternal and Infant Health and Child Well-being, Smoking, Tobacco Use and Exposure to Secondhand Smoke, Social Determinants of Health",https://cdn.iuhealth.org/resources/2021_IUH_West_Hospital_CHNA_Final.pdf?mtime=20211220150145&focal=none,https://cdn.iuhealth.org/resources/2022-2024-IU-Health-West-Hospital-Implementation-Strategy.pdf?mtime=20220511095552&focal=none,communitybenefit@iuhealth.org,,
6421025,Indiana University Health White Memorial Hospital,720 South Sixth Street,Monticello,47960-8182,IN,Indiana University Health,Non-Profit,2021,List of Counties,White,N/A,N/A,"access to healthcare services, food insecurity and healthy eating, maternal and infant health and child wellbeing, mental health, social determinants of health","access to healthcare services, food insecurity and healthy eating, maternal and infant health and child wellbeing, mental health, social determinants of health",https://cdn.iuhealth.org/resources/2021_IUH_White_Memorial_Hospital_CHNA_Final.pdf?mtime=20211220150147&focal=none,https://cdn.iuhealth.org/resources/2021_IUH_White_Memorial_Hospital_CHNA_Final.pdf?mtime=20211220150147&focal=none,communitybenefit@iuhealth.org,,
6420465,Johnson Memorial Hospital,1125 West Jefferson Street,Franklin,46131-2140,IN,,Non-Profit,2021,Combination of counties and places,Johnson,N/A,"Bargersville, Edinburgh, Franklin, New Whiteland, Nineveh, Trafalgar, Whiteland, Greenwood, Center Grove, Columbus, Martinsville, Morgantown, Morristown, Nashville, Shelbyville","Access to Care, Cancer, Mental Health and Substance Abuse, Tobacco, Obesity, Diabetes, Nutrition, Physical Activity, Cardiovascular Disease ","Access to Care, Cancer, Mental Health and Substance Abuse/ Tobacco, Obesity / Diabetes / Nutrition / Physical Activity / Cardiovascular Disease ",https://cdn.zephyrcms.com/2d2bfa27-051f-4e1d-8fae-9c390ed21b94/-/inline/yes/community-health-needs-assessment.pdf,https://cdn.zephyrcms.com/2d2bfa27-051f-4e1d-8fae-9c390ed21b94/-/inline/yes/community-health-needs-assessment.pdf,N/A,,
6420051,Kindred Hospital Indianapolis North,8060 Knue Road,Indianapolis,46250-1976,IN,Kindred Healthcare,For-Profit,N/A unable to find,,,,,,,,,,,
6420054,Kindred Hospital Northwest Indiana,"5454 Hohman Avenue, 5th Floor",Hammond,46320-1931,IN,Kindred Healthcare,Unable to find,N/A unable to find,,,,,,,,,,,
6420910,King's Daughters' Health,1373 East State Road 62,Madison,47250-3357,IN,,Non-Profit,2019,List of Counties,"Jefferson, Switzerland, Trimble ",N/A,N/A,"Access to Healthcare Services, Diabetes, Heart Disease & Stroke, Injury & Violence, Mental Health, Nutrition Physcial Activity & Weight, Respiratory Diseases, Substance Abuse, Tobacco Use ","Substance Abuse, Mental Health, Tobacco Use, Nutrition Physical Activity & Weight, Diabetes, Heart Disease & Stroke, Cancer",https://res.cloudinary.com/dpmykpsih/image/upload/kdh-upgrade-site-344/media/2461/2019-needs-assessment.pdf,https://res.cloudinary.com/dpmykpsih/image/upload/kdh-upgrade-site-344/media/9e6a3a0e15984a8dbec3af7131fbf22d/2021-implementation-strategy-for-2019-chna-year-1-update.pdf,foyh@kdhmadison.org,,
6421440,Kosciusko Community Hospital,2101 East Dubois Drive,Warsaw,46580-3288,IN,"Community Health Systems, Inc.",For-Profit,N/A unable to find,,,,,,,,,,,
6420850,La Porte Hospital,1007 Lincolnway,La Porte,46350-3201,IN,"Community Health Systems, Inc.",Non-Profit,N/A unable to find,,,,,,,,,,,
6420483,Lafayette Regional Rehabilitation Hospital,950 Park East Boulevard,Lafayette,47905-0792,IN,"Ernest Health, Inc.",Unable to find,N/A unable to find,,,,,,,,,,,
6420650,Larue D. Carter Memorial Hospital,2601 Cold Spring Road,Indianapolis,46222-2273,IN,,Unable to find,N/A unable to find,,,,,,,,,,,
6420880,Logansport Memorial Hospital,1101 Michigan Avenue,Logansport,46947-1528,IN,,Non-Profit,2022,Combination of counties and zip codes,Cass,"46932, 46947, 46950, 46961, 46967, 46978, 46988, 46994, 46998",N/A,"Access to healthcare services; Cancer; Diabetes; Heart Disease and stroke; Infant Health and Family Planning; Injury & violence; Mental Health; Nutrition, physical activity & weight; Potentially disabling conditions; Respiratory diseases; Septicemia; Substance Abuse, Tobacco use ","Mental health; Substance abuse; Nutrition, physical activity & weight; Access to Healthcare Services; Infant Health and Mortality","https://www.logansportmemorial.org/UserFiles/File/2022%20PRC%20CHNA%20Report%20-%20Cass%20County,%20IN-2.pdf",https://www.logansportmemorial.org/UserFiles/File/2022%20Implementation%20Plan.pdf,N/A,,
6420875,Logansport State Hospital,1098 South State Road 25,Logansport,46947-6723,IN,,Public,N/A unable to find,,,,,,,,,,,
6420420,Lutheran Hospital of Indiana,7950 West Jefferson Boulevard,Fort Wayne,46804-4140,IN,"Community Health Systems, Inc.",Unable to find,N/A unable to find,,,,,,,,,,,
6421100,Madison State Hospital,711 Green Road,Madison,47250-2199,IN,,Unable to find,N/A unable to find,,,,,,,,,,,
6421270,Major Hospital,150 West Washington Street,Shelbyville,46176-1236,IN,,Unable to find,2019,"Combination of counties, zip codes, and places",Shelby,"46131, 46150, 46162, 46163, 46259, 46104, 47246, 47272, 46124; 46110,  46161 , 46176, 46126, 46130, 46182, 46144, 47234","Franklin, Manilla, Needham, New Palestine, Hope, St. Paul, Edinburgh, Boggstown, Morristown, Shelbyville, Fairland, Fountaintown, Waldron, Gwynnville, Flat Rock","chronic disease, health behaviors, social determinants of health, community health survey","chronic disease, health behaviors, social determinants of health, community health survey",https://www.mymhp.org/documents/CHNA-and-CHIP-2019.pdf,https://www.mymhp.org/documents/CHNA-and-CHIP-2019.pdf,dholland@majorhospital.org,,
6420100,Margaret Mary Health,321 Mitchell Avenue,Batesville,47006-8909,IN,,Non-Profit,2021,List of Counties,"Franklin, Dearborn, Ohio, Ripley, Union",N/A,N/A,"Most Prevalent Health Conditions: Cardiovascular Conditions (Hypertension), Mental Health (Depression and Anxiety), Arthritis, Lung/Respiratory Health, Dental, Maternal health concerns, Prevention-related needs. Most untreated health conditions: Vision Dental, Allergy, Mental Health (Depression and Anxiety), Arthritis, Cardiovascular Conditions (Hypertension), Maternal health concerns. Health Conditions Most Impacted by SDOH: Cardiovascular Conditions (Hypertension), Mental Health (Depression and Anxiety), Vision, Lung/Respiratory Health, Diabetes","Behavioral health, cardiovascular disease, dental, vision, food security, housing, workforce pipeline, diversity. ",https://healthcollab.org/wp-content/uploads/2022/10/CHNA-Final-no-appendices-05-20-22.pdf,https://www.mmhealth.org/wp-content/uploads/CHI-Implementation-Plan-22-24.pdf,N/A,,
6420920,Marion General Hospital,441 North Wabash Avenue,Marion,46952-2690,IN,Suburban Health Organization,Non-Profit,2021,Combination of counties and zip codes,Grant ,"46919, 46918, 46933, 46938, 46952, 46953, 46986, 46987, 46989, 46991",N/A,"Mental and behavioral helath, Substance use/addiction, cost of care and medication, attracting medical specialists to Grant County, Transportation, Housing, Poverty, Access to dental care, Low rates of vaccination against COVID-19","Mental health and behavioral health, substance use/addiction, affordable healthcare at all levels, transportation, engaging teenagers in the community.  ",https://www.marionhealth.com/documents/Marion-Health-2021-Community-Health-Needs-Assessment.pdf,https://www.marionhealth.com/documents/rehab/Implementation-Plan-Summary-for-990-Final-2019-2022.pdf,N/A,,
6420074,Medical Behavioral Hospital of Mishawaka,1625 East Jefferson Boulevard,Mishawaka,46545,IN,NeuroPsychiatric Hospitals,Unable to find,N/A unable to find,,,,,,,,,,,
6420740,Memorial Hospital and Health Care Center,800 West Ninth Street,Jasper,47546-2516,IN,American Province of Little Company of Mary Sisters,Unable to find,2017,List of Counties,"Dubois, Martin, Pike, Spencer",N/A,N/A,"Access to Primary Care, Access to Mental Health Services, Opportunities regarding Womenâs Services related to Mammography, Educating the Community on Health Care Topics to address key mortality rates","Access to Primary Care, Access to Mental Health Services, Opportunities regarding Womenâs Services related to Mammography, Educating the Community on Health Care Topics to address key mortality rates",https://www.mhhcc.org/documents/2017-Community-Needs-Assessment.pdf,N/A,wellness@mhhcc.org,,
6421290,Memorial Hospital of South Bend,615 North Michigan Street,South Bend,46601-1033,IN,Beacon Health System,Non-Profit,2021,List of Counties,"Elkhart, St. Joseph, Marshall, LaPorte ",N/A,N/A,"Mental Health, Chronic Disease, Healthcare Access","mental health, healthcare access",https://impact.beaconhealthsystem.org/wp-content/uploads/2022/04/CI_2021_CHA_Annual_Report_232110_202203_v2.pdf,https://impact.beaconhealthsystem.org/wp-content/uploads/2022/10/2022-2024-CHNA-Implementation-Strategy-Summary.docx.pdf,N/A,,
6420479,Meridian Health Services,240 North Tillotson Avenue,Muncie,47304,IN,,Non-Profit,N/A unable to find,,,,,,,,,,,
6420495,Methodist Hospitals,600 Grant Street,Gary,46402-6099,IN,,Unable to find,2020,Combination of counties and places,Lake ,N/A,"Cedar Lake, Crown Point, Dyer, East Chicago, Gary, Griffith, Hammond, Highland, Hobart, Lake Station, Lowell, Merrillville, Munster, New Chicago, St. John, Schererville, Shelby, Schneider, Whiting, Winfield","Food Access Affordability & Safety, Substance Use or Abuse, Assault Violent Crime & Domestic Abuse, Poverty, Homelessness","Food Access Affordability & Safety, Substance Use or Abuse, Assault Violent Crime & Domestic Abuse, Poverty, Homelessness",https://methodisthospitals.org/wp-content/uploads/2021/03/2019-CHNA-Methodist-Web.pdf,https://methodisthospitals.org/wp-content/uploads/2021/03/2019-CHNA-Methodist-Web.pdf,N/A,,
6420014,Michiana Behavioral Health Center,1800 North Oak Drive,Plymouth,46563-3492,IN,"Universal Health Services, Inc.",Unable to find,N/A unable to find,,,,,,,,,,,
6420068,Monroe Hospital,4011 South Monroe Medical Park Boulevard,Bloomington,47424,IN,Prime Healthcare Services,Unable to find,N/A unable to find,,,,,,,,,,,
6420514,NeuroPsychiatric Hospital of Indianapolis,6720 Parkdale Place,Indianapolis,46254-4668,IN,NeuroPsychiatric Hospitals,Unable to find,N/A unable to find,,,,,,,,,,,
6429154,NorthEastern Center Inpatient Services,1850 Wesley Road,Auburn,46706-3653,IN,Northeastern Center,Non-Profit,2021,List of Counties,"Dekalb, LaGrange, Noble, Steuben",N/A,N/A,"Family issues, behavioral health","Family issues, behavioral health",https://www.nec.org/wp-content/uploads/2022/08/Community-Needs-Report-2021.pdf,N/A,N/A,,
6420510,Oaklawn Psychiatric Center,330 Lakeview Drive,Goshen,46527,IN,,Unable to find,N/A unable to find,,,,,,,,,,,
6420486,Options Behavioral Health System,5602 Caito Drive,Indianapolis,46226-1346,IN,"Acadia Healthcare Company, Inc.",For-Profit,N/A unable to find,,,,,,,,,,,
6420058,OrthoIndy Hospital,8400 Northwest Boulevard,Indianapolis,46278-1381,IN,,For-Profit,2021,List of Counties,Marion,N/A,N/A,"Access to health services, kidney and urinary tract disease, mental health and metnal disorders, social environemtn, transportation, exercise/nutrition & weight, maternal & fetal health, prevention and safety, substance abuse,women's health","Access to healthservices, behavoiral health, exercise/nutrition & weight, maternal, fetal, and infant heatlh, social environemtn, transportation",https://www.orthoindy.com/UserFiles/File/HRKHL-2157141-v8-SVH_-_IOH_CHNA_for_Marion_County.pdf,https://www.orthoindy.com/UserFiles/File/HRKHL-2157141-v8-SVH_-_IOH_CHNA_for_Marion_County.pdf,KPrickel@orthoindy.com ,,
6420196,Orthopaedic Hospital of Lutheran Health Network,7952 West Jefferson Boulevard,Fort Wayne,46804-4140,IN,"Community Health Systems, Inc.",Public,2022,List of Counties,Allen,N/A,N/A,"Obesity, Mental Health, Chronic Pulmonary Disease, Asthma, Kidney Disease, Mental Health services, Substance use disorder services","Obesity, Mental Health, Chronic Pulmonary Disease, Asthma, Kidney Disease, Mental Health services, Substance use disorder services",https://www.parkview.com/mirro-center/hsir/chna-survey,https://www.parkview.com/mirro-center/hsir/chna-survey,N/A,,
6420069,Otis R. Bowen Center for Human Services,2621 East Jefferson Street,Warsaw,46580-3880,IN,,For-Profit,N/A unable to find,,,,,,,,,,,
6420045,Parkview  Ortho Hospital,11130 Parkview Circle Drive,Fort Wayne,46845-1735,IN,Parkview Health,Unable to find,2022,List of Counties,"Allen, DeKalb, Huntington, LaGrange, Noble, Wabash, Whitley",N/A,N/A,"Mental health services, Substance use disorder services, Access to healthy food, Access to recreational spaces, Access to birth control, Access to primary care providers, Senior services, Gun safety, Health insurance, Childcare","mental health, obesity, chronic disease, substance use and abuse, cancer, child abuse and neglect",https://www.parkview.com/-/media/parkview-media/file/2020-pa---albright/2022-ortho-chna.ashx,https://www.parkview.com/-/media/parkview-media/file/2020-pa---albright/2020-parkview-ortho-implementation-strategy---revised.ashx,Tommy.schoegler@Parkview.com,,
6420590,Parkview Huntington Hospital,2001 Stults Road,Huntington,46750-1291,IN,Parkview Health,Unable to find,2022,List of Counties,"Allen, DeKalb, Huntington, Kosciusko, LaGrange, Noble, Wabash, Whitley",N/A,N/A,"Mental health services, Substance use disorder services, Access to healthy food, Access to recreational spaces, Access to birth control, Access to primary care providers, Senior services, Job training, Health insurance, Childcare","mental health, obesity, chronic disease, substance use and abuse, cancer, child abuse and neglect",https://www.parkview.com/-/media/parkview-media/file/2020-pa---albright/2022-huntington-chna.ashx,https://www.parkview.com/-/media/parkview-media/file/2020-pa---albright/2020-parkview-huntington-hospital-implementation-strategy-(1).ashx,N/A ,,
6420830,Parkview LaGrange Hospital,207 North Townline Road,LaGrange,46761-1325,IN,Parkview Health,Unable to find,2022,List of Counties,"Allen, DeKalb, Huntington, Kosciusko, LaGrange, Noble, Wabash, Whitley",N/A,N/A,"Mental health services, Substance use disorder services, Access to healthy food, Access to recreational spaces, Access to birth control, Access to primary care providers, Senior services, Gun safety, Health insurance, Childcare","mental health, obesity, chronic disease, substance use and abuse, cancer, child abuse and neglect, Alzheimer's disease",https://www.parkview.com/-/media/parkview-media/file/2020-pa---albright/2022-lagrange-county-chna.ashx,https://www.parkview.com/-/media/parkview-media/file/2020-pa---albright/2020-parkview-lagrange-hospital-implementation-strategy-(1).ashx,N/A ,,
6420760,Parkview Noble Hospital,401 Sawyer Road,Kendallville,46755-2568,IN,Parkview Health,Non-Profit,2022,List of Counties,"Allen, DeKalb, Huntington, LaGrange, Noble, Wabash, Whitley, Kosciusko ",N/A,N/A,"Mental health, obesity, chronic disease, substance use and abuse, cancer, child abuse and neglect, Alzheimer's disease","Mental health, obesity, chronic disease, substance use and abuse, cancer, child abuse and neglect, Alzheimer's disease",https://www.parkview.com/-/media/parkview-media/file/2020-pa---albright/2022-noble-county-chna.ashx,https://www.parkview.com/-/media/parkview-media/file/2020-pa---albright/2020-parkview-hospital-noble-implementation-strategy.ashx,Jill.McAllister@parkview.com,,
6429153,Parkview Regional Medical Center,11109 Parkview Plaza Drive,Fort Wayne,46845-1701,IN,Parkview Health,Non-Profit,N/A unable to find,,,,,,,,,,,
