Healthcare_Name,Street_Address,City,Zipcode,State,Associated_Health_System,Nonprofit,CHNA_Year,Service_Area_Type,Service_Area_Counties,Service_Area_Zip,Service_Area_Places,Health_Needs,Health_Priorities,CHNA_URL,Implementation_URL,Contact
Sanford Chamberlain Medical Center,300 South Byron Boulevard,Chamberlain,57325-9741,SD,Sanford Health,Yes,2022,Combination of counties and places,"Buffalo, Lyman, and Brule",N/A,"Chamberlain, Lakota ","Access to Health Care Providers, Access to Affordable Health Care, Mental Health and Substance Abuse, Physical 
Activity and Nutrition, Tobacco Usage, Sexual Activity, Community Safety, Child Care Quality, Affordable Housing,
Public Transportation, Internet","Improve mental health and decrease addiction/substance abuse in the community, increase access to specialty care in the community",https://www.sanfordhealth.org/-/media/org/files/about/community-health-needs-assessment/2022/chamberlain-chna-report-2022-2024.pdf,https://www.sanfordhealth.org/-/media/org/files/about/community-health-needs-assessment/2022/chamberlain-chna-report-2022-2024.pdf,Community.Benefits.Sanford@SanfordHealth.org
Sanford Clear Lake Medical Center,701 Third Avenue South,Clear Lake,57226-2016,SD,Sanford Health,Yes,2022,Combination of counties and places,Deuel County,N/A,Clear Lake,"Access to Affordable Health Care, Access to Health Care Providers, Mental Health, Affordable Housing, Public Transportation, Physical Activity and Nutrition","Increase community access to primary care providers including enhanced affordability, Continue to build/improve community access to daily transportation",https://www.sanfordhealth.org/-/media/org/files/about/community-health-needs-assessment/2022/clear-lake-chna-report-2022-2024.pdf,https://www.sanfordhealth.org/-/media/org/files/about/community-health-needs-assessment/2022/clear-lake-chna-report-2022-2024.pdf,Community.Benefits.Sanford@SanfordHealth.org
Sanford USD Medical Center,1305 West 18th Street,Sioux Falls,57105-0496,SD,Sanford Health,Yes,2022,Combination of counties and places,"Lincoln, Minnehaha, McCook, Turner",N/A,Sioux Falls,"Access to affordable health care, Physical activity and nutrition, Mental health, Access to health care providers, Long-term care, Public transportation, Affordable housing","Access to care, Chronic disease prevention, Mental health and addiction",https://www.sanfordhealth.org/-/media/org/files/about/community-health-needs-assessment/2022/sanford-usd-chna-report-2022-2024.pdf,https://www.sanfordhealth.org/-/media/org/files/about/community-health-needs-assessment/2022/sanford-usd-chna-report-2022-2024.pdf,sanfordhealth.org
Sanford Vermillion Medical Center,20 South Plum Street,Vermillion,57069-3346,SD,Sanford Health,Yes,2022,Combination of counties and places,"Clay, Union",N/A,Vermillion,"Access to health care providers, Affordable housing, Public transportation","Access to Affordable Health Care, Health Care Access: Mental/Behavioral Health",https://www.sanfordhealth.org/-/media/org/files/about/community-health-needs-assessment/2022/vermillion-chna-report-2022-2024.pdf,https://www.sanfordhealth.org/-/media/org/files/about/community-health-needs-assessment/2022/vermillion-chna-report-2022-2024.pdf,"Veronica L. Schmidt, MSW
Social Worker
Sanford Vermillion Hospital
20 S Plum St
Vermillion, SD 57069
© 2022 Vitadox
Source: https://www.vitadox.com/doctor/vermillion-sd-57069/veronica-l-schmidt-msw/JPoZxViT6WfM2GBxHdMQM7"
Sanford Webster Medical Center,1401 West 1st Street,Webster,57274-1054,SD,Sanford Health,Yes,2021,Combination of counties and places,Day,N/A,Webster,"Access to Health Care, Physical Activity and Nutrition, Community Safety, Employment and Economic Opportunities","Physical Activity and Nutrition, Community Safety",https://www.sanfordhealth.org/-/media/org/files/about/community-health-needs-assessment/2022/webster-chna-report-2022-2024.pdf,https://www.sanfordhealth.org/-/media/org/files/about/community-health-needs-assessment/2022/webster-chna-report-2022-2024.pdf,Social Worker
Select Specialty Hospital-Sioux Falls,1305 West 18th Street,Sioux Falls,57105-0401,SD,Select Medical Corporation,No,2019,Combination of counties and places,"Big Stone Cottonwood, Jackson Kandiyohl Lincoln, Lyon Martin Murray Nobles, Pipestone Redwood  Rock, Traverse Yellow Medicine, Buena Vista, O'Brien, Cherokee Osceola Clay, Dickinson Palo Alto, Plymouth Emmet Pocahontas, Ida Sious Kossuth, Lyons Woodbury


",N/A,Sioux Falls,"People with Autism; People with dual diagnoses (intellectual disability and
co-occurring mental illness); People who live in poverty, underinsured, and cannot afford high deductibles and copays; Childhood obesity; Medicare patients.","Lack of mental health services
and providers, Lack of parent training and 
education, Lack of coordination of connecting families to resources in the community, Lack of transportation to services, Lack of availability of affordable healthcare/low fee clinics.
",Operations Report (d1e7v5mylx61rx.cloudfront.net),,https://www.lifescapesd.org
Sioux Falls Specialty Hospital,910 East 20th Street,Sioux Falls,57105-1012,SD,https://www.sfsh.com,No,2019,Combination of counties and places,"Big Stone Cottonwood Jackson, Kandiyohl Lincoln, Lyon Martin, Murray Nobles Pipestone, Redwood, Rock Traverse, Yellow Medicine Buena, Vista O'Brien Cherokee, Osceola Clay Dickinson, Palo Alto, Plymouth Emmet, Pocahontas Ida Sious Kossuth, Lyons Woodbury",N/A,Sioux Falls,"People with Autism; People with dual diagnoses (intellectual disability and
co-occurring mental illness); People who live in poverty, underinsured, and cannot afford high deductibles and copays; Childhood obesity; Medicare patients","Lack of mental health services
and providers, Lack of parent training and 
education, Lack of coordination of 
connecting families to resources in the
community, Lack of transportation to services, Lack of availability of affordable healthcare/low fee clinics",Operations Report (d1e7v5mylx61rx.cloudfront.net),,https://www.lifescapesd.org
Sioux Falls Veterans Affairs Health Care System,2501 West 22nd Street,Sioux Falls,57105-1305,SD,Department of Veterans Affairs,,N/A unable to find,,,,,,,,,
Spearfish Regional Hospital,1440 North Main Street,Spearfish,57783-1504,SD,YES,Yes,2019,Combination of counties and places,"Butte, Lawrence, Meade & Pennington Counties, South Dakota
Crook County, Wyoming
",N/A,Spearfish,"Access to Health Services, Infant health and Family Planning, Injury & violence, Nutrition, Physical Activity & Weight, Potentially Disabling Conditions, Substance Abuse, Sexually Transmitted Diseases, Tobacco Use
","Cancer, Heart Disease & Stroke, Diabetes, Mental Health
",https://monument.health/wp-content/uploads/2019/06/2018-PRC-CHNA-Report-RH-Spearfish-Hospital.pdf,https://monument.health/wp-content/uploads/2019/11/Community-Health-Implementation-Plan_SPRH_2022.pdf,"Vermillion, SD 57069"
St. Michael's Hospital Avera,410 West 16th Avenue,Tyndall,57066-2318,SD,Avera Health,Yes,2019,Combination of counties and places,Bon Homme County ,N/A,Tyndall,"Access to Primary Medical Care, Behavioral Health Services, Obesity & Physical Inactivity 
","Behavioral Health Services, Physical Inactivity ",https://www.avera.org/app/files/public/75019/2019-chna-st-michaels.pdf,https://www.avera.org/app/files/public/75700/2019-chna-st-michaels-implementation-plan.pdf,https://npino.com/medical-supplies/1912072224-spearfish-regional-hospita
Sturgis Regional Hospital,949 Harmon Street,Sturgis,57785-2452,SD,Regional Health,Yes,2020,"Combination of counties, zip codes, and places",Meade County,57785,Sturgis,"Access to Healthcare Services, Cancer, Dementia, Diabetes, Heart Disease & Stroke, Infant Health & Family Planning, Injury & Violence, Mental Health, Oral Health, Sexually Transmitted Diseases, Substance Abuse 
","Access to Healthcare Services, Mental Health, Wellness",https://monument.health/wp-content/uploads/2019/11/Community-Health-Implementation-Plan_STRH_2022.pdf,https://monument.health/wp-content/uploads/2019/02/Community-Health-Implementation-Plan-STRH-FY17-19.pdf,N/A
U. S. Public Health Service Indian Hospital,"Highway 18, Soldier Creek Road",Rosebud,57570,SD,U. S. Indian Health Service,,N/A unable to find,,,,,,,,,
U. S. Public Health Service Indian Hospital,317 Main Street,Eagle Butte,57625-1012,SD,U. S. Indian Health Service,,N/A unable to find,,,,,,,,,
U. S. Public Health Service Indian Hospital,East Highway 18,Pine Ridge,57770,SD,U. S. Indian Health Service,,2018,List of Counties,"Butte, Custer, Fall River, Lawrence, Meade, Oglala Lakota, Pennington",N/A,N/A,"Access to Healthcare Services, Cancer, Diabetes, Heart Disease & Stroke, Infant Health & Family Planning, Injury & Violence, Mental Health, Nutrition, Physical Activity, & Weight, Potentially Disabling Conditions, Sexually Transmitted Diseases, Substance Abuse, Tobacco Use","Cancer, Diabetes, Heart Disease & Stroke, Mental Health",https://monument.health/wp-content/uploads/2019/06/2018-PRC-CHNA-Report-Regional-Health-Rapid-City-Hospital.pdf,https://doh.sd.gov/documents/Providers/RuralHealth/2016-2020_PrimaryCareNeedsAssessment.pdf,N/A
Veterans Affairs Black Hills Health Care System,113 Comanche Road,Fort Meade,57741-1099,SD,Department of Veterans Affairs,,N/A unable to find,,,,,,,,,
Wagner Community Memorial Hospital Avera,513 Third Street SW,Wagner,57380-9675,SD,Avera Health,Yes,2019,Combination of counties and places,"Charles Mix County, Douglas County, Bon Homme County 
",N/A,"Wagner, Lake Andes, Ravinia, Marty, Pickstown, Dante, Greenwood, Delmont, Avon ","Mental Health, Substance Abuse, Diabetes, Obesity, Violence ","Mental Health, Substance Abuse, Diabetes, Obesity, Violence ",https://www.avera.org/app/files/public/74979/2019-chna-wagner.pdf,https://www.avera.org/app/files/public/75519/2019-chna-wagner-implementation-plan.pdf,N/A
Winner Regional Healthcare Center,745 East Eighth Street,Winner,57580-2631,SD,Sanford Health,Yes,2019,Combination of counties and places,Tripp County,N/A,Winner,"Economics, children and youth health care and wellness, aging population, mental health/behavioral health",Healthcare and Physical Health,https://winnerregional.org/wp-content/uploads/2019/10/2019-Community-Health-Needs.pdf,https://winnerregional.org/wp-content/uploads/2016/12/PDF-Winner-IS.pdf,N/A
